vond001jose05_01.TEI.2.text.body.div.head.163.s.1	jozef in Dothan .	None
vond001jose05_01.TEI.2.text.body.div.sp.1890.s.1	waar zijn het ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1894.s.1	aen het slincke been : of het zijn misschien ik wespe .	None
vond001jose05_01.TEI.2.text.body.div.sp.1898.s.1	Wel kennen uw zelf .	None
vond001jose05_01.TEI.2.text.body.div.sp.1903.s.1	ik moeten ik ' boezem wat ontgespen , het benauwen ik wat om het harden .	None
vond001jose05_01.TEI.2.text.body.div.sp.1903.s.2	nu scheppen ik weder luchten .	None
vond001jose05_01.TEI.2.text.body.div.sp.1907.s.1	tassen toen : elk toeven zien zelf .	None
vond001jose05_01.TEI.2.text.body.div.sp.1911.s.1	wat zijn die ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1911.s.2	ik horen gerucht .	None
vond001jose05_01.TEI.2.text.body.div.sp.1915.s.1	ik niet	None
vond001jose05_01.TEI.2.text.body.div.sp.1919.s.1	zijn het jozef ook ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1919.s.2	ik dunken ik horen hij klagen .	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.1923.s.1	Die wind kunnen die geluid zo ver niet overdragen .	None
vond001jose05_01.TEI.2.text.body.div.sp.1928.s.1	En of hij klagen en kermen , hebben blijven tocht naar , alles voor .	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.1932.s.1	Wat kunnen hebben schaen , die hij zijn misdaad wat betreuren ?	Emotion_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.1936.s.1	het wassen hij geren errenst , die hij op hebben touwen mos reien .	None
vond001jose05_01.TEI.2.text.body.div.sp.1940.s.1	ik wereld weemoedigh .	None
vond001jose05_01.TEI.2.text.body.div.sp.1944.s.1	zo , hebben gij nog medelyen ?	Emotion_Compassion
vond001jose05_01.TEI.2.text.body.div.sp.1948.s.1	hij slaan zijn aanschijn zo barmhartig west en oogst .	None
vond001jose05_01.TEI.2.text.body.div.sp.1952.s.1	hij zien na Hebron toen , na vader huis om troosten .	None
vond001jose05_01.TEI.2.text.body.div.sp.1956.s.1	hij roepen zijn ' Engel aen , de trooster al vrome .	None
vond001jose05_01.TEI.2.text.body.div.sp.1960.s.1	Die hij na Dothan wezen , om zo te maat te komen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1964.s.1	hij drinken nog hartelijk , en laefde zijn barsten .	None
vond001jose05_01.TEI.2.text.body.div.sp.1968.s.1	Een harden te dood bedroeven zijn altijd droog vinden dor .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.1972.s.1	Wel Judas zitten straks stom , nu kunnen hij weder spreken .	None
vond001jose05_01.TEI.2.text.body.div.sp.1976.s.1	Wel , wat of Judas schorten ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1976.s.2	zijn oog beginnen te leken .	None
vond001jose05_01.TEI.2.text.body.div.sp.1980.s.1	ai broeder , hout u rusten , hebben lusten ik niet te wel .	None
vond001jose05_01.TEI.2.text.body.div.sp.1984.s.1	liggen jozef uw om het harden ?	Worry_BodyPart_Compassion
vond001jose05_01.TEI.2.text.body.div.sp.1989.s.1	Hoe nu , zijn het kinderspel ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1989.s.2	verblijden uw : wan wie zijn nu t'ende vinden wij leiden .	Joy_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.1994.s.1	hebben passen de broeder niet zien zelf te verblijden In zijn broeder dood of straffen .	Joy_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.1994.s.2	o schrikkelijk bestaan !	None
vond001jose05_01.TEI.2.text.body.div.sp.1998.s.1	Wat spreken gij binnens monts .	None
vond001jose05_01.TEI.2.text.body.div.sp.2002.s.1	ik zorgen wie zijn verraen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2006.s.1	ik hebben de putten in het oog , geren mens kunnen deze verraden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2011.s.1	En god hebben wij in het oog , die zien door lindebladen , Door merg en nier heen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2011.s.2	wat schuilen ' er voor god oog ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2015.s.1	laat varen al zorg : u zorg zieden te oog .	None
vond001jose05_01.TEI.2.text.body.div.sp.2019.s.1	ai , zien een om die hoek .	None
vond001jose05_01.TEI.2.text.body.div.sp.2023.s.1	wij of hier aen komen trek .	None
vond001jose05_01.TEI.2.text.body.div.sp.2027.s.1	zijde kruipen langksaem voor : hoe langen of deze mogen strekken ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2031.s.1	Wat rijst'er in doen luchten een stofwolck : zien die volk .	None
vond001jose05_01.TEI.2.text.body.div.sp.2035.s.1	ik zien geren klaar bescheid : zijde trek in een wolk .	None
vond001jose05_01.TEI.2.text.body.div.sp.2039.s.1	Voor wieden zien gij heen aen ,	None
vond001jose05_01.TEI.2.text.body.div.sp.2043.s.1	het waar kunst deze juist te rad .	None
vond001jose05_01.TEI.2.text.body.div.sp.2047.s.1	ik zien kameel .	None
vond001jose05_01.TEI.2.text.body.div.sp.2051.s.1	En ik ezel , zwaar laden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2055.s.1	ik zien gewapend genaken meer en meer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2059.s.1	Hoe schitteren daar doen zinnen in het blinken geweer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2063.s.1	ik dunken ik zij mede de tijd wel gissing kunne maken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2067.s.1	wij zijn het dan ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2071.s.1	Arabiers .	None
vond001jose05_01.TEI.2.text.body.div.sp.2076.s.1	ik willen nog ik gissing steken , Tot datze wij naderen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2081.s.1	het Zijn Arabiers , het goed vasten : het zijn nu doen tijd vinden het jaar .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.1	Hoe goed hebben vee vermast .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.2	zijde zijn alree voorbij doen willig bosschaedje .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.3	doen rug buigen in , door het wicht vinden zij packaedje .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.4	Hoe plagen doen mens hebben die ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2093.s.1	Hoe plagen hebben bloed zijn bloed .	None
vond001jose05_01.TEI.2.text.body.div.sp.2097.s.1	Wat zeggen gij , Judas ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2097.s.2	wat ontstellen uw hebben gemoed ?	Worry_Emotion_BodyPart
vond001jose05_01.TEI.2.text.body.div.sp.2101.s.1	Och jozef .	None
vond001jose05_01.TEI.2.text.body.div.sp.2105.s.1	liggen die nog zo diep in het harden begraven ?	BodyPart_Compassion
vond001jose05_01.TEI.2.text.body.div.sp.2112.s.1	ik zien hoe het hygent vee tot zijn mens dienst moeten slaaf , En jozef stenen nu vasten ellendiger dan het vee , die nog zijn voeder krijgen ; mare jozef mogen alree vinden hongeren en vinden dor verteren en versmachten .	BodilyProcess_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2117.s.1	hij hebben zijn vonnissen weg : laat varen die gedachte .	None
vond001jose05_01.TEI.2.text.body.div.sp.2117.s.2	gij kwellen uw te vergeefs .	None
vond001jose05_01.TEI.2.text.body.div.sp.2121.s.1	vergunnen ik een gaaf .	None
vond001jose05_01.TEI.2.text.body.div.sp.2125.s.1	Wat zijn die ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.1	mare die ik hij nu opveil , om voor slaaf de vrek Arabier te dienst al zijn leven ; na die een mager lijk tocht niemand nut kunnen geven , Al beven hebben schonen bedekken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.2	beraad uw in het gemeen , waar spanden ooit om strijd doen lid tegen lid .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.3	god diep wijsheid scheppen , tot onderling hoeder , doen nut lid aen het lijf , alles tweeling en broeder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.4	ik zetten allee , uiten nood persen , een lid vinden het lijf .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.5	verschonen ik deze , bedenken , wat lassen wat ongerief gij hier door kunde ontgaan : het zullen eest u ' geest vernoegen , En vrijen hebben gemoed vinden het eeuwig knaegend wroegen .	Emotion_BodyPart_BodilyProcess_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.6	het zijde ver die ik uw of ik bij kaam zetten , Die zien mede Abels bloed zo gruwelijk besmetten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.7	Hoe doods zien hij ' er uiten : hoe wereld zijn harden eten vinden binden : och , zijn haar ( zo pijnigen hebben weten de broederslachtigen ) hangen altijd natten vinden zweten .	Fear_BodyPart_BodilyProcess_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.8	hij vloot , en waar hij vloot , hij doch die Abel krijten ; En god gerecht wraak de mogen zitten op doen hiel : Dan zien hij geest , dan een nest vol slang kriel : doen damp steeg dan vinden angst in het beckeneel .	Fear_Emotion_EmotionalAction
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.9	Zijn zaad dragen nog die vloek .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.10	nu oordelen hebben verschelen vinden broedermoorden , of vinden sparen en verkopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.11	doen misdaad en doen straffen moeten altijd t'zaemen lopen , En blijven in bestek vinden billickheit .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.12	doen haten Op zijn hals laden houden dan in het straf maat , En lopen eer wat te liggen .	Emotion_Hatred
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.13	gij doen die deugd u ' broeder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.14	Een wezen verdiend genade : die janhen hebben geren moer , En Rachel wassen wij mooi en moer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.15	trekken u hand deze snoeren te stijf ; hoe het zijde , gij breken een dubbel bannen ; En breken deze uiten , hoe het gade , u onschuld worden vinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.16	Een redelijk straffen stoppen al lastermonden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2164.s.1	waarachtig mennen , dat's niet kwalijk overleggen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2169.s.1	hebben schijnen die god wij raad op deze gelegenheid Te lid .	None
vond001jose05_01.TEI.2.text.body.div.sp.2169.s.2	zo gij het stemmen , ik hebben ' er gans niet tegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2174.s.1	ik markt gij zijn ' er al eendrachtig toen genegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2174.s.2	wij nemen de lassen op zien ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2178.s.1	vertrouwd gij ik die lassen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2182.s.1	Wel Judas , gade voor heen , wan zijde genaken vasten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2186.s.1	zode zetten hij eest op prijzen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2190.s.1	die volk vallen scherp in het ding .	None
vond001jose05_01.TEI.2.text.body.div.sp.2194.s.1	hebben eerst bod zijn goed .	None
vond001jose05_01.TEI.2.text.body.div.sp.2198.s.1	Ja laat de dromer spring .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.1	OCh , Ruben , goed u aanschijn voor ik schuil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.2	mogen ik gekerm tot god en uw niet baat ?	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.3	En worden ik dus , in deze naar kuil , vinden god en uw en ieder een verlaten ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.4	ik stuk in slijm , en hijgen vasten na doen luchten , En zien vinden ver de helder hemel blinken , Die spelen mooi weer , en horen na geren zuchten .	Fear_EmotionalAction_BodyPart_BodilyProcess_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.5	hij drijven om oog , mare jozef mogen verzincken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.6	doen putgalm volgen op rijmen ik lest tarm , En schijnen bewegen ik klacht na te smeken : die zijn al ik troosten en tijdverdrijf , ocharm .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.7	ik keel worden hees , en nauwelijks kunnen ik spreken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.8	ik bedanken de galmen , doen galmen ik wederom .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.9	ik klagen ' ik ' node : hij antwoord vol medoogen .	Emotion_EmotionalAction_Compassion_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.10	mare Ruben zwijgen , alles spraeckeloos en stom , hij blijven vasten uiten , ik klagen ik ' rouw mijn oog .	EmotionalAction_BodyPart_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.11	Och , Ruben , komen , en zalven ik diep smarten .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.12	ik kauw een vlucht vol dodelijk korrel .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.13	Och , Ruben komen , verlichten ik angstigh harden , ik horen gerucht : wat of hier op komen borrelen ?	Fear_Emotion_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.speaker.2224.s.1	Vrachtmeester .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.1	HIer rusten ik uiten hebben stof , vinden zinnen en hitte vrijen , In deze heg , tot die doen voortoght raak voorbij .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.2	goed knaepen , zeggen die zijde een weinig herder drijven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.3	ik zullen een mijl vinden hier te middag liggen blijven , Tot die doen dag verkoelen , en dan tot middernacht weer spoed ons reizen , mede d'aengenome vracht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.4	deze wild woest heide kennen dier noch mens .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.5	ik zij , om schaduw , zelf het gewenst liggen verwensen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.6	mare wij genaken die putten ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.7	deze schijnen een ander manna : het lijken een ' vreemdeling , en geren ' uiten Kanaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.8	Indien hij water putten , om zien of het vee te drenken , ik lusten een vers drinken : ik willen de herder wenken .	None
vond001jose05_01.TEI.2.text.body.div.sp.speaker.2239.s.1	Iudas .	None
vond001jose05_01.TEI.2.text.body.div.sp.2241.s.1	geluk ik heer , geluk , op uw ver tocht .	None
vond001jose05_01.TEI.2.text.body.div.sp.speaker.2243.s.1	Vra .	None
vond001jose05_01.TEI.2.text.body.div.sp.2246.s.1	wie jagen het vasten , geven god of het wij gebeuren mogen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2246.s.2	mare het beuren meer dan een , die ik die haas ontglippen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2250.s.1	waar liggen doen reizen , ik heer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.1	wie trek na Egypte vinden Galaad rechte door , mede ezel en kameel , laden mede balssem mirre en kruid en kaneel .	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.2	Wat zoeken gij bij die putten ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.3	wie zijn wat moede geronnen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.4	ik lusten wel een drinken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2263.s.1	aen geren zijde spring bron , Indien doen dor uw kwellen : deze groen putten zijn droog .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.1	ik rusten een pozen , en hebben vinden hier ik volk in het oog .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.2	ik dor lijden nog geren lassen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.3	ik zullen de lassen haasten breken , Eer nog doen middaghzon op het hoofd beginnen te steken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.4	mare lustre na die putten : wat willen die droef zuchten ?	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2276.s.1	daar liggen een jong slaaf , die huilen , en maken gerucht .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2276.s.2	hij hebben hebben wat verkerft , en zien wat wulps verlopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2280.s.1	zijn hij uw veil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2284.s.1	nul ja .	None
vond001jose05_01.TEI.2.text.body.div.sp.2288.s.1	laat zieden , ik willen hij kopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.1	ik zullen hij bij deze touwen doel stijgen uiten de putten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.2	Een ander heerschap waar de janhen wel zo nut .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.3	daar hand doen koord : nu stijgen , nu janhen , stijgen na boven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.4	hij klimmen , hij klimmen : ik mogen hij passelijk geloven : doen polsen zijn niet alles het harden , zijn grond worden niet tassen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2300.s.1	Aen veinzen zijn zomwijl gewin en voordeel vasten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2305.s.1	daar komen doen knaap : spring af .	None
vond001jose05_01.TEI.2.text.body.div.sp.2305.s.2	hij dienen wat onderwijzen : ik zullen hij eest allee een luttel gaan belezen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2311.s.1	OCh Judas , zijn gij daar ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2311.s.2	erbarmen uw over ik .	None
vond001jose05_01.TEI.2.text.body.div.sp.2320.s.1	komen herwaarts , gade mede ik een luttel aen d'een zijde .	None
vond001jose05_01.TEI.2.text.body.div.sp.2320.s.2	Wat billijk oorzaak gij u ' broed'ren hebben geven , vallen nu te langen : in het korten , dank ik , die uw hebben leven Verbiddende , die schencke en aenbie tot een gaaf , Mits datmen uw terstond verkoope en veil voor slaaf , Aen deze Arabier ; dies draegh u straffen geduldig	None
vond001jose05_01.TEI.2.text.body.div.sp.2325.s.1	ik broeder , ik zijn uw naast god , ik leven schuldig ; mare dienstbaarheid vallen harden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2325.s.2	wat goed ik leed aen !	None
vond001jose05_01.TEI.2.text.body.div.sp.2332.s.1	nog herder vallen doen dood , die kunde gij dus ontgaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.2332.s.2	deze zijn het enig middel .	None
vond001jose05_01.TEI.2.text.body.div.sp.2332.s.3	zien doen broeder wij bespieden : vinden deze heuveltop : gij kunde hebben niet ontvlieden ; Dies houden uw stillen en vrome , nog melden doen broeder niet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2336.s.1	Och Ruben , Ruben , och .	None
vond001jose05_01.TEI.2.text.body.div.sp.2336.s.2	o god , die al zien .	None
vond001jose05_01.TEI.2.text.body.div.sp.2341.s.1	ik veil uw deze slaaf , mare willen deze eest besprek ; ik stoten hij mede de voeden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2345.s.1	zo dienen hij nauw doorkijken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2349.s.1	komen herwaarts .	None
vond001jose05_01.TEI.2.text.body.div.sp.2353.s.1	wild gij wel veranderen vinden heer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2357.s.1	ik heer , ik hebben geren willen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.1	bedaren wat : schrey niet meer .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.2	steken uiten die recht arm : nu buigh die aen doen schouder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.3	Nu mede de slinken arm .	None
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.4	hoe oud zijn gij ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2368.s.1	Niet oud Dan zestien jaar .	None
vond001jose05_01.TEI.2.text.body.div.sp.2375.s.1	Nu gapen ik zien nog jong gebit .	None
vond001jose05_01.TEI.2.text.body.div.sp.2375.s.2	doen tand staan zeer netten , en melk zijn niet zo witten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2375.s.3	gade lopen een heen en weer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2379.s.1	Nu wakker zonder weigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2384.s.1	Nu spring een in doen luchten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2384.s.2	hij kunnen nog luchtig steigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2384.s.3	Al spel genoeg : komen hier , langen ik u recht hand .	None
vond001jose05_01.TEI.2.text.body.div.sp.2389.s.1	gij Arabiers hebben meest vinden hantbezien verstand , En zien alles zijn mens heil en ramp vinden ver komen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2393.s.1	Wat kunst kunnen hij tocht ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2397.s.1	Die knaap kunnen geestig droom .	None
vond001jose05_01.TEI.2.text.body.div.sp.2401.s.1	die kunnen niet ieder een : deze komen al met te staan .	None
vond001jose05_01.TEI.2.text.body.div.sp.2405.s.1	doen vrachtheer zien te deeg , die doen de koop geren schade .	None
vond001jose05_01.TEI.2.text.body.div.sp.2409.s.1	Nu zetten de knaap op prijzen , ik lusten niet langen te ding .	None
vond001jose05_01.TEI.2.text.body.div.sp.2413.s.1	waar voor gevallen hij uw ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2417.s.1	Voor teen paar zilverling .	None
vond001jose05_01.TEI.2.text.body.div.sp.2421.s.1	het zijn koop .	None
vond001jose05_01.TEI.2.text.body.div.sp.2425.s.1	zo dra ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2425.s.2	gij vrezen of ik ik weer bedenken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2429.s.1	hij dienen uw meer dan wij .	None
vond001jose05_01.TEI.2.text.body.div.sp.2433.s.1	helaas !	None
vond001jose05_01.TEI.2.text.body.div.sp.2433.s.2	ik zijn verkopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2437.s.1	lopen ginder aen een zijde .	None
vond001jose05_01.TEI.2.text.body.div.sp.2437.s.2	wat dunken uw vinden die janhen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.1	rechte uiten , hij staat ik aen : hebben gij wat harden dringen , En hij vrijen die geloven , die knaap waar echter ik .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.2	Indien ik spreken zij , na uiterlijcken schijn ; die zweemsel melden niet slaefs , mare eer een welgeboren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.3	zo ik doen hand geloven , hij schijnen wat groot beschoren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.4	Die winckbraeu voegen geren slaaf , mare eer een ' manna vinden staat .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.5	ik Verzwijgh al het overig : het zijn misselijk hoe het beslaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.6	doen godheid zien hebben harden , doen mens de schijn vinden buit .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.7	ik kunnen uiten gissing niet vasten nog zeker sluiten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.1	ik zullen het bekennen , nu hebben zo te pas komen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.2	het zijn al vinden heerschappij die deze janhen dromen : deze baard afkeerigheit : hij mogen nog goed lederen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.3	En goed onder vreemd , alles binnelantse heer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.4	Al hebben ik schonen berouw , ik wensen uw velen geluk .	None
vond001jose05_01.TEI.2.text.body.div.sp.2466.s.1	Nu geduld , en buigh uw onder het juk .	None
vond001jose05_01.TEI.2.text.body.div.sp.2466.s.2	gehoorzaam deze heer , en lustre vrijen wat sneller .	None
vond001jose05_01.TEI.2.text.body.div.sp.2470.s.1	Ja rekenen die gij dienen een ' recht Ismaeller .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.1	Och Ismaeller , nu ik loten ik onder het lastig juk leren zucht Om troosten en helpen tot Abrams god ; gedenken hoe Ismael mos vlucht mede Agar , dwars door het gloeiend zand , zo wijd uiten al mens oog , daar kind en moer waar door branden versmachten , indien hebben mededogen de engel , in die zwoel zinnen haar bei niet hebben te rechte wijzen , En mede een koelen en vers bron hebben moeder harden en het kind genezen vinden dor , velen fel dan doen dood : wezen zo een Engel en behoeder vinden ik , die , op ik moeder schieten , En aen doen barsten de lief moer , verstrekken een lief waarde vlucht , Niet minnen alles Ismael doen zijn ; torn zijde , vermoeien en afgezucht , In dor dorstig woestijn , hij leiden in schaduw vinden doen blad , En roepen , een booghscheut afwijken , god zelf al hees om bijstand aen , En krijten : wij kunnen die harden zieden breken ?	Emotion_BodyPart_BodilyProcess_Compassion_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.2	waar op een trooster neergedaelt beloven haar spruiten te zegenen , Die nu zo breed de ademen halen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.3	zo moeten uw heil op weg bejegenen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.4	zo zege god u ' lang tocht , alles gij voortaan een ' vrygeboren , Onschuldighlijck voor slaaf verkopen zullen handelen , zonder wraak of torn .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.5	Och Ismaeller , druk ik zacht , gelijk een telg vinden u gheslacht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2519.s.1	na u geboorte staat ik wijders niet te vlaag , gij zijn dan vrijen of slaaf : voortaan moeten gij uw dragen , gelijk een eigen slaaf en een ' verkochten passen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2519.s.2	komen knaepen , vleugelt hij , en binden zijn arm vasten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2519.s.3	gij kunde u leiden velen vermindren of vermeeren : waar goed slaven zijn , daar vinden ik goed heer : zo knechten zo meest , dies stellen uw gewillig in .	None
vond001jose05_01.TEI.2.text.body.div.sp.2523.s.1	leven langen , en houden uw vrome .	None
vond001jose05_01.TEI.2.text.body.div.sp.2528.s.1	Och Vader , Benjamin .	None
vond001jose05_01.TEI.2.text.body.div.sp.2528.s.2	Och , Ruben , Ruben och .	None
vond001jose05_01.TEI.2.text.body.div.sp.2533.s.1	Nu leren uw wat bedwingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2533.s.2	geluk mede deze knaap .	None
vond001jose05_01.TEI.2.text.body.div.sp.2537.s.1	gij mede deze zilverling .	None
vond001jose05_01.TEI.2.text.body.div.sp.2541.s.1	geluk op uw tocht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2545.s.1	die nemen ik altijd an .	None
vond001jose05_01.TEI.2.text.body.div.sp.2551.s.1	helaas , hoe kruipen ik bloed , daar hebben niet gaan en kunnen , Hoe deerlijk zien hij om , zo natten en rood bekreten .	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2551.s.2	ik doen het om beter willen ; hebben wereld ik niet weten .	None
