noms001mich01_01.TEI.2.text.body.div.head.282.s.1	Michiel Adriaansz doen Ruiter , treurspel .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.1	zij echtgenoot wassen hier gemeen soldaat , En krijgen , te lot zijn moed , vinden wij een ' hoog staan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.2	torn nog het Fantynsche volk , door Englands list bedriegen , besluiten mede nederland volk stoutmoedig te oorelogen , besluiten ik vader , ( door een vals gerucht misleiden , Alsof slechts weinig volk zien hebben door het bos verspreiden , ) vinden weinig volk verzeld , de vijand wegge te drijven , hebben bos te zuiver , niets daarin te laat blijven , En het all ' mede schrik te slaan voor nederland wapenkracht , Wanneer hij onverhoeds zien zien in node brengen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.3	hij worden , aan het hoofd zijn volk nauw ' boschwaarts indringen , Aan al kant fel door overmacht bespringen ; En het ongelykst gevecht die iemand immer zien voorspelden al het volk , alles hij , de laatst levensdag .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.4	zijn vuist , die wonderen doen , voelen zien doen kracht begevent hij wassen alree geren hopen in het strijd bijblijven , Dan zijn vergrijzen kruin , en zijn bende bloeden , Op het duurst te levren aan het Fantynsche moordgebroed ; Wanneer laten bord , ( dus zijn zij gemaal heten , ) zien hebben in de drom vinden het zwart gespuis smijten , de vijand zode velen werk verschaffen mede doen klink , die zien ik vader redden , en niet een wond ontvangen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.5	naar zulk een stout daad , die ieder held moeten rome , hebben hij ik ' vader gul tot hoofdman doel benoemen ; mare nauwelijks in die rank vestigen , hebben zijn hand Een ' ons burgerij dolzinnig aanranden , En mede doen klink , te dienst vinden Neerland hij geven , Door meer dan eene winden ' , verwoed brengen om het leven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.6	Waarom zijn land eedle raden , na eisen vinden nederland weten , de moorder daadlyk hebben in hechtenis zetten ; En , om hier in het vervolgen de tweestrijd minnen te vrees , Nadat hij worden verhoren , hij tot de strop verwijzen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.7	deze vonnissen , die op weten , op schuldbekendtenis , En welzijn vinden het gemeen volmaken grondvesten zijn , worden daadlyk uitvoeren ; en burger en soldaat , het wanen al hij ontzielen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.8	mare nauwelijks aflaten vinden het dwarshout , oprichten tot zijn verdiend straffen , vernemen ik die hij nog bewijs vinden leven geven ; En door behulp de kunst , verloster vinden wij leven dreigen in zijn lopen , worden hij doen kracht hergeven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.9	Dus worden doen manna , wie vallen zijn land hoog raden besluiten , Herboren op het schavot uiten zijn gewaand dood .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.10	ik behoeven uw edelheid nu verder niets te ontdekken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.11	zijn land eedle raden zien niets dan het vonnissen half voltrekken : die vonnissen eisen mede rechte de bloedvergieters bloeden ; het eisen die doen dood doen straffen onfeilbaar volgen moeten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.12	Daar nu doen moorder leven , eisen weten , belang en rijden , die hij te tweedemaal te ladder op zullen tred .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.1	zijn het waarheid ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.2	durven u manna zijn ' medemens verslaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.3	hebben hij door moordery zijn ' roemen te niet braden ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.4	En durven gei , vol vinden hopen , zijn voorspraak uw vermeten ?	Emotion_Hope
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.5	Ja hij , te tros de raad , genadig waardig heet ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1590.s.1	hij hebben alles manna vinden eer zijn ' vijand neergelegd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.1	betamen een ' manna vinden eer een goddeloos tweegevecht ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.2	zijn het niet doen goddelijk en menselijk weten Die tegen het tweegevecht mede nadruk zien verzet ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.3	wij tegen een vinden twee zichzelv ' baldadig kanten zijn een vermetel schelm , of hij hebben geren verstaan ; Wat staan doen maatschappij dan niet vinden hij te wacht , Die , door zijn drift beheersen , zij beide durven verachten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.4	Doch het zijn doen rijden zelf die het tweegevecht verbieden , Al hoonde het ook doen weten , de steunen de volk , niet : kunnen ooit op doen aarde ' wel iets meer onrechtvaardig wees , Dan die in een geschil , ( uiten welk een ' grond rijzen , ) doen macht laten worden aan hij die onrecht doen , te moording vinden de manna die schuldeloos onrecht lijden ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.5	En deze geschieden , zodra ik het rechte door het stalen verdedigen : wan wij verzekeren wij die hij die zijn beledigen , zullen overwinnaar zijn op het einde vinden het gevecht ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.6	gelijk en ongelijk verkrijgen dus een rechte .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.7	Ik denken niet die een mens op doen aard ooit zullen beweren , die hij , wie overmoed een ' ander durven onteeren , gelijk hebben in zijn zaak wanneer hij slechts verwinnen ; wan wij deze staan hout zijn inderdaad ontzind .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.8	zode die goddeloos strijd worden ongestraft laten , het zijn ' mede de welstand uiten de volk , in al staat : zijn tocht zij enig volk mede veiligheid bestaan , zode elk zichzelv ' te wraken doen hand aan het stalen mogen slaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.9	doen los jongeling , of deugniet , goed bedrijven In het voer vinden doen klink , zijn ' meest vinden elk leven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.10	doen minst geoefende in het bestieren vinden doen klink staan dan te prooije aan guit , of woest jongeling .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.11	hebben leven , het hoogst goed die wie op doen aard ontvangen , behoren niet vinden doen klink vinden dwazen af te hangen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.12	zijn , al wel beschouwen , hebben hatelijk tweegevecht geren schaamtlooze inbreuk op hebben goddelijk rechte ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.13	hebben leven zijn de mens door zijn hemel gul geven ; hij zijn hebben dus allee die rechte hebben op wij leven ; Dus zijn hebben tweegevecht , schonen het schelm en dwaas bekoren , Een inbreuk op die rechte , een wegge tot wreed moord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.14	het zijn ' billijk heen die zien op het rechte de klink vertrouwen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.15	Tot veiligheid de volk , doen hand af te houden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.16	doen rijden , geren wellen , besliss ' de mens zaak ; doen Godsdienst en doen weten verbieden al wraken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.17	zijn land overheid allee zijde in elk zaak meesteres : zij voegen allee hebben zwaarte , alles zijn hemel dienaresse .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.1	u talen , mijnheer , zijn sterk , zijde zijn vol edelheid .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.2	verbeelden uw niet die ik voor het rechte de tweestryds pleiten ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.3	doen burger kunnen volmaken zien na u ' willen dragen ; mare wij moeten inderdaad de krijgsman niet beklagen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.4	Indien hij door het geweer zichzelf rechte verschaffen , worden hij , alles moordenaar , door doen overheid straffen ; En zode hij wrakeloos zien honen laten , of kwellen , zijn hij zijn achten kwijt bij med - en rotgezellen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.5	hij hebben dus , alles zijn eer verwoed worden aanranden , geren keuren dan strafschavot , of leven vol vinden schande ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.6	verschonen ik , ik gemaal wassen nevens ik beledigen , En hebben , alles oorlogsman , zichzelv ' en ik verdedigd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.1	hij wassen een oorlogsman te dienst vinden de staan , Geenszins te dienst vinden uw , of zijn ' ontzinden haten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.2	hij dragen zijn klink om het landen , op oog bevel , te wreken , Niet om zichzelv ' te wraken zijn ' vijand neder te steek , Niet om in zijn geval , te straf een vijand woeden , zode die te ontvlieden zijn ' , zichzelf rechte te doel .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.3	Ik zullen , wat zijden ik ook in het rechtsgeding moog ' kies , u beide ongelijk niet uiten hebben ogen verlies ; mare wraken en moord staan zode minnen de krijgsman vrijen , alles het armste medelid vinden deze burgerij .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.4	worden enig oorlogsman door woerd of daad beledigen , hij wenden ' zien tot hebben rechte ; hij zijde door het rechte verdedigd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.5	Niets maken hij machtig tot hebben oefenen zijn wraken ; Niets maken hij , het rechte te spijt , tot recht in zijn zaak .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.6	doen weten die moord verbieden raken al sterveling .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.7	Niets geven de krijgsman rechte na iemants hals te ding , Dan krijgen , waarin doen macht die over wij gebied verantwoorden voor al het bloeden dat's krygsmans stalen vergieten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.8	torn doen Opperhemelheer zijn weten wij hebben geven , hebben hij de krijgsman nooit deez ' regelen voorschrijven :  Wanneer u medemens uw honen door daar of woerd , Beproef op gei uzelv ' kunde wreken door een ' moord ; Of wagen u hoogst goed aan uw hooners woede ; hij was ' , naar het honen , nog zijn hand in uw bloed  .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.9	zijn weten wassen algemeen :  wij iemants bloeden vergieten , zijde door de mens hand geleverd aan doen dood  .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.10	geren weten bij enig volk hebben ooit die weten weerspreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1689.s.1	ik echtgenoot , helaas !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1689.s.2	hebben zien uiten node wreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1689.s.3	het zijn ' mede zijn eer braden , zode het geren hij ondergaan ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.1	het zijn een erbarmlyke eer die steunen op het rechte de klink !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.2	Wat zonderling begrip !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.4	moeten doen klink bewijzen die wie hoogst waardig zijn die wij doen mens prijzen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.5	worden iemand eerloos door een ' schelders schendend woerd ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.6	wij zijn meer achten woerd ' die hond blaffen horen , En heen niet waardig achten door slag of schoppen te straf , Of hij die tegenblaft , en dus heen meer doen blaffen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.7	Een mens geneigd tot slaan of schelden dienen vrezen , gelijk een dol hond , of ander razend beest : wij wederscheld of smijten maken zien tot zijn gelijk ; doen waar manna vinden eer zullen zwygend ' hij ontwyken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.8	zijn eer rusten op zijn deugd ; en deze hout eeuwig staan , Hoe vinnig ook door woerd of daad aanranden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1709.s.1	uw edelheid verschonen doen menselijk drift .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.1	doen mens hebben redenkracht om het goed vinden het kwaad te schiften .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.2	hij weten , doen rijden en doen Godsdienst leren hij deze , die hij , schonen hij een harden die zondigen zijn bezitten , oneindig velen kunnen doel om in die harden te smoren All ' wat zien tegen het geren die loffelijk zijn doen horen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.3	hebben niet hebben schepsel kracht tot zelfverbetering , Dan zijn ' hij nooit strafwaard ' , wat gruwel hij beging .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.4	doen Hemel hebben de mens , in al levensstaten , begunstigen mede doen kracht om het kwaad te kunne laat ; En wij een gul versmaden , die hij doen Hemel geven , verdiend , bij wij beklag , mede al rechte zijn straffen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1730.s.2	laten beklag , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1730.s.3	in uw boezem spreken ; En laten laten Bordes trouwen voor hij genadig smeken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.1733.s.1	doen ruiter , zij opheffen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.1	ik beklagen hij inderdaad , gelijk ik elk beklagen Die woerd ' zijn die zijn ziel de lassen vinden het misdrijf dragen ' , En veel , om zijn trouwen , tot zijn behouden ik spoor ; mare het rechte hebben ook zijn stemmen , die ik niet minnen moeten horen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.2	Ik achten menslievendheid , ik achten en moede en trouwen , mare het achtbaar , het heilige rechte achten ik niet minnen , mevrouw !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.3	zode , zonder doen achtbaarheid vinden het heilige rechte te krenken , het ik doenlijk zijde genadig aan u ' gemaal te schenk , vertrouwen vrijen die deze harden , vol zuchten voor doen eer vinden het rechte , doen krijten vinden het mensenbloed geenszins genadig ontzeggen .	Emotion_BodyPart_Desire
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.4	All ' wat wij bij de lassen een staatsampts troosten moeten geven , zijn macht tot sparing vinden de medemenschen leven ; En alles een staatsambt meest ondraaglijk wees moeten , het zijn alles doen plicht wij dwingen tot storting vinden zij bloeden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.6	mogen ik in het gedrag uw echtgenoots niets vinden , die tot de wreedsten plicht wij billijk moeten verbinden !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.7	Hoe het hiermee wees mogen , ikzelf , ik willen terstond het geren hij bezwaren of dienen vernemen uiten zijn ' mond .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.8	het betamen ik niet u hopen op zijn behouden te voeden , Of u benepen harden door siddring te doel bloed : vertrouwen nochtans , schonen gij uw door hopen niet zien vleien , ik deernis mede u loten , en zuchten tot billijkheid .	Fear_HeavyHeartedness_Emotion_Hope_BodyPart_BodilyProcess_Desire
noms001mich01_01.TEI.2.text.body.div.div.stage.1763.s.2	een soldaat , in hebben verscheiden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.1766.s.1	mevrouw laten bord , tegen de opperbevelbebber .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.1	mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.2	zien ik , beschreid , voor uw te neerbuigen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.3	Thans vergen ik in de node niets vinden u mededogen Waardoor gei mede zijn land raden in twisten geraken kunde , Neen ! het smeken om een gul zijde ik allee vergunnen .	Emotion_Compassion
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.4	gei horen hoe doen admiraal , wie strengheid ik doen beven , alles recht , ik ' gemaal terstond gehoor zullen geven : het gaan vasten die hij vinden uw , alles kundig vinden het geval die ik ellendig maken , getuigenis vergen zullen ; laten ik , deze zijn ik bede , vinden uw geren strengheid vrees : verschonen laten Bordes drift , zode velen het zullen mogelijk wees .	Fear_Emotion_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.1	denken niet die ik uw horen mede een verharden gemoed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.2	laten Borders weldaad spreken : ik horen doen stemmen vinden het bloeden , Ik horen zijn groot trouwen bewezen aan ik ' vader , de dienst aan het landen betoond , en u verdrieten te gader ; mare vergen ' ik , hoe deze all ' op ik ook werken ' , mevrouw , geren daad die het hoofd de vlieden op het hoogst mishagen zij .	Emotion_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.3	hij achten doen waarheid oog .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.4	zijn strengheid doen uw vrees ; moeten zijde , in mijn rank , ik niet ontzaglijk wees ?	Fear_Emotion
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.5	ik zullen doel het geren ik betamen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.6	doen toestand vinden de staan eisen heden ander zorgen , en die ik uw verlaten ' .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1797.s.1	valkenrurg , mevrouw laten bord , een soldaat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.1	Ziedaar doen maat vullen vinden het geren ik hebben te schromen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.2	Ziedaar de grond vinden hopen voor eeuwig ik benemen !	Emotion_Hope
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.3	Thans zien ik klaar , hoe sterk benevelen door ik pijn , Wat burger in de node , en wat doen groot zijn .	Emotion_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.4	ik vader !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.5	kunnen u harden in deze staan nog hopen ?	Emotion_Hope_BodyPart
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.6	u zode ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.8	hoe koelen zijn hij mynoog ontlopen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.1	Ik kennen de admiraal , ik kennen ik ' zode ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.2	Hoe het zijde , zwijgen vinden ik ' zode , en hopen op het hoofd de vlieden en ik .	Emotion_Hope
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.3	doen ruiter talen wassen streng , deze lijden geren tegenspreken ; mare u ' gemaal geval zijn slechts hij half blijken : hebben worden hij inderdaad ongunstig voorstellen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.4	Ik hebben hebben aanhoren , en doen myzelv ' wellen te breidling vinden een drift die ik niet zij betamen ; ik moeten geren hoofd de land voor het hoofd de vlieden beschamen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.5	Ik duchtte die u harden , vervoeren door bitter rouw , te nadeel vinden ik ' zode zien niet bedwingen zij .	Emotion_BodyPart_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.6	doen Ruiter , die zien liggen aan zulk een drift zij storen , zullen tijd genoeg vinden ik het geren hij moeten weet horen : ik stellen vasten die doen admiraal , in zulk een zwaard geval ik ' zode verhoorend ' , zien mede ik beraden zullen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.7	Alsdan zullen ik , doch ver ' vinden mijn zode te honen , de admiraal het geval in het waar liggen vertonen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.8	intussen , mogen elk mens , op het horen vinden u ' node , het afgrijselijk tweegevecht meer schuw dan doen dood !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.9	hij die daarin hebben stalen worden in doen barsten drijven , zijn minnen beklagenswaardig ' dan hij die blijven in het leven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.10	mogen elk , zodra hij voelen die hij zijn drift verheert , begrijpen , het zijde hij vallen of het zijde hij triomferen , die hij , ( hoe spoorloos eer zien moog ' hier tegen kant , ) doen rampbewerker worden vinden al zijn bloedverwanten !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.11	Wat uw betreffen , ik kind !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.12	ach !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.13	staan ik gunstig toen , die ik aan het sterk verzoek vinden u ' gemaal voldoen ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.14	kaar in deze zijvertrek !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.15	mede u verdrieten bewegen , trachten ik ik een ogenblik te onttrekken aan uw oog .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.16	deze zuchten ' harden , een wild door eenzaamheid ontlasten , beramen te goed het geren tot u behouden ik passen .	Emotion_BodyPart_BodilyProcess_Unhappiness_Other
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.17	Verzel mevrouw alom .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.18	ik laten ' zij niets ontbreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.1841.s.1	Tegen de soldaat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.1849.s.2	een soldaat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1857.s.1	ik trachten ik ' echtgenoot verwoed na het harden te steek , ik kerkeren ik op zijn bede , hij snijden de wegge ik af die ik hebben in te slaan tot zijn beul straffen , ik moeten siddren alles ik denken aan het hoofd de watermagten , vinden het opperhoofd de land staan ik geren ' troosten te wacht ; nog worden in zode velen wede ik ziel mede hopen vleien ...	Fear_Emotion_Hope_BodyPart_BodilyProcess_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1857.s.2	Wat foltring zijn zode wreed alles deze onzekerheid !	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1859.s.1	Einde vinden hebben derde bedrijf .	None
noms001mich01_01.TEI.2.text.body.div.head.1863.s.1	vieren bedrijf .	None
noms001mich01_01.TEI.2.text.body.div.stage.1865.s.1	hebben toneel verbeelden hebben zelfde vertrekken waarin hebben eerst bedrijf zijn afspelen .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1870.s.1	doen ruiter , aan een tafel zitten , mede hebben vonnissen de gevangene en schrystuig voor zien .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1870.s.2	een hoofdman , en soldaat , aan de ingang , tegen wij doen admiraal zien wenden , en , heen wenkende te vertrek , zeggen :	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1870.s.1	liggen u ' gevangene hier .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1873.s.1	doen door vinden hebben vertrekken worden sluiten ; waarna doen Admiraal , op een treurig wijze , hebben vonnissen inzien , naar een weinig peinzens , vervolgen :	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.1	zijn dienst zij dan niets baat !...	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.2	Ziedaar dan het smakelijk zoet vinden oog verheffen staat , na weer bezitten hebben harden zode onophoudlyk haken !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.3	Hoe spoorloos zijn doen mens mede oog gezag vermaken !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.4	doen mens zijn , inderdaad !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.5	hoe ook alles wijze gepvezen , velen minnen een redelijk , dan redenerend wees .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.6	Steeds haken hij na geluk , en zoeken hebben in een goed die zijn ' bezitter kwellen , daar het duizend zorg voeden .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.7	te minst zijn het wichtig ambt waartoe ik zijn verheffen , Die rank die , ongezocht , door het loten ik zijn geven , In het ogen vinden hij die niet door schyngoed worden verrukken , Een wezenlijk lassen , die het harden gevoelig drukken .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.8	ik hebben waarlijk meer geluk torn ik , vinden elk vergeten , bij ik gelieven slachten rusten ik brood mogen eten , Ja torn , ( hoe dikwyls wassen het die ik die tij herriep ! ) Ik , in de laagsten staan , in Lampsins lijnbaan lopen , Dan nu ik het wichtig ambt vinden vlootvoogd zijn beschoren .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.9	behagen hebben zijn hemel guust ik ' hoogst wensen te horen , Dan zullen geren zode vinden ik ooit , tot zijn droefenis , Bevinden wat ik pos , of enig staatsambt zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.10	het zijn niet genoeg zijn ' rank mede lustre te onderschragen , Voor het welzijn vinden de staan angstvallig zorgen te dragen , de roemen vinden het vaderland manmoedig voor te staan , Een ' vijand macht en list mede kunst te kaar te gaan , zien wreed nopen te zieden tot bloedvergietend strijd , Te peinzen om de slag te zoeken , of te mijden , Te leven in doen vrezen , alles het loten wij eens bedriegen , die ons roemen eensslags mede wij geluk vervliegen , die slechts een enkel stappen , hoe yvrig wie ook wak , wij niet allee verachten , mare zullen ellendig manen , En die , schonen het lossen geluk wij al bestendig vleien , wij lot zullen afgunst zijn , of koelen ondankbaatheid , Ja die ik , inderdaad , wanneer wij een ambt begeven Aan heen die het loten verplichten in ons dienst te leven , ( Hoe doen amptbegevingsmagt wij dwalend harden bevall ' , ) teen hater , en een ' ondankbren manen zullen ; deze zijn al niet genoeg ; deze zijn al niets te noemen bij die geducht plicht om tot doen dood te doemen ...	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.11	Te doemen tot doen dood !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.12	die woerd , die woerd allee , ontroeren ik ingewand !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.13	hebben scheuren ik harden vaneen !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.15	hoe u willen en schikking dienen geprezen , Waarom doen ruiter harden tot zulk een ' plicht verwijzen !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.16	zijn het hij geren smarten genoeg die hij in mensenbloed doen veiligheid zijn land bestendig vasten moeten ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.17	die hij bij het na gekerm verwekken bij bloeden te plengen , Ja in doen elend ' de krygs , zijn ' leeftijd door moeten brengen ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.18	moeten hij nog buit krijgen , te dienst vinden zijn landen , hebben leven vinden de mens stellen zieden in zijn hand ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.19	zijn deze u willen ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.21	u gul verlichten ik doen oog .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.22	bestieren ik zuchten voor het rechte , bestieren ik mededogen ; verlichten de lassen ik ampst , tot mindering ik verdriet ; wan zonder uw helpen zijn zijn mens wijsheid niets .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1935.s.1	doen ruiter , laten bord , een hoofdman , en soldaat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.1	ellendig !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.2	treden toen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.3	gei doen dan op u wees de toestand vinden een harden bevrijden vinden wroeging lezen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.4	horen gei doen stemmen vinden het bloeden die uw vuist vergieten , Niet tevens mede doen smarten de schuldlooste echtgenoot ' ?	None
