hare003agon01_01.TEI.2.text.body.div.div.head.995.s.1	persoon	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3610.s.1	het kunnen zeekerlyk voor ik niet alles zeer smert'lyk zijn die het geren ik , voor u goed , raden ' , uw verwijten schijn ': mare die gei Kooplien noemd , wel ver vinden zich te schamen , dragen zij groot roemen , Mevrouw , op deese nemen ; zijde zijn bij wij doen steunen en kracht vinden het Vaderland , En gei zien Indien hier afhangen vinden zij hand : doen Koning vinden Cochin brengen onder zij ' weten , hebben door een koopman hand zijn Kroon op het hoofd zieden zet , het welriekend Ceylon , doen Slaaf vinden Portugal , hebben koopman Vaandelen zien op Candi's waal ; En welk hebben noodlot zijde vinden die ik hier noemd braaf , kunnen het oogst zieden door het getal de Maccassaarsche slaaf .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3621.s.1	het Verslaven vinden een Volk kunnen door hebben loten geschien : mare ' tgeen voor Hollands komst hebben oogst nooit hebben zien , zijn vrijen lien die zich in Japan slaaf maken En om gewin zij God op Desima verzaken .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3632.s.1	Ik zien hebben zijn vergeefs die ik besteden ik vlijen , het verzachten vinden u harden zullen het werken zijn vinden doen tijd : Batavia , het welk uw hopen in zij waal t ' ontvangen zullen u , beeter , dan ik , toon u zijn ' belang ; En Agon's wijsheid zullen voortkomen al hebben kwaad het geren gei te duchten hebben vinden onbezonnen raden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3666.s.1	EEn zeegepralend Volk hebben welk ' op deze strand zijn hebben zich nederzetten , hebben Noodlot maken de land , hebben mede verwondering horen , die vrede ' en rusten , Door vreemd nieuwigheen , gevaar lopen op deze ' kussen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3666.s.2	zij wijsheid zijn gewoon d ' onlust voor te komen , En onrechtvaardigheen te hinderen , of , te toom : En schonen Batavia zorgen voor gans ' Indiens goed , zijde denken om Java's stranden nog meer alles om doen resten .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3666.s.3	het zijn buit haare zorgen hoe die Agon willen leven , mare zij raken , wieden Agon alhier tot Vorst willen geven ; zijde willen die ieder hier genieten het geren hij behoordt , En die ik hier niet schenden ' het rechte vinden doen eerstgeboort ' .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3670.s.1	zijn die al het geren u mond aan ik hebben voor te dragen ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3686.s.1	Ik zijn alhier niet om t ' andwoorden aan u vragen , mare om aan Bantams Hof t ' aankondigen doen weten , week Batavia voor Indien hebben zetten .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3686.s.2	Abdul zijn d ' oud zoon , Abdul moeten hier regeren ; zode ras Agon deze rijk niet lang willen beheren ; En wanneer gei deze punten zullen aanzien toestaan zullen ik tot doen verdr ' inhoud vinden ik lassen overgaan .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3695.s.1	wij hebben aan Nederland , of rechte of macht , geven , Om Indien naar zij weten , en wil te doel leven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.1	doen Overwinning , die nooit enig rijden geven Aan het overwinnen Volk , die onder zij hand beven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.2	Welk ' zee in Indien hebben niet daag'lyks door wij vloot doen roemen vinden Nederland en zij rijk zieden vergroten ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.3	Welk Vorst , welk Oosters landen hebben haar macht weerstaan , Daar mare bij moog'lykheid wij ' waap'nen kunnen gaan , vinden daar doen Morgenstond vertonen zij eerst straal , Tot daar doen zon in het West voor het ogen schynd neder te dalen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.4	Malacca , Cormandel , Ceylon en Malabaar , Toneel vinden nederland moede in het bloedigste gevaar !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.5	Houtman , Koen , madelief , onstervelyke nemen , Heemskerk , vinden Goens door wieden drie rijk aan wij komen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.6	u glorie hebben in het West u Vaderland vereren , En Indiens vorstin hier gehoorsaamheid leren ; zode deze te weinig zijn om Agon te vernoegen , ik kunnen hier bij nog meer verwinnen land vroeg .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.7	hebben fier Maccassar hebben temmen door ons macht , doen sleutel vinden hebben oogst in nederland schieten brengen , En schonen Natuur in het oogst doen specery laten bloeien , doen Nagel op Ambon , doen node op Banda , groeien , hebben oogst bezitten zijn node , bezitten zijn Nagel niet , mare zijn mede syne vlucht in Nederlands gebied .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.8	En wild doen Vlamings naam doen Boeginees doen beven , En Cerams kust dwingd in ons weten te leven ; Bearbeid vinden de stellen , mede een weldoen hand , hebben koren en doen mos , op het allerwoeste stranden : hebben Caapsche voorgebergte , het geren durend zode velen eeuw , doen woonplaats zijn wezen vinden tijger en vinden leeuw , zijn uiten doen wildernis door syne geest geraken , En door zijn ' nijverheid een weeld'rig landen maken ; En zode zijn vlijt aldaar die vinden ander kunnen wekken , zullen nederland Africa haasten aan doen Keerkring strekken !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.9	zien daar doen weten en het rechte zijn op zich Neerland grond , En het antwoord die gei hebben te wachten uiten ik mond .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3820.s.1	het prijzen vinden groot Lien en zij hoedanigheeden zijn velen gemak'lyker alles t ' antwoord mede rijden ; mare die Batavia en zij bediende kennen , Die zijn rijden sedert langen aan zulk antwoord gewennen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3820.s.2	Ik merken allee die gei voorzigtiglyk gezweegen hebben and're daen , die ook hier naam aanzien verkrijgen : Formosa's schone kussen doen prooi vinden een Chinees , Die tweemaal uw vlieden doen zidderen vinden vrezen ; D ' onschuldig Cojet op Poelo-Ay bannen , Door het goddeloos vonnissen vinden uw groot mennen ; Mozambycq en Maccauw beleegerd tot drie malen , En ieder kaar tot schande ' vinden nederland Generaal ; En schonen ik niet helen klaar vinden Neerlanders kunnen weet Op welk ' voorwaarde zijde in Japan zijn zitten , Ik twijfelen op wat wijze ' ik die zaak ook verbloemen ' Of zij verblijf aldaar , kunnen strekken tot zij roemen : Op Java selv ' daar uw doen glorie schynd t ' omringen , ontbreken iets aan u roemen ....	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3824.s.1	die zijn ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3828.s.1	Agon te dwingen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3838.s.1	Hier toen zijn in ik vlieden al alree bereiden , En ik ontvang door deze woerd ik antwoord , en afscheid .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3838.s.2	Mevrouw , ik hebben lassen uw naar Batavia te brengen Indien Agon alhier die aan uw willen gehengen , Wat zijn u bevel aan ik ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3845.s.1	die eer Natuur verga , alles ik door iemands lassen komen tot Batavia !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3880.s.1	doen vijand alles of hij wij antwoord weten te voorn maken rijden bereidzelen om hier doen vrede te storen , ik zien bij ieder schip doen boten al op zijde , reden tot haar schande ' of ons slaaverny .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3880.s.2	Op het allereerst gerucht bij d ' Inlander vernemen , zijn hij vinden al kanten te spoedigst ' aankomen , doen vlammen kris mede gouden en zilver inleggen , verlangen rijden in zij ' hand naar het tekenen vinden het gevecht .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3880.s.3	wij leger door ik zorgen tot bij doen stad naderen , staan mede de Burger rijden voor Bantams waal vergaderen ; doen hoofd , en het gemeen , een ieder , zijn vol moede , En al aemd op het stranden doen schrik , doen dood , en het bloeden	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.1	Wel aan , hebben zijn dan tij ik aan zij hoofd te zet ; En mede zij , en mede uw , doen landing te beletten : wie aanzien boven zij het getal , misschien doen moede , mare het zijn niet hebben getal die overwinnen doen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.2	Hassan , zoeken in krygstucht Europa t ' eevenaaren bewaren u volk voor drift velen meer alles voor gevaar .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.3	denken die gei vechten gaan , en voor u eigen zaak , En voor hebben gans oogst , en voor Fathema's wraken , En om door dapperheid u vader rijk te erf , Of om , op het stranden mede ik , te minst vrijen , te sterven !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.4	Ik denken die gei nog hier te zeggen hebben een woerd , hebben geren niet nodig zijn die uw Vader hoord .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.1	MEvrouw , hebben loten zijn dan zode gunstig aan ik wensen die Agon selv ' niet meer bevreesd zijn voor die mens , Die in zij trotsheid en ondraagelyke talen gelijk in gierigheid , kennen nog maat nog paal !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.2	Ik denken die deze bij uw ook vreugde zullen wekken , mare ik zien u minnelijk ogen door vochtigheid bedekken , Fathema ! ik zien gei schreyd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.3	spreken , zijn hebben die Barbaar Die uw beledigen hebben ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.4	of zijn het vrezen voor gevaar ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.5	mare neen , Fathema's harden zijn niet gewoon te vrees , wede hij , die vinden u lijden ooyt durven doen oorzaak wees !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3945.s.1	Hassan , ik vrezen voor ik , nog ramp nog ongeluk ; denken niet die ooyt ik harden voor het noodlot schrik of bukken : mare ik ijs voor hebben gevaar zijn in g ' uw gaan begeven , ik ziel zijn al te velen verbond aan u leven Om niet te schrik voor het gevecht , hebben geren u hand gaan zoeken , voor u roemen , en voor u Vaderland !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3945.s.2	denken die ik harden uw hebben , boven het helen oogst , verkiezen , En zode ik uw verliezen , die ik al hebben verliezen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3945.s.3	mare neen , Hassan , ik veel ik hebben alreeds berouw die ik u hebben tonen deze zwakheid vinden een Vrouw : gaan daar doen eer uw roepen , ik harden durven uw vermanen , Om uw plegen te doel , in weerwil vinden ik tranen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.1	Wat ook in deze gevecht ik overkomen mogen Ik denken die ik beleven ik glory-rykste dagge !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.2	wij zij Hassans geluk op heden niet benijden , Die voor zijn Vaderland , voor eer , voor uw , gaan strijd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.3	Die zode hij leefd , alhier aan Fathema behagen , En door Fathema's mond zullen , stervend , zijn beklagen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.4	mare zode ' er zijn een ramp die Hassan kunnen doel beven , Of hij doen minst vrezen inboezemd voor zijn leven , zijn hebben allee hebben loten hebben geren Fathema wachten , zode d ' overwinning hier zich voegen bij nederland macht , En die Batavia mogen zieden , in haar wal hebben edelst bloeden vinden het oogst voor haare hoogmoed val !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.1	doen zee , door een Orcaan verheffen hemel-hoog , zullen gans Borneo eer ontrukken aan hebben ogen , hebben Campher-ryk gebergt ' mede zich in d ' affront woelen , En Sincapoera's Straat Celebes kussen bespoelen , Eer die ik harden zijn haten voor Nederland verliezen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.2	Of die Fathema ooyt een ander manna verkiezen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.3	En zode een teder zorgen voor ik en ik belang , Tot mijden in de strijd , u harden nog kunnen omvangen ; zode gei in het heet gevaar , nog aan Fathema denken , En vrezen die enig ramp ooyt haar glorie krenken , vertrekken rusten , Hassan , u harden kunnen zich vertrouwen Op d ' onverschrokken moede de Maccassaarsche vrouw !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.4	Wat ook zij overkoomd , of hoe hebben Noodlot woeden ' , zij kris dragen altijd zorgen voor d ' eer vinden zij bloeden !	None
hare003agon01_01.TEI.2.text.body.div.head.4003.s.1	vijfde bedrijf	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.1	Neen Hassan , Fathema zullen nimmer ondervinden die ik Batavia in keetenen zullen binden , Of zij Barbaarsche raden ik immermeer zullen zieden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.2	wachten naar zij besluiten , buigen voor zij gebieden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.3	hebben oogst het geren in ik Huis kennen hebben zode velen troon zullen aan Fathema nooit een laagheid zieden betonen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.4	En zode de hemel willen , en het goddelijk besluiten , Op het onherroepelykst tegen ik huis uiten , doen laatst druppel bloeden willen uiten ik boezem halen , Fathema zullen te minst mede eer te graaf dalen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.5	te graaf !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.6	wij beloven aan Fathema die loten !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.7	wij weten , of niet zij romp , tot nederlander spotten , Onwaardiglyk ontbloten , slepen lang deze strand , hebben loten zullen vinden vinden zij moeder ingewand !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.8	En deze zijn het geren alhier , in haar jeugd , verwachten doen laatst , uiten een bloeden in het oogst zode oog achten , En die om haar wieg zien blinken velen meer kronen alles het bloeijend ' Asien op iemands hoofd kunnen toon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.9	zwijgen , mijn traan , zwijgen , het zijn tij die gei verdwynd , die wraken , die bitter haten , allee voor ik verschynd .	Emotion_Hatred_BodyPart_Sadness_Vindictiveness
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.10	Batavia !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.11	die weer , misschien , uw gaan verblijden , doen Hemel geev ' aan uw , het geren gei ik hebben doel leiden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.12	o Moorders vinden ik huis , en rover vinden ik goed , die u kroos voor ik ogen verstikk ' in het ouder bloeden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.13	die d ' ouder mogen zieden , in hun laatst uur doen kop de zuigeling verpletteren aan doen muur !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.14	die hebben oogst te gelijk op u waal mogen zieden staan , D ' Arabier , Cingalees , en trouweloos Ternataan !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.15	Of , op die uw schande ' in eeuwigheid mogen wees , die u verwoesting zijde het werken de laf Chineesen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.16	mare het donderen gedruis die ik gestadig hoord , tonen die hebben stranden nog niet verzadigen zijn vinden moord : Ibrahims ouderdom schynd hij te doel vergeten , Hoe velen belang ik hebben de staan de strijd te weten .	None
hare003agon01_01.TEI.2.text.body.div.div.stage.4077.s.1	fathema .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4083.s.1	imam , gei komen wederom ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4083.s.2	wat brengd gei ik voor troosten Voor Bantam , Fathema , Agon , en het gans oogst ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4085.s.1	ibrahim	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.1	zode ras ik op hebben hoogst vinden doen muur zijn komen , hebben ik aan al kanten beweging vernemen : doen zee , doen vlieden , doen waal , hebben stranden , en al leefd , wild d ' Engel vinden doen Dood boven doen hoofd zweven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.2	ik zien het leger in doen boot langzaam naar d ' oever trek , Daar het schudden vinden doen vlieden doen landing zoeken te dekken , zij Vaandelen om oog , uitwaaijend ' in doen luchten , toon doen tekenen zijn onder Indien zuchten .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.3	ik zien in het middelpunt doen stil Europeanen , En aan weerzy vinden zij doen schreeuwen ' indiaan ; Lafharte slaaf , die , leiden door Nederland , Europa's keetenen sleep op Java's stranden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.4	doen fier bataljon , verdelen in nederland boten , spring vol moede aan landen , en zijn aanstons sluiten , En het rollen vuur , die aan doen rechterhand begindt , Spreyd doen dood voor zich uiten , wild het Battaillon grond winden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.5	hebben gouden , zijn mede wie wij wapen bezet , wijken voor Europa's lood en stalen Bajonnetten !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.6	hebben gouden zijn voor die geren die het ijzer goed regeren , En het ijzer vinden Euroop ' hebben Indien overheerd Wat d ' Inlander zich mogen vinden moede en tal beloven , doen Krygskund ' vinden Euroop ' gaan d ' ons ver te boven ; En ik vrezen , die Agon weer zien in hebben groot gevaar , doen Scepter , die zijn moede , hij geven voor vijftig jaar .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4138.s.1	Wat doen Hassan ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.1	Hassan , aan het hoofd vinden zijn Javaanen , zijn d ' enigst ' die hebben spits bieden aan d ' Europeanen : En het zijde die hij aantasten ' , of wel , doe teegenweer , D ' Aigret vinden zijn Tulband blijven op doen wegge vinden d ' Eer .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.2	zijn arm werpen in hebben stof doen Maccassaarsche bende , Die buit Nederland , geren overwinnaar kennen , D ' Ambonees wensen te zijn op het Nagelryke stranden , doen Timorees ontvluchten , tot in doen zee , zijn hand !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.3	Agon voelen d ' ouderdom , en die wij laatst jaar maken zijn voor doen rusten , en niet voor krygsgevaaren ; ik zien zijn ogen , zijn geest , zijn harden , zijn moede , die leefd , mare ik zien ook doen kris die in zijn hand beefd .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.4	Sinan keren zijn vijand stalen mede zorgen voor Agon's leven , reden all ' ogenblik het syne daar voor te geven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.1	Hassan , ik komen ! het zijn tij die ik ik bij uw voegen , Wat willen ik ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.2	die zich hier Fathema vergenoeg ' Om Bantam's ongeluk , en het haar te beklagen , wild gei zijn blootstellen aan het Noodlots fel slag !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.3	Neen , neen ! ik willen aan u zijde mede doen kris in doen hand , Vechten voor u behouden en voor u Vaderland ; u dapperheid , en die vinden Agon , eevenaaren , doen vrouw vinden ik landen weten vinden geren gevaar !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.4	ik moer hebben wel eer , in diergelyke node , verkrijgen op wij stranden , een glory-ryke dood ; zode ik vinden ik ouder hebben geren rijk mogen erf , Ik hebben vinden zij leren om zonder vrezen te sterven !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.5	ik willen toon die ik zijn vinden het Maccassaarsche bloeden , En die Europa schrikk ' en beeve voor ik moede !	Fear_Emotion_BodilyProcess
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.6	komen imam , het zijn geren tij om lang hier te spreken , Ik willen ik ouder dood , ik willen gans Indien , wreken !	Emotion_Vindictiveness
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.7	Hoe ver hebben leger ook mogen wees vinden doen waal , ik zijn zeker die ik harden Hassan wel vinden zullen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4201.s.1	Camoeni , die naar ik zijn op doen waal blijven , En die ik komen zien , zullen tijding kunne geven , Wat daar naar ik vertrekken meer voorvallen zijn .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4207.s.2	zij wees tonen doen droef ontsteltenis !	Emotion_Sadness_Wonder
hare003agon01_01.TEI.2.text.body.div.div.sp.4218.s.1	ACh , ik kunnen in u ogen en in u tranen lezen , hebben geren Fathema's harden voor Hassan hebben te vrees !	Fear_Emotion_BodyPart
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.1	Hassan leven , Hassan strijd : Agon zijn zwaard wonden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.2	verwachten hebben gruwelykst verhalen uiten mijn mond !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.3	wij leger vinden hebben stranden tot aan doen muur drijven , scheiden op het gezicht de Stad , te krijgen een nieuw leven , zijde zieden zij vrouw en zij kind'ren , op doen waal , Aanroepen mede gehuil de meest vinden het heelal ; doen wanhopen geven zij moede , en dubblende zij kracht doen naar hebben stranden te rug deinzen Europa's macht , alles schielijk bij doen Poort zich hechten een groots gerucht , het Welk duizend stem doel weergalm in doen luchten , ik roepen Abdul zijn daar , Abdul komen zich vertonen , Om in hebben nederland bloeden zijn misdaad te verschonen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.4	Agon , die eest zijn komst , niet zonder rijden , schromen , zijn Vader , en menen ook die Abdul helpen komen : hij tonen hij Hassan aan , hij zeggen , zien uw Broeder , En wezen , gelijk alles hij , u huis en vader hoeder !	Emotion_Shame
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.5	het ontsnappen gedrocht spoeyd aan , en eer hij iets antwoord , zijn door zijn hels hand zijn Vader rijden vermoorden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.6	gaan , zegd hij , daar Hassan ook binden korten zullen wonen , En leren om Hassan ik tot voorbeeld aan te toon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.7	hij beven nochtans op het zieden vinden zijn vader kwetsuur , En God , die hij verlaten , laten hij nog doen Natuur : doen wroeging vinden het Gemoed verslappen alreeds doen hand , En in't vertwijfeld ogen schynd rijden god wraken te brand , Een ieder zijn verstomd , daar rijzen een stilte ' rondom , En nederland grenadier wonen zij oog om ; Die mennen , die doen zee , het vuur , doen dood , daag'lyks tergen , bij beiren opvoeden in het Noordens woest berg , Die mennen ijzen zelf vinden zulk een gruweldaad !	Fear_Emotion_BodyPart_BodilyProcess_Vindictiveness_Remorse
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.8	En het zijn of haare woeden ' een ogenblik stillen staan .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.9	Sinan , wie eerst zorgen zijn Agon t ' onderschragen , nemen die tij om Agon in doen stad te doel dragen : En doen Javaan verwoed , tot dekking vinden zijn Heer , werpen zich doen barsten voor uiten , in nederland moord-geweer : doen wanorde en schrik spreid zich in wij lijden , En Hassan zien zich ras mede zijn volk afsnijden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.10	hij wijken , mare stappen voor stappen , schonen stadiglyk storen , En moeten nu rijden al zijn tot dicht bij doen Landpoort .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.1	o God , zijn ' er bij uw dan zeker geslacht , Tegen welk ' uw toren zich nimmer kunnen verzachten !	Emotion_Anger
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.2	Of hebben gei het aardrijk , mede zij ' schepsel zonder tal , overgeven aan een blind en woest geval !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.3	zijn zijn u wijsheid , zode doen allersnoodste mens altijd in zeegepraal , genieten haar wensen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.4	Wat toevlucht zijn op aarde ' voor het onderdrukken harden , zode doen rechtvaardig beproeven doen groot smarten !	Emotion_Sadness
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.5	zijn toen dienen Agon nu die wolke vinden getuige , die zijn Hand nimmermeer hebben rechte alhier doen buigen ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.6	die hij het gouden vinden zijn schatten , doen luister vinden zijn troon , doen dienst tot doen deugd , en tot doen Godvruchts , lot !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4343.s.1	Mevrouw , het zijn niet aan wij god wijsheid te bepalen , Nog uiten hebben geren wie zieden , zij ' reden te halen : zo gei dikwyls op aarde ' vertrappen zien doen deugd , En d ' Onrechtvaardige verzadigen in doen vreugde ; vertrouwen uw op doen zorgen vinden het eeuwig opperwezen , zijn al nu niet wel , al zullen een wel wees .	Joy_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.1	doen misdaad onderwijl gaan op doen aard voor , verdrukken d ' onnozel , begunstigen Vadermoord !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.2	doen deugdzaam ' Agons bloeden bevogtigd Java's strand , wild het wellen zijn paleis en Bantam gaan verbranden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.3	mare neen , het zijn nog geren tij die ik voor Bantam beven , wild Hassans hand nog strijd , wild Hassans harden nog leven het Maleysche bloeden zijn niet gewoon liggen te bezwijken , Nog hebben gevaar , allee om het leven , te ontwyken ; doen vijand kennen Hassan nog niet , en syne moede nemen weer maatregulen te kosten vinden zij bloeden !	Fear_BodilyProcess
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.4	Agon selv ' , schonen kwetsen , Agon zijn nog te vrees , En kunnen nog door zijn raden aan Bantam nuttigen wees .	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.1	Ik hebben Agon zien , Agon zijn buit staan Om hier te kunne zijn vinden nut mede daad of raden : zijn ziel all ' ogenblik schynd het lichaam te begeven , Agon verwachten doen dood , mare wachten die zonder beven ; schonen ik doen bleekste kleur op het aangezicht zien staan , doen stil rusten vinden het harden , en d ' oog , toon aan die godsvrucht en doen Deugd bij het einde vinden hebben leven Meer troosten , alles al hebben gouden vinden Indien , kunne geven !	Fear_Aquiescence_Emotion_BodyPart
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.2	mare wat zoeken Sadi hier ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.3	wat maken hij zode verbaasd ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.4	Of brengd hij herwaarts aan mede zulk snel haasten ?	None
hare003agon01_01.TEI.2.text.body.div.div.stage.4394.s.4	Sadi .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4396.s.1	sadi	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4404.s.1	HAssan door doen vijand naar doen Landpoort drijven , hebben in doen groot spoed deze ' letter schrijven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4404.s.2	Mevrouw , zode gei d ' inhoud vinden deese brief verkiezen , zijn het nodig die gei hier geren ogenblik verliezen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4408.s.1	fathema , lezen	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4418.s.1	Fathema , volgen Sadi , door ik daar toen verkiezen , al zijn hier voor wij , behalve d ' Eer , verliezen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4418.s.2	komen aan , wijze ik doen wegge : in deze bitter node hebben geren ik het minst vrezen , Hassan , zijn mijn dood !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.1	zode schielijk val dan , o Hemel , uw slag !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.2	wij denken alles het morgenlicht heden beginnen te dag , alles d ' eerst Sonne-straal op ons kim scheiden , die Agon en zijn macht nog voor doen nacht verdwijnen !	None
