hare003agon01_01.TEI.2.text.body.div.div.head.995.s.1	Persoonen	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3621.s.1	't Verslaven van een Volk kan door het Lot geschiên : Maar ' tgeen voor Hollands komst het Oost nooit had gezien , Zyn vrye liên die zig in Japan slaaven maaken En om gewin haar God op Desima verzaaken .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3632.s.1	Ik zie het is vergeefs dat ik besteed myn vlydt , 't Verzagten van uw hart zal 't werk zyn van de tydt : Batavia , 't welk u hoopt in haar wal t ' ontvangen Zal uw , beeter , dan ik , toonen uw waar ' belangen ; En Agon's wysheid zal voorkomen al het kwaad 't Geen gy te dugten hebt van onbezonnen raad .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3666.s.1	EEn zeegepralend Volk het welk ' op deeze stranden Waar het zig nederzet , het Noodlot maakt der Landen , Heeft met verwondering gehoord , dat Vreed ' en rust , Door vreemde nieuwigheên , gevaar loopt op dees ' kust .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3666.s.2	Haar wysheid is gewoon d ' onlusten voor te komen , En onrechtvaardigheên te hind'ren , of , te tomen : En schoon Batavia zorgt voor gansch ' Indiens best , Sy denkt om Java's strand nog meer als om de rest .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3666.s.3	't Is buiten haare zorg hoe dat Agon wil leeven , Maar haar raakt , wien Agon alhier tot Vorst wil geeven ; Sy wil dat ieder hier geniet 't geen hem behoordt , En dat men hier niet schend ' 't recht van de eerstgeboort ' .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3670.s.1	Is dat al 't geen uw mond aan my heeft voor te dragen ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3686.s.1	Ik ben alhier niet om t ' andwoorden aan uw vraagen , Maar om aan Bantams Hof t ' aankondigen de wet , Welke Batavia voor Indiën heeft gezet .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3686.s.2	Abdul is d ' oudste Soon , Abdul moet hier regeeren ; Zo ras Agon dit Ryk niet langer wil beheeren ; En wanneer gy dit punt zult hebben toegestaan Zal 'k tot de verdr ' inhoud van myn last overgaan .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3695.s.1	Wie heeft aan Nederland , of recht of macht , gegeeven , Om Indiën na haar wet , en wille te doen leeven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.1	De Overwinning , die nooyt eenig reeden geeft Aan 't overwonnen Volk , dat onder haar hand beeft .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.2	Welk ' zee in Indien heeft niet daag'lyks door ons Vlooten De roem van Nederland en haar Ryk zien vergrooten ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.3	Welk Vorst , welk Oosters Land heeft hare macht wêerstaan , Daar maar by moog'lykheid ons ' waap'nen konden gaan , Van daar de Morgenstond vertoond haar eerste straalen , Tot daar de Son in 't West voor 't oog schynd neêr te daalen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.4	Malacca , Cormandel , Ceylon en Malabaar , Toneel van Neêrlands moed in 't bloedigste gevaar !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.5	Houtman , Koen , Matelief , onstervelyke naamen , Heemskerk , van Goens door wien drie Ryken aan ons kwamen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.6	Uw glory heeft in 't West uw Vaderland vereerd , En Indiens Vorsten hier gehoorsaamheid geleerd ; Zo dit te weinig is om Agon te vernoegen , Men kan hier by nog meer verwonnen Landen voegen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.7	Het fier Maccassar heeft getemd door onse magt , De sleutels van het Oost in Neêrlands schoot gebragt , En schoon Natuur in 't Oost de specery laat bloeijen , De Nagel op Ambon , de Noot op Banda , groeijen , Het Oost bezit syn Noot , bezit syn Nagel niet , Maar is met syne vrucht in Nederlands Gebiedt .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.8	En wyl De Vlamings naam de Boeginees doed beeven , En Cerams Kusten dwingd in onse wet te leeven ; Bearbeid van der Stel , met een weldoende hand , Het koren en de most , op 't allerwoeste strand : Het Caapsche Voorgebergt , 't geen durend zo veel eeuwen , De woonplaats is geweest van tygers en van leeuwen , Is uit de wildernis door syne geest geraakt , En door syn ' nyverheid een weeld'rig land gemaakt ; En zo syn vlyt aldaar die van and'ren kan wekken , Zal Neêrlands Africa haast aan de Keerkring strekken !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3788.s.9	Zie daar de wet en 't recht waar op zig Neêrland grond , En 't antwoord dat gy hebt te wagten uit myn mond .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3820.s.1	't Prysen van groote Liên en hun hoedanigheeden Is veel gemak'lyker als t ' antwoorden met reeden ; Maar die Batavia en haar Bedienden kend , Die is reeds zedert lang aan zulk antwoord gewend .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3820.s.2	Ik merk alleen dat gy voorzigtiglyk gezweegen Hebt and're daên , die ook hier naam hebben verkreegen : Formosa's schone Kust de prooy van een Chinees , Die tweemaal uwe Vloot deed zidderen van vrees ; D ' onschuldige Cojet op Poelo-Ay gebannen , Door 't goddeloos vonnis van uwe groote mannen ; Mozambycq en Maccauw beleegerd tot drie maal , En ieder keer tot schand ' van Neêrlands Generaal ; En schoon men niet heel klaar van Neêrlanders kan weten Op welk ' voorwaarden sy in Japan zyn gezeeten , Ik twijffel op wat wys ' men die zaak ook verbloem ' Of haar verblyf aldaar , kan strekken tot haar roem : Op Java selv ' daar u de glory schynd t ' omringen , Ontbreekt iets aan uw roem ....	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3824.s.1	Dat is ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3828.s.1	Agon te dwingen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3838.s.1	Hier toe is in myn Vloot alles alreë bereid , En 'k ontvang door dit woord myn antwoord , en afscheid .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3838.s.2	Mevrouw , 'k heb last u na Batavia te brengen Indien Agon alhier dat aan u wil gehengen , Wat 's uw bevel aan my ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3845.s.1	Dat eêr Natuur vergâ , Als ik door iemands last koom tot Batavia !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3880.s.1	DE Vyand als of hy ons antwoord wist te vooren Maakt reeds bereidzelen om hier de Vreê te stooren , Men ziet by ieder schip de booten al op zy , Gereed tot hare schand ' of onse slaaverny .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3880.s.2	Op 't allereerst gerugt by d ' Inlander vernomen , Is hy van alle kant ten spoedigst ' aangekomen , De vlammend Cris met goud en silver ingelegd , Verlangd reeds in hun ' hand na 't teken van 't gevecht .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3880.s.3	Ons leger door myn zorg tot by de stad genaderd , Staat met den Burger reeds voor Bantams wal vergaderd ; De Hoofden , en 't gemeen , een ieder , is vol moed , En alles aêmd op 't strand de schrik , de dood , en 't bloed	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.1	Wel aan , het is dan tyd my aan haar hoofd te zetten ; En met haar , en met u , de landing te beletten : Wy hebben boven haar 't getal , misschien de moed , Maar 't is niet het getal dat overwinnen doed .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.2	Hassan , zoek in krygstucht Europa t ' eevenaaren Bewaar uw volk voor drift veel meer als voor gevaaren .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.3	Denk dat gy vechten gaat , en voor uw eigen zaak , En voor het gansche Oost , en voor Fathema's wraak , En om door dapperheid uw Vaders Ryk te erven , Of om , op 't strand met my , ten minsten vry , te sterven !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3902.s.4	Ik denk dat gy nog hier te zeggen hebt een woord , Het geen niet nodig is dat uwe Vader hoord .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.1	MEvrouw , het lot is dan zo gunstig aan myn wenschen Dat Agon selv ' niet meer bevreest is voor die menschen , Die in haar trotsheid en ondraagelyke taal Gelyk in gierigheid , kennen nog maat nog paal !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.2	Ik dagt dat dit by u ook vreugde zoude wekken , Maar 'k zie uw minlyk oog door vogtigheid bedekken , Fathema ! 'k zie gy schreyd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.3	spreek , is het die Barbaar Die u beleedigd heeft ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.4	of is 't vrees voor gevaar ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3928.s.5	Maar neen , Fathema's hart is niet gewoon te vreesen , Wee hem , die van uw leed ooyt durft de oorzaak weesen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3945.s.1	Hassan , ik vrees voor my , nog ramp nog ongeluk ; Denk niet dat ooyt myn hart voor 't noodlot schrik of buk : Maar 'k ys voor het gevaar waar in g ' u gaat begeeven , Myn ziel is al te veel verbonden aan uw leeven Om niet te schrikken voor 't gevegt , het geen uw hand Gaat zoeken , voor uw roem , en voor uw Vaderland !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3945.s.2	Denk dat myn hart u heeft , boven 't heel Oost , verkoren , En zo ik u verlies , dat 'k alles heb verloren !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3945.s.3	Maar neen , Hassan , ik voel ik heb alreeds berouw Dat ik uw heb getoond dees zwakheid van een Vrouw : Gaat daar de eer u roept , myn hart durft u vermaanen , Om uwe plicht te doen , in weerwil van myn traanen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.1	Wat ook in dit gevecht my overkomen mag Ik denk dat ik beleef myn glory-rykste dag !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.2	Wie zou Hassans geluk op heden niet benyden , Die voor syn Vaderland , voor eer , voor u , gaat stryden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.3	Die zo hy leefd , alhier aan Fathema behaagd , En door Fathema's mond zal , stervend , zyn beklaagd !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3968.s.4	Maar zo ' er is een ramp die Hassan kan doen beeven , Of hem de minste vrees inboezemd voor syn leeven , Is het alleen het Lot het geen Fathema wagt , Zo d ' overwinning hier zig voegd by Neêrlands magt , En dat Batavia mogt zien , in hare wallen Het edelst bloed van 't Oost voor haare hoogmoed vallen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.1	De zee , door een Orcaan verheven hemel-hoog , Zal gansch Borneo eer ontrukken aan het oog , Het Campher-ryk gebergt ' met zig in d ' afgrond woelen , En Sincapoera's Straat Celebes kust bespoelen , Eer dat myn hart syn haat voor Nederland verliest !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.2	Of dat Fathema ooyt een and'ren man verkiest !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.3	En zo een teed're zorg voor my en myn belangen , Tot midden in den Stryd , uw hart nog kan omvangen ; Zo gy in 't heetst gevaar , nog aan Fathema denkt , En vreest dat eenig ramp ooyt hare glory krenkt , Vertrek gerust , Hassan , uw hart kan zig vertrouwen Op d ' onverschrokken moed der Maccassaarsche Vrouwen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.3997.s.4	Wat ook haar overkoomd , of hoe het Noodlot woed ' , Haar Cris draagd altyd zorg voor d ' eere van haar bloed !	None
hare003agon01_01.TEI.2.text.body.div.head.4003.s.1	Vyfde bedryf	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.1	Neen Hassan , Fathema zal nimmer ondervinden Dat my Batavia in keetenen zal binden , Of haar Barbaarsche Raad my immermeer zal zien .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.2	Wagten na haar besluit , buygen voor haar gebiên .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.3	Het Oost 't geen in myn Huis gekend heeft zo veel Thronen Zal aan Fathema nooit een laagheid zien betonen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.4	En zo des Hemels wil , en 't Goddelyk Besluit , Op 't onherroepelykst tegen myn Huys geuit , De laatste druppel bloed wil uit myn boesem haalen , Fathema zal ten minst met eer ten grave daalen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.5	Ten grave !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.6	wie belooft aan Fathema dat lot !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.7	Wie weet , of niet haar romp , tot Nederlanders spot , Onwaardiglyk ontbloot , gesleept langs deeze stranden , Het lot zal vinden van haar Moeders ingewanden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.8	En dit is 't geen alhier , in hare jeugd , verwacht De laatste , uit een Bloed in 't Oost zo hoog geacht , En die om hare wieg zag blinken veel meer Kroonen Als 't bloeijend ' Asien op iemands hoofd kan toonen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.9	Zwyg , myne tranen , zwyg , 't is tyd dat gy verdwynd , Dat wraak , dat bitt're haat , alleen voor my verschynd .	Emotion_Hatred_BodyPart_Sadness_Vindictiveness
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.10	Batavia !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.11	die weêr , misschien , u gaat verblyden , De Hemel geev ' aan u , 't geen gy my hebt doen lyden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.12	ô Moorders van myn Huys , en Rovers van myn goed , Dat uw kroost voor myn oog verstikk ' in 't Ouders bloed !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.13	Dat d ' Ouders mogen zien , in hunne laatste uuren De kop der zuigeling verpletterd aan de muuren !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.14	Dat het Oost te gelyk op uw wal mag zien staan , D ' Arabiêr , Cingalees , en trouwloos Ternataan !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.15	Of , op dat uwe schand ' in eeuwigheid mag weesen , Dat uw verwoesting zy 't werk der laffe Chineesen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4072.s.16	Maar 't donderend gedruis dat men gestadig hoord , Toond dat het strand nog niet verzadigd is van moord : Ibrahims ouderdom schynd hem te doen vergeeten , Hoe veel belang ik heb den staat der stryd te weeten .	None
hare003agon01_01.TEI.2.text.body.div.div.stage.4077.s.1	fathema .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4083.s.1	IMan , gy koomt weêrom ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4083.s.2	wat brengd gy my voor troost Voor Bantam , Fathema , Agon , en 't gansche Oost ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4085.s.1	ibrahim	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.1	Zo ras ik op het hoogst van de muur ben gekomen , Heb ik aan alle kant beweegingen vernomen : De zee , de vloot , de wal , het strand , en alles leefd , Wyl d ' Engel van de Dood boven de hoofden zweefd .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.2	'k Zie 't leger in de boots langzaam na d ' oever trekken , Daar 't geschut van de Vloot de landing zoekt te dekken , Haar Vaandelen om hoog , uitwaaijend ' in de lucht , Tonen de teekenen waar onder Indien zucht .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.3	Men ziet in 't middelpunt de stille Europeanen , En aan weêrzy van haar de schreeuwend ' Indianen ; Lafharte slaven , die , geleid door Nederland , Europa's keetenen sleepen op Java's strand !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.4	De fiere Battaillons , verdeeld in Neêrlands booten , Springen vol moed aan Land , en zyn aanstons geslooten , En 't rollend vuur , dat aan de rechterhand begindt , Spreyd de dood voor zig uit , wyl 't Battaillon grond wint .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.5	Het goud , waar meede wy ons waapenen bezetten , Wykt voor Europa's lood en staale Bajonnetten !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4134.s.6	Het goud is voor die geen die 't yzer best regeerd , En 't yzer van Euroop ' heeft Indien overheerd Wat d ' Inlander zig mag van moed en tal beloven , De Krygskund ' van Euroop ' gaat d ' onze ver te boven ; En 'k vrees , dat Agon weêr ziet in het grootst gevaar , De Scepter , die syn moed , hem gaf voor vyftig jaar .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4138.s.1	Wat doed Hassan ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.1	Hassan , aan 't hoofd van syn Javaanen , Is d ' enigst ' die het spits bied aan d ' Europeanen : En 't zy dat hy aantast ' , of wel , doê teegenweer , D ' Aigret van syn Tulband blyft op de weg van d ' Eer .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.2	Syn arm werpt in het stof de Maccassaarsche benden , Die buiten Nederland , geen overwinnaar kenden , D ' Ambonees wenscht te zyn op 't Nagelryke strand , De Timorees ontvlucht , tot in de zee , syn hand !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.3	Agon voeld d ' ouderdom , en dat ons laatste jaaren Gemaakt zyn voor de rust , en niet voor krygsgevaaren ; Men ziet syn oog , syn geest , syn hart , syn moed , die leefd , Maar men ziet ook de Cris die in syn handen beefd .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4169.s.4	Sinan keerd 's Vyands staal met zorg voor Agon's leven , Gereed all ' ogenblik 't syne daar voor te geven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.1	Hassan , ik koom ! 't is tyd dat ik my by u voeg , Wat wil men ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.2	dat zig hier Fathema vergenoeg ' Om Bantam's ongeluk , en 't hare te beklaagen , Wyl gy zyt blootgesteld aan 't Noodlots felste slaagen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.3	Neen , neen ! 'k wil aan uw zy met de Cris in de hand , Vechten voor uw behoud en voor uw Vaderland ; Uw dapperheid , en die van Agon , eevenaaren , De vrouwen van myn Land weeten van geen gevaaren !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.4	Myn Moeder heeft wel eêr , in diergelyke nood , Verkreegen op ons strand , een glory-ryke dood ; Zo 'k van myn Ouders heb geen Ryken mogen erven , Ik heb van haar geleerd om zonder vrees te sterven !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.5	'k Wil tonen dat ik ben van 't Maccassaarsche bloed , En dat Europa schrikk ' en beeve voor myn moed !	Fear_Emotion_BodilyProcess
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.6	Kom Iman , 't is geen tyd om langer hier te spreeken , Ik wil myn Ouders dood , ik wil gansch Indien , wreeken !	Emotion_Vindictiveness
hare003agon01_01.TEI.2.text.body.div.div.sp.4195.s.7	Hoe ver het leger ook mag weesen van de wal , 'k Ben zeeker dat myn hart Hassan wel vinden zal !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4201.s.1	Camoeni , die na my is op de wal gebleeven , En die ik komen zie , zal tyding kunnen geeven , Wat daar na myn vertrek meer voorgevallen is .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4207.s.2	haar weesen toond de droefste ontsteltenis !	Emotion_Sadness_Wonder
hare003agon01_01.TEI.2.text.body.div.div.sp.4218.s.1	ACh , ik kan in uw oog en in uw traanen leesen , Het geen Fathema's hart voor Hassan heeft te vreesen !	Fear_Emotion_BodyPart
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.1	Hassan leeft , Hassan stryd : Agon is zwaar gewond .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.2	Verwagt het gruwelykst verhaal uit myne mond !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.3	Ons leger van het strand tot aan de muur gedreeven , Scheen op 't gezicht der Stad , te krygen een nieuw leeven , Sy zien haar Vrouwen en haar kind'ren , op de wal , Aanroepen met gehuil den Meester van 't Heel-al ; De wanhoop geeft haar moed , en dubblende haar krachten Deed na het Strand te rug deinzen Europa's machten , Als schielyk by de Poort zig heft een groot gerucht , 't Welk duizend Stemmen doen weergalmen in de lucht , Men roept Abdul is daar , Abdul koomt zig vertonen , Om in het Neêrlands bloed syn misdaad te verschonen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.4	Agon , die eerst syn komst , niet zonder reden , schroomt , Is Vader , en meend ook dat Abdul helpen koomt : Hy toond hem Hassan aan , hy zegt , ziet uwen Broeder , En weest , gelyk als hy , uw Huys en Vaders hoeder !	Emotion_Shame
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.5	't Ontsnapt gedrocht spoeyd aan , en eer hy iets antwoord , Is door syn Helsche hand syn Vader reeds vermoord !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.6	Gaat , zegd hy , daar Hassan ook binnen kort zal woonen , En leer om Hassan my tot voorbeeld aan te toonen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.7	Hy beeft nogtans op 't zien van syn Vaders kwetzuur , En God , die hem verlaat , laat hem nog de Natuur : De wroeging van 't Gemoed verslapt alreeds de handen , En in't vertwyffeld oog schynd reeds Gods wraak te branden , Een ieder is verstomd , daar ryst een stilt ' rondsom , En Neêrlands Grenadiers wenden haar oogen om ; Die mannen , die de zee , 't vuur , de dood , daag'lyks tergen , By beiren opgevoed in 't Noordens woeste bergen , Die mannen yzen zelfs van zulk een gruweldaad !	Fear_Emotion_BodyPart_BodilyProcess_Vindictiveness_Remorse
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.8	En 't is of haare woed ' een ogenblik stil staat .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.9	Sinan , wiens eerste zorg is Agon t ' onderschragen , Neemd die tyd om Agon in de stad te doen dragen : En de Javaan verwoed , tot dekking van syn Heer , Werpt zig de borst voor uit , in Neêrlands moord-geweer : De wanorder en schrik spreid zig in ons geleeden , En Hassan ziet zig ras met syn volk afgesneeden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4300.s.10	Hy wykt , maar stap voor stap , schoon stadiglyk gestoord , En moet nu reeds al zyn tot digt by de Landpoort .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.1	ô God , zyn ' er by u dan zekere geslachten , Tegen welk ' uwe toorn zig nimmer kan verzachten !	Emotion_Anger
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.2	Of hebt gy 't Aardryk , met haar ' Schepzels zonder tal , Overgegeeven aan een blind en woest geval !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.3	Waar is uw wysheid , zo de allersnoodste menschen Altyd in zeegepraal , genieten hare wenschen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.4	Wat toevlugt is op Aard ' voor 't onderdrukte hart , Zo de Rechtvaardige beproeft de grootste smart !	Emotion_Sadness
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.5	Waar toe diend Agon nu die wolke van getuigen , Dat syn Hand nimmermeer het Recht alhier deed buigen ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4324.s.6	Dat hy 't goud van syn schat , de luyster van syn Throon , Deed dienen tot de Deugds , en tot de Godvruchts , loon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4343.s.1	Mevrouw , 't is niet aan ons Gods wysheid te bepalen , Nog uit het geen wy zien , haar ' reedenen te haalen : Zoo gy dikwyls op Aard ' vertrappen ziet de deugd , En d ' Onrechtvaardige verzadigd in de vreugd ; Vertrouw u op de zorg van 't eeuwig Opperweesen , Is alles nu niet wel , alles zal eens wel weesen .	Joy_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.1	De misdaad onderwyl gaat op de Aarde voort , Verdrukt d ' onnozele , begunstigd Vadermoord !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.2	De deugdzaam ' Agons bloed bevogtigd Java's Stranden , Wyl 't geweld syn Paleys en Bantam gaat verbranden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.3	Maar neen , 't is nog geen tyd dat men voor Bantam beeft , Wyl Hassans hand nog stryd , wyl Hassans hart nog leeft 't Maleysche bloed is niet gewoon ligt te bezwyken , Nog het gevaar , alleen om 't leven , te ontwyken ; De Vyand kent Hassan nog niet , en syne moed Neemd weêr maatregulen ten koste van haar bloed !	Fear_BodilyProcess
hare003agon01_01.TEI.2.text.body.div.div.sp.4372.s.4	Agon selv ' , schoon gekwetst , Agon is nog te vreesen , En kan nog door syn raad aan Bantam nuttig weesen .	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.1	Ik heb Agon gezien , Agon is buiten staat Om hier te kunnen zyn van nut met daad of raad : Syn ziel all ' ogenblik schynd 't lighaam te begeeven , Agon verwagt de dood , maar wagt die zonder beeven ; Schoon men de bleekste kleur op 't aangezicht ziet staan , De stille rust van 't hart , en d ' oogen , toonen aan Dat Godvrucht en de Deugd by 't einde van het leeven Meer troost , als al het goud van Indien , kunnen geeven !	Fear_Aquiescence_Emotion_BodyPart
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.2	Maar wat zoekt Sadi hier ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.3	wat maakt hem zo verbaast ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4389.s.4	Of brengd hem herwaarts aan met zulken snelle haast ?	None
hare003agon01_01.TEI.2.text.body.div.div.stage.4394.s.4	Sadi .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4396.s.1	sadi	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4404.s.1	HAssan door de Vyand na de Landpoort gedreeven , Heeft in de grootste spoed dees ' letteren geschreeven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4404.s.2	Mevrouw , zo gy d ' inhoud van deese brief verkiest , Is 't nodig dat gy hier geen ogenblik verliest .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4408.s.1	fathema , leest	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4418.s.1	Fathema , volg Sadi , door my daar toe verkoren , Alles is hier voor ons , behalven d ' Eer , verloren !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4418.s.2	Kom aan , wys my de weg : in dese bitt're nood Het geen ik 't minste vrees , Hassan , is myne dood !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.1	ZO schielyk vallen dan , ô Hemel , uwe slagen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.2	Wie dacht als 't morgenlicht heeden begon te dagen , Als d ' eerste Sonne-straal op onse kimmen scheen , Dat Agon en syn macht nog voor de nagt verdween !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.3	Goede Voorzienigheid !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.4	ô Wysheid hoog verheeven !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.5	Welk ons die blindheid van 't toekomend ' hebt gegeeven , Op dat een ieder hier , vervull ' , terwyl hy leeft , De Kring , die uwe hand voor hem getrokken heeft , Hier door is aan de mensch , in alle noodlots Staaten Tot midden in de vrees , ten minsten hoop gelaaten ; Hoop , die als alle troost voor 't Sterv'lings oog verdwynd , Altyd van verr ' aan 't hart nog flikkerend ' verschynd !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.6	En wie zou zonder dat verdragen d ' ongelukken Waar onder uwe hand den mensch doed nederbukken !	None
