vond001pala01_01.TEI.2.text.body.div.head.375.s.1	J.V. Vondelens Palamedes Oft Vermoorde Onnooselheyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.9	Het onverbreeckelijck recht van 't oude Grieckenland , d'Handvesten oyt geschat een dier en hayligh pand , De gulde vryheyd , die vast treurt , en slaet aen 't quynen , Ick reys aen reys dus lang , heb tegens 't ondermynen Der boosen voorgestreên : ick blijf haer schutsheer noch , En voorspraeck tegens list , en uytgemaeckt bedrogh , So lang een ' druppel bloeds sal uyt mijn ' aders leecken : Soo lang mijn ' suyvre tong kan suyvere waerheyd spreecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.10	De maght ontbreecktme niet om dit gevaer t'ontgaen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.11	Jupijns manhafte soon , sijn neef de Peleaen Erbieden sigh om strijd , met hooge en haylige eeden , Te keeren 's veldheers grim en ongerechtigheden .	Emotion_Anger_Spitefulness
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.12	En mijn ' onnoselheyd , in spijt van logentael .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.13	En siedendheete wraeck , door waepenen en stael Te vrijen wettelijck : maer als ick 't overwege , 't Is beter dat ick lij , dan dat ick mijne sege Met burgermoord bevleck , en om hun onverstand Grieck tegens Grieck , en standaers tegen standaers kant : 't Is beter datme ' een ' siel verdelge van der Aerde , Als 't euvel uytwasch met den schitterenden swaerde .	Emotion_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.14	Van datmen my verkoor tot aller vorsten mond , En als verdediger , aen ons gebied verbond , Met diergesworen eên , verstond ick , so ick 't huyden Hoognoodigh voor den staet [ hoe schendigh sy 't misduyden ] En tot versekering der vorsten in 't gemeen , Noch oordeel : dat 't gesag op 't hayligdom alleen Den scepter toebehoort , en vorstelijcke banden : En dat geen tempelier sijn ' vingers en sijne handen Sal schenden aen dien toom , en teugel : als een recht En hoogheyd aen 's lands staet onscheydbaer vast gehecht .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.15	Het is van aenvang oock by alle bontgenooten Eenpaerigh soo verstaen , verdedight , en beslooten : Soo drijf ick dan niet nieus , of seldsaems , soomen 't noemt : Maer 't priesterdom , dat slincx het weereldlijck verdoemt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.16	Genomen ick waer stom , en liet dien teugel slippen : Tot wroeging myner siele , en schennis myner lippen : Sou niet te duchten staen gewetens scharpe dwang , Waer aen gekoppelt is der steden ondergang ?	Emotion_BodyPart_Remorse
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.17	Na ' et bannen van de deughd , na ' et grouwelijck bestormen Van raedhuys , en van kerck : na ' et endeloos hervormen Van tempel , tempeldienst , en wat aen 't outer kleeft .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.18	Wat raedsheer is so jong die 't niet en heeft beleeft ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.19	De kercke galmen noch .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.20	de kussens , en de saelen Ontbloot van grysen raed : het roocken van de palen , Beschreyen hun geweld , en 't swaert van bloed bespat .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.21	Hunn dolligheyd die spoockt en roockt van Stad op stad .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.22	Het hayligh parckement , met heerlijck was besegelt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.23	Betuyght hunn ' rasery , te woest , en ongeregelt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.24	Vergevet my , indien mijn ' vroomigheyd gezart , Na soo getrou een ' dienst , uw ' seeren raeckt te hard .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.25	De Goden sullen tot gerechtigheyd bewogen De klaere waerheyd eens doen blincken , als de logen Van d'Ithakois gesmeed , van Calches tong gevijlt , Gelijck een damp verstuyft , en als een roock verijlt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.26	Men maeckt den veldheer diets , om ons als kaf te wannen , Als waermen tegens hem met yver ingespannen : Daer niemand het als ick sijne eere gevordert heeft : Hoewel getrouwe dienst my quae ' belooning geeft .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.27	't Is waer ick dulde 't noyt , noch ' sal het niet gehengen Met mijn ' bestemming , datm ' onordentlijck ga mengen 't Bysonder en 't gemeen , 't welck groot geschil verweckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.28	Het opperste gesagh , als hy te velde treckt , Is met gemeenen raed sijn ' scepter opgedragen : Niet om 't besonder recht der vorsten te belaegen , En dese maght soo wijd te strecken , datter een 't Bysonder eygendom sou smelten in 't gemeen , En als een dwingeland sich inden setel setten , En schenden de van ouds besworen Griecxsche wetten .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.29	Hoe kan ick schaemteloos dat onrecht met hem staen , En tegens eer en eed mijn vaderland verraen ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.30	't Besetten myner tent , met meerder tal van wachten , Geen wettigh voedsel geeft tot allerley ' gedachten : Vermits het is geschied door Ajax wijsen raed .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.31	Ick was alree gebrogt in veeler hoplien haet : Men sagh nocht hoorde niet als blixemen , en dondren : Men mompelde van moord , bloedstortingen , en plondren .	Emotion_Hatred
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.32	Wat vorst vermagh dit niet ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.33	wat raeckt het yemands kroon , Dat ick voorsichtighlijck verseker mijn persoon ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.34	Dit maeckt geen ' staet in staet , gelijck sy lastren darren , Noch ' streckt niet om het heyr door tweedragt te verwarren : Maer wel tot eenigheyd , dewyl mijn lyfwachts eed Noch ' tegens 't algemeen , noch ' ' skonings hoogheyd streed .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.35	Dat wy de schatkist van 's lands middelen uytputten , Waer door sich 't weerloos heyr niet langer kan beschutten , Ia loopt geen kleyn gevaer van droeve nederlaegh , Ten sy men met Priaem sich schandelijck verdraegh : Is logen en versiert . 't sou waerheyd het gelijcken , Waer dit gestroyt om hen die eerloos sich verrijcken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.36	Maer daer en deert het niet . 't is niet soo seer om my .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.37	Men tracht den vryen staet te quetsen door mijn ' sy .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.38	Men roept tot slaefschen dienst het vrygevochten Griecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.39	En treckt bedecktelijck slaghveeren uyt sijn ' wiecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.40	Men gaet de vroomste na , op datmen 't recht verstom .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.41	De Godsdienst streckt een grijns , en 't schelmstuck gaet voor mom .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.42	Wat kael is een beroyt tot Agamemnons voordeel De saecken handhaeft , niet uyt wetenschap en oordeel : Maer puur uyt eygebaet . 't geraes , 't gedrang , 't gewoel Is om den Hayligh niet , maer om den hayligen stoel .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.43	Ick sal gedaghvaert dan voor Agamemnon treden , En tegenwoordigh self den loosen raed bekleeden , En uytstaen met geduld , het sy oock wat het sy .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.44	Koom lasters logentael , ick ken my selven vry .	None
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.45	Koom overjaerde wrock , koom lang gedreygde wraecke .	Emotion_Vindictiveness_Spitefulness
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.46	Ick steun op mijn gemoed , en op mijn goede saecke .	BodyPart_Trust
vond001pala01_01.TEI.2.text.body.div.sp.2076.s.47	Ick stap mijn ' dood te moet : sy streck ' 't gemeen tot baet , Als ick mijn bloed vergiet ten offer voor den staet .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2087.s.3	NESTOR DIOMEDES .	None
vond001pala01_01.TEI.2.text.body.div.sp.2091.s.1	ICk benop uw ontbod , beheerscher van Mycenen , En overste van 't heyr , hier in den raed verscheenen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2091.s.2	Wat onraed drijft u op , en daghvaert ons by nacht ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2097.s.1	Ghy Palamedes waert van overlangh verdacht , En 't quaed vermoeden groeyt , als of ghy met de Phrygen Had heymelijck verstand .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2098.s.1	PA	None
vond001pala01_01.TEI.2.text.body.div.sp.2103.s.1	d'Onnoosle te betygen Was oyt geringe kunst , en sotte kinderklap : Daer 't overtuygen is eene hoogre wetenschap .	None
vond001pala01_01.TEI.2.text.body.div.sp.2103.s.2	Wy hebben niet gemeens met dat meyneedigh Trojen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2107.s.1	Hoe koomt ghy dan berucht ?	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2109.s.1	PA .	None
vond001pala01_01.TEI.2.text.body.div.sp.2112.s.1	Dat vraeght hen die dit stroyen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2112.s.2	Tot schennis mynes naems .	None
vond001pala01_01.TEI.2.text.body.div.sp.2117.s.1	Gemeenlyck wilt soo gaen , Waer yemand word belast , daer is een weynigh aen .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2119.s.1	PAL .	None
vond001pala01_01.TEI.2.text.body.div.sp.2121.s.1	Soo maeckt de lastering dan vroome luyden schuldigh ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2127.s.1	Dat volght niet : maer 't geroep is nu soo menighvuldigh In aller krygslien mond , en selfs in Priams stad : Soo datmen vast gelooft daer hapert dit of dat .	None
vond001pala01_01.TEI.2.text.body.div.sp.2132.s.1	Onseker landgerucht moet logen syn of waerheyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.2132.s.2	Dat elck 't bedencken schorte , en wacht op meerdre klaerheyd ,	None
vond001pala01_01.TEI.2.text.body.div.sp.2136.s.1	De staet en lyd het niet , het leger loopt gevaer .	None
vond001pala01_01.TEI.2.text.body.div.sp.2143.s.1	Wat eyscht dan d'oppervorst , dat ick de waerheyd spaer , En logentael verdicht , en valsche stricken breyde , Myne eyge siel verworg , en soo van hier verscheyde ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2147.s.1	Spreeck waerheyd , meld ons flucx wat in dien boezem steeckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2154.s.1	Een vroom en oprecht hart dat waere deughden queeckt , Dat noyt en was gekrenckt door konincklijcke giften .	None
vond001pala01_01.TEI.2.text.body.div.sp.2165.s.1	Ghy zoon van Nauplius men zal uw ' woorden siften , V selven niet bedriegh , nocht hael geen ' swaerdre straf Vw ' misdaed op den hals : men heefter tyding af .	None
vond001pala01_01.TEI.2.text.body.div.sp.2165.s.2	Heeft Paris met een g'lay u niet aen boord gelegen ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2165.s.3	Siet daer , hy staet verstomt : hy heefter op geswegen : Hy zet zijn ' doodverw : hy besterft in 't aengesicht : Het quaed geweten wroeght : het schellemstuck betight Syn ' eygen meester .	EmotionalAction_BodyPart_Remorse
vond001pala01_01.TEI.2.text.body.div.sp.2165.s.4	zoo , zoo zal ick 't kluwen krijgen , Wy hebben 't end alree : hy staetet toe met swijgen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2177.s.1	Niet schellems sta ick toe , noch ben in 't minst bewust Van meyneed of verraet , nocht innerlijck ontrust .	None
vond001pala01_01.TEI.2.text.body.div.sp.2177.s.2	Neen Agamemnon , neen : maer ben al heel verwondert Om dees ' beschuldigingh , die in mijn ooren dondert .	None
vond001pala01_01.TEI.2.text.body.div.sp.2177.s.3	Ick merck uw ' valscheyt dingt na mijn onnoozel bloed ; Dat mooghtge storten , maer 't vrysprekende gemoed Vytblusschen nimmermeer , myne onschuld 't hoofd zal heffen Ten golven uyt , of schoon haer lasterbuyen treffen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2177.s.4	Is 't om mijn ' dood gedaen , zoo spaer deze ydle reên , Koom koel uw ' moed aen my , en leydme daetlijck heen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2186.s.1	Hy maeckt sich zelven 't soeck , ja derf den Koning tergen , Ontkend 't bekende feyt , en waentet te verbergen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2186.s.2	Wy moeten strenger gaen , voorts brengt de pynbanck hier , En parst de waerheyd uyt met water en met vier ; Het is hardneckigheyt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2186.s.3	brengt herwaerts hayre koorden , En reckt hem kruysgewys .	None
vond001pala01_01.TEI.2.text.body.div.sp.2186.s.4	hy past op niemands woorden .	None
vond001pala01_01.TEI.2.text.body.div.sp.2186.s.5	Wy hebben dat wel eer halsterckere verleert .	None
vond001pala01_01.TEI.2.text.body.div.sp.2189.s.1	Dats strydigh tegens recht .	None
vond001pala01_01.TEI.2.text.body.div.sp.2200.s.1	Geen oorlooghsvorst sich keert Aen yemands recht of wet .	None
vond001pala01_01.TEI.2.text.body.div.sp.2200.s.2	de Vorsten vol en droncken D'Handvesten nu en dan de Griecxsche steden schoncken : Hy neemtze dieze gaf den volcke in eygendom ; 't Is heeren gift , een heer die eyschtze wederom .	None
vond001pala01_01.TEI.2.text.body.div.sp.2200.s.3	Indienze ons dienstigh zyn , wy willen datze spreecken ; Maer swygen , zooze ons 't hooft met tegenstribben breecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2209.s.1	Men heefter dan vergeefs vaeck oorloogh om gevoert ; Vergeefs 't aenpaelend rijck zyns nabuurs om beroert , En ydel opgestoft .	None
vond001pala01_01.TEI.2.text.body.div.sp.2209.s.2	uw vader in zyn leven Sprack dickwils : waer toe 't recht in parckement geschreven , Met letters rood van goud , gestarckt met heerlijck wasch : Wanneer geen burger oyt des sellefs vruchten las , Nocht deel had aen 't genot .	None
vond001pala01_01.TEI.2.text.body.div.sp.2209.s.3	och overheerde Argiven !	None
vond001pala01_01.TEI.2.text.body.div.sp.2215.s.1	Wy staen op 's vyands boôm , mijn willen , mijn believen , Is aller Griecken wet .	None
vond001pala01_01.TEI.2.text.body.div.sp.2215.s.2	acht yemand mijne stem Een ' krachteloosen galm , mijn degen geeftse klem .	None
vond001pala01_01.TEI.2.text.body.div.sp.2215.s.3	Nu antwoord op ons vraegh .	None
vond001pala01_01.TEI.2.text.body.div.sp.2215.s.4	hier geld geen tegenstreven .	None
vond001pala01_01.TEI.2.text.body.div.sp.2218.s.1	Ick ben , heer Koning , u noyt antwoord schuldigh bleven .	None
vond001pala01_01.TEI.2.text.body.div.sp.2224.s.1	Voorts rand den booswicht aen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2224.s.2	gy pynigers koomt voort , Wat voer ick woordenstrijd met desen schelm , hy hoort Nocht luystert na mijn ' reên , voorts legt hem 't vier wat nader , Daer is niet aen verbeurt al sneuvelt de verrader .	None
vond001pala01_01.TEI.2.text.body.div.sp.2234.s.1	Ghy heeren siet voor u , ick ben in uwe maght : Gebeurtme leed of smart , dat is geweld en kraght .	None
vond001pala01_01.TEI.2.text.body.div.sp.2234.s.2	Ghy mooght met luy gebaer de ruyme locht vervullen ; Maer denckt daer levender die 't van u eysschen sullen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2234.s.3	Belydenis door pijn uyt yemands mond geparst , Word selden vast gelooft , en schoon ghy 't heelt , het barst Ten dicken muuren uyt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2234.s.4	hy overtreed de paelen Van billijckheyd , die zoo waend yemand t'achterhaelen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2238.s.1	Indien het u gevalt , o veldheer , ga met my , Op datwe ons onderlingh bespreecken aen d'een ' sy ' .	None
vond001pala01_01.TEI.2.text.body.div.sp.2241.s.1	Wat seyd de vader goeds ?	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2243.s.1	NE .	None
vond001pala01_01.TEI.2.text.body.div.sp.2257.s.1	Ick sal grootmagtig koning Van u niet bidden 't geen magh dienen tot verschooning Van meyneed , of verraed : is hier de minste schuld , Hy draegh verdiende straf , en peenen met geduld ; Maer dat ghy niet en tracht , door pynigen en recken , Een ' misdaed uyt den mond van dezen vorst te trecken , Tot quetsingh van de grootste , en van 't bysonder recht Des vorstelijcken naems , en zoo u zelf ' bevecht .	None
vond001pala01_01.TEI.2.text.body.div.sp.2257.s.2	Men heeft oock op dit stuck nu lang genoegh gedrongen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2257.s.3	Misschien is 't giftigh spogh van bitze lastertongen ; Maer isser anders yet , men legge hem dat te last , En geef zyne onschuld plaets .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2259.s.1	AG .	None
vond001pala01_01.TEI.2.text.body.div.sp.2265.s.1	De booswicht die is vast , O roem van Neleus stam , het schelmstuck zal ons scheyden .	None
vond001pala01_01.TEI.2.text.body.div.sp.2265.s.2	Wy vonden 't goed hem zoo een weynigh om te leyden ; Maer of hy 't loochnen dorst , alwaerder blyck en schijn , Sou dan de pynbanck niet ons ' jongste toevlucht zyn ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2271.s.1	't Geen blijckt dat spreeckt van zelf : wie vuyl is moet sich schamen .	EmotionalAction_Shame
vond001pala01_01.TEI.2.text.body.div.sp.2271.s.2	Daer vele teeckenen een ' zaeck bestemmẽ t'zamen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2271.s.3	Men neem zoo kort een ' wegh alsme ' immer nemen kan .	None
vond001pala01_01.TEI.2.text.body.div.sp.2274.s.1	Sleept hier den dooden spie .	None
vond001pala01_01.TEI.2.text.body.div.sp.2274.s.2	wat dunckt u van dien man ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2277.s.1	Het is een zielloos lijf .	None
vond001pala01_01.TEI.2.text.body.div.sp.2281.s.1	Dat is 't niet datwe vraegen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2281.s.2	Is 't niet de spie die vaeck het leger quam belaegen ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2284.s.1	't Waer mooglijck .	None
vond001pala01_01.TEI.2.text.body.div.sp.2288.s.1	't Is hy zelf , die dicwils was gewent Te duycken in de schaeu van Palamedes tent .	None
vond001pala01_01.TEI.2.text.body.div.sp.2291.s.1	Mijn aengesicht dien mensch met kennis noyt aenschoude .	None
vond001pala01_01.TEI.2.text.body.div.sp.2296.s.1	Vwe oogen zagen hem , doen ghy hem toevertroude 't Geheym van brief aen brief : of als hy van Priaem V schriften brachte , en groete in 's grijzen konings naem .	None
vond001pala01_01.TEI.2.text.body.div.sp.2304.s.1	Mijn hayr moet als Megeer van swarte slangen krielen ; Mijn ' schimme naemaels draege alleen , 't geen alle zielen , In onderaerdschen poel van Dis is toegedoemt ; Mijn naem die zy een vloeck waer dat hy word genoemt ; Of als Prometheus moet ick 't leverpicken lyen ; Indien ick kennis heb aen dees verraderyen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2311.s.1	Spaer uw meyneedigheyd , o boos verraders hart !	None
vond001pala01_01.TEI.2.text.body.div.sp.2311.s.2	Hoe dat ghy hooger sweert , hoe dieper ghy verwart .	None
vond001pala01_01.TEI.2.text.body.div.sp.2311.s.3	Lees zelf den loosen brief van 's Konings ring gezegelt , Geteeckent met zyne hand , en vloeck niet ongeregelt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2317.s.1	Het schryven is Priam noch Hector niet verboôn , Noch streckt my tot geen ' vleck .	None
vond001pala01_01.TEI.2.text.body.div.sp.2317.s.2	ghy kentet goede Goôn , Die veer zijt van 't bedrogh in uwen troon gezeten , Hoe zuyver dat ick ben , en hayligh van geweten .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2318.s.1	AGA	None
vond001pala01_01.TEI.2.text.body.div.sp.2320.s.1	Nu Diomedes tuygh .	None
vond001pala01_01.TEI.2.text.body.div.sp.2323.s.1	Wat eyschtmen voor bescheed ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2326.s.1	Tuyg wat u wedervoer als ghy de ronde deed .	None
vond001pala01_01.TEI.2.text.body.div.sp.2345.s.1	't Was over middernacht , de bleecke starren vielen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2345.s.2	Eerst ging ick strandewaerts besichtigen ons ' kielen ; Maer alles was in stilt : doen namen wy ons pad Na Ida , tusschen 't heyr , en tusschen 's vyands stad : Van derwaerts hoorden wy 't geruysch van yemands voeten , En hielden stal , belust wat of ons zoude ontmoeten ; Of spoock , of dier , of mensch . 't gerucht quam nader aen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2345.s.3	Mijn oor begeerigh ving het ritselen der blaên , Van 't lisch , en 't groene kruyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.2345.s.4	by scheemerschaeu ten lesten Soo worde ick hem gewaer , het dien den Grieck ten besten , En roep : wie daer ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2345.s.5	hy swyght , en ruckt geswind voorby .	None
vond001pala01_01.TEI.2.text.body.div.sp.2345.s.6	Ick volgh met blanck geweer , en quets hem in zyn ' dy , En vat hem na den kraegh ; hy duyckt , en , of het God gaf , In 't duycken ick den spie steeck botteling den strot af ; Met sneuvelt op het veld de schelm en loose dief .	None
vond001pala01_01.TEI.2.text.body.div.sp.2345.s.7	Men ruckt zyn ' boezem op , en vindter desen brief : Waer uyt de boodschap blijckt , en wien hy was gesonden .	None
vond001pala01_01.TEI.2.text.body.div.sp.2352.s.1	Tot meerdre sekerheyd , om alles te doorgronden , Soo heeftmen nagevorscht wie deze laegen brout : Wie schelms genoten heeft het vyandlijcke goud , En 't loos geheym ontdeckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2352.s.2	Ulysses doe ons open , En toon waerme ' men tracht den Kryghsraed om te koopen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2356.s.1	Ick bidde ontschuldight my .	None
vond001pala01_01.TEI.2.text.body.div.sp.2361.s.1	Voorts open ons den schat , Op dat de zaecke blijcke , eer yemand ons beklad .	None
vond001pala01_01.TEI.2.text.body.div.sp.2371.s.1	Daer sietge , o Vorsten , 't goud tot ons bederf beschoren ; Wiens glans het oogh verblinde , en schendigh kost bekoren De vaeck beproefde trou , tot zoo vervloeckt een feyt , Als oyt is in Euroop bejammert en beschreyd ; 't Meyneedigh Troje voed met sulck een lockaes wolven , En tygers in ons heyr .	None
vond001pala01_01.TEI.2.text.body.div.sp.2371.s.2	dit heeftmen opgedolven Daer Palamedes korts zyn leger had gespreed .	None
vond001pala01_01.TEI.2.text.body.div.sp.2371.s.3	Ach !	None
vond001pala01_01.TEI.2.text.body.div.sp.2371.s.4	dat een grootze ziel sich zelve dus vergeet .	None
vond001pala01_01.TEI.2.text.body.div.sp.2375.s.1	Te hoogh hy 't goed waerdeert , die 't ydel weerelds goed schat Als waerdigh om een heyr te stellen in een bloedbad .	None
vond001pala01_01.TEI.2.text.body.div.sp.2383.s.1	Ick hoor , ick denck , ick sie .	None
vond001pala01_01.TEI.2.text.body.div.sp.2383.s.2	Iupijn ghy kent mijn wit , Soo deedghe , o Themis , oyt , die voor zyn ' voeten sit : Wiens Godspraeck ick besweer in dese mijn verkleening , Datse in Boeotien van myne oprechte meening Getuygenisse geeft : zoo lang haer Godheyt spreeckt , En langs haere heylge kerck Chephisus stroomt en leeckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2389.s.1	Wy neemen 't voor bekend . 't verraed is ons gebleecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2389.s.2	Ga voorts in hechtenis , tot datter word gestreecken Een vonnis over 't feyt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2389.s.3	legh af 't meyneedigh sweerd .	None
vond001pala01_01.TEI.2.text.body.div.sp.2389.s.4	Ontwapent hem terstond , wat draelt ghy ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2389.s.5	ick begeer 't .	None
vond001pala01_01.TEI.2.text.body.div.sp.2392.s.1	Dits openbaer geweld .	None
vond001pala01_01.TEI.2.text.body.div.sp.2398.s.1	Scheyd desen van de vroomen Door scharpe vangenis .	None
vond001pala01_01.TEI.2.text.body.div.sp.2398.s.2	laet niemant by hem koomen , Tot dat hy 't rechte loon na zyn ' verdienste ontfang .	None
vond001pala01_01.TEI.2.text.body.div.sp.2401.s.1	Een die niet dencken derf is wonder bloode , en bang .	Fear_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2405.s.1	REY VAN EUBEERS .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.1	ALree het dun gesaeyt gestarnt Verflaeut , en niet soo vyerigh barnt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.2	De schaduwe is aen 't overleenen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.3	De nacht het opgeeft .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.4	voor sich heenen De morgenstar drijft 's hemels hayr .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.5	De voerman van den grooten beyr , Op dat hy zijne beurt verwissel , Die vlught met omgekeerde dissel .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.6	De goude Titan rijst alree Met blaeuwe paerden uyt der zee , En schittert over bosch en duynen , En Idaes blaederrijcke kruynen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.7	O wellekoome morgenstond !	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.8	Ghy voert hem spelen in den mond Van endeloose salighede , Die rustigh lustigh , wel te vrede .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.9	Beschout wat ons nature geeft ; VVat schoonheyd in haer aenschijn sweeft ; VVat Godlijck word , door alle haer ' leden , Van 't diep verwondren aengebeden .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.10	Die in een liefelijcke streeck , By 't ruysschen van een ' silverbeeck Sijn landhuys sticht , en boersche wooning ; Wat is dat een gesegent Koning !	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.11	Die niet en vlamt op ydel lof , En zijne lusten met zyn ' hof Vernoeght , en indrinckt met zyne ooren Den vooglensang , die sich laet hooren , Als d'uchtentdou langworpigh leyd By druppels hier en daer gespreyd ; Op roozebladen versch ontloocken : Wanneer sich opdoen duysend roocken , En duyzend kleuren , voor het oogh , Van bloemen : als een regenboogh , Als Iris bruylofskleed geweven : Een schildery die swijmt na ' et leven .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.12	Hy plant , hy poot , of hy verset : Belaegt de voglen met zyn net : Of overlenende met yver , De spartelvisch treckt uyt den vyver , Met zyn ' gebogene hangelroe : Of is hy zulcke spelen moe , Hy spand zyn paerden in voor 't daegen , En gaet met honden 't knyn belaegen : Of rijd by klaeren zonneschijn Door wegen die gestrengelt zyn Als voormaels der Cretensen doolhof .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.13	Hier bloeyt een afgetuynde koolhof ; Daer lacht een ' beemd ' een klaverwey , Omcingelt met een boomenrey ; Men leeght de koeyen uyers wacker ; Hier swoeght en ploeghtmen op den acker , En ginder hooptmen op 't gewas : Daer saeytmen boeckweyt : ginder vlas ; Hier groeyt en bloeyt het weeldigh kooren , Omheynt met steeckelige dooren ; Daer spoeyt een speeljaght over 't meer ; Hier roockt een dorrep : ginder veer Een slot wil in 't verschiet verflaeuwen , En hooger op 't geberghte blaeuwen .	None
