vond001jose05_01.TEI.2.text.body.div.head.163.s.1	Joseph in Dothan .	None
vond001jose05_01.TEI.2.text.body.div.sp.1878.s.1	ja ja , ick zit nu wel , of schaers .	None
vond001jose05_01.TEI.2.text.body.div.sp.1882.s.1	Neen , zegh vry wat u deert .	None
vond001jose05_01.TEI.2.text.body.div.sp.1882.s.2	wat wringt uw voet ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1886.s.1	de laers .	None
vond001jose05_01.TEI.2.text.body.div.sp.1890.s.1	Waer is 't ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1894.s.1	aen 't slincke been : of 't zijn misschien mijn wespẽ .	None
vond001jose05_01.TEI.2.text.body.div.sp.1898.s.1	Wel ken u zelf .	None
vond001jose05_01.TEI.2.text.body.div.sp.1903.s.1	ick moet mijn ' boezem wat ontgespen , 't Benaeuwt my wat om 't hart .	None
vond001jose05_01.TEI.2.text.body.div.sp.1903.s.2	nu schep ick weder lucht .	None
vond001jose05_01.TEI.2.text.body.div.sp.1907.s.1	Tast toe : elck toef zich zelf .	None
vond001jose05_01.TEI.2.text.body.div.sp.1911.s.1	wat 's dat ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1911.s.2	ick hoor gerucht .	None
vond001jose05_01.TEI.2.text.body.div.sp.1915.s.1	Ick niet	None
vond001jose05_01.TEI.2.text.body.div.sp.1919.s.1	Is 't Joseph oock ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1919.s.2	my dunckt ick hoor hem klagen .	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.1923.s.1	Die windt kan dat geluit zoo veer niet overdragen .	None
vond001jose05_01.TEI.2.text.body.div.sp.1928.s.1	En of hy klaeght en kermt , het blijft toch na , als veur .	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.1932.s.1	Wat kan het schaên , dat hy zijn misdaet wat betreur ?	Emotion_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.1936.s.1	't Was hem geen errenst , dat hy op het touw most ryen .	None
vond001jose05_01.TEI.2.text.body.div.sp.1940.s.1	Ick wert weemoedigh .	None
vond001jose05_01.TEI.2.text.body.div.sp.1944.s.1	Zoo , had ghy noch medelyen ?	Emotion_Compassion
vond001jose05_01.TEI.2.text.body.div.sp.1948.s.1	Hy sloegh zijn aenschijn zoo barmhartigh west en oost .	None
vond001jose05_01.TEI.2.text.body.div.sp.1952.s.1	Hy zagh naer Hebron toe , naer vaders huis om troost .	None
vond001jose05_01.TEI.2.text.body.div.sp.1956.s.1	Hy riep zijn ' Engel aen , den trooster aller vromen .	None
vond001jose05_01.TEI.2.text.body.div.sp.1960.s.1	Die hem naer Dothan wees , om zoo te maet te komen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1964.s.1	Hy dronck noch hartelijck , en laefde zijne borst .	None
vond001jose05_01.TEI.2.text.body.div.sp.1968.s.1	Een hart ter doot bedroeft is altijt droogh van dorst .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.1972.s.1	Wel Judas zat strax stom , nu kan hy weder spreecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.1976.s.1	Wel , wat of Judas schort ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1976.s.2	zijn oogh begint te leecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.1980.s.1	Ay broeders , houdt uw rust , het lust my niet te wel .	None
vond001jose05_01.TEI.2.text.body.div.sp.1984.s.1	Leit Joseph u om 't hart ?	Worry_BodyPart_Compassion
vond001jose05_01.TEI.2.text.body.div.sp.1989.s.1	Hoe nu , is 't kinderspel ?	None
vond001jose05_01.TEI.2.text.body.div.sp.1989.s.2	Verbly u : want wy zijn nu t'ende van ons lijden .	Joy_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.1994.s.1	Het past den broeder niet zich zelven te verblijden In 's broeders doot of straf .	Joy_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.1994.s.2	ô schrickelijck bestaen !	None
vond001jose05_01.TEI.2.text.body.div.sp.1998.s.1	Wat spreekt ghy binnens monts .	None
vond001jose05_01.TEI.2.text.body.div.sp.2002.s.1	Ick zorg wy zijn verraên .	None
vond001jose05_01.TEI.2.text.body.div.sp.2006.s.1	Ick heb den put in 't oogh , geen mensch kan dit verraden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2011.s.1	En Godt heeft ons in 't oogh , die ziet door lindebladen , Door mergh en nieren heen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2011.s.2	wat schuilt ' er voor Godts oogh ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2015.s.1	Laet varen alle zorgh : uw zorgen zien te hoogh .	None
vond001jose05_01.TEI.2.text.body.div.sp.2019.s.1	Ay , ziet eens om dien hoek .	None
vond001jose05_01.TEI.2.text.body.div.sp.2023.s.1	Wie of hier aen komt trecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2027.s.1	Zy kruipen langksaem voort : hoe lang of dit magh strecken ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2031.s.1	Wat rijst'er in de lucht een stofwolck : ziet dat volck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2035.s.1	Ick zie geen klaer bescheit : zy trecken in een wolck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2039.s.1	Voor wien ziet ghy hen aen ,	None
vond001jose05_01.TEI.2.text.body.div.sp.2043.s.1	't Waer kunst dit juist te raden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2047.s.1	Ick zie kameelen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2051.s.1	En ick ezels , swaer geladen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2055.s.1	Ick zie gewapenden genaecken meer en meer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2059.s.1	Hoe schittert daer de zon in 't blinckende geweer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2063.s.1	My dunckt 'k zou met der tijdt wel gissing kunnen maecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2067.s.1	Wie zijn 't dan ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2071.s.1	Arabiers .	None
vond001jose05_01.TEI.2.text.body.div.sp.2076.s.1	'k Wil noch mijn gissing staken , Tot datze ons naderen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2081.s.1	't Zijn Arabiers , 't gaet vast : 't Is nu de tijdt van 't jaer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.1	Hoe gaet het vee vermast .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.2	Zy zijn alree voorby de willige bosschaedje .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.3	De ruggen buigen in , door 't wigt van hun packaedje .	None
vond001jose05_01.TEI.2.text.body.div.sp.2089.s.4	Hoe plaeght de mensch het dier ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2093.s.1	Hoe plaeght het bloet zijn bloet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2097.s.1	Wat zeght ghy , Judas ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2097.s.2	wat ontstelt u het gemoedt ?	Worry_Emotion_BodyPart
vond001jose05_01.TEI.2.text.body.div.sp.2101.s.1	Och Joseph .	None
vond001jose05_01.TEI.2.text.body.div.sp.2105.s.1	Leit die noch zoo diep in 't hart begraven ?	BodyPart_Compassion
vond001jose05_01.TEI.2.text.body.div.sp.2112.s.1	Ick zie hoe 't hygent vee tot 's menschen dienst moet slaven , En Joseph steent nu vast ellendiger dan 't vee , Dat noch zijn voeder krijght ; maer Joseph magh alree Van honger en van dorst verteeren en versmachten .	BodilyProcess_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2117.s.1	Hy heeft zijn vonnis wegh : laet vaeren die gedachten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2117.s.2	Ghy quelt u te vergeefs .	None
vond001jose05_01.TEI.2.text.body.div.sp.2121.s.1	Vergun my eene gaef .	None
vond001jose05_01.TEI.2.text.body.div.sp.2125.s.1	Wat 's dat ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.1	Maer dat ick hem nu opveil , om voor slaef Den vrecken Arabier te dienen al zijn leven ; Naer dien een mager lijck toch niemant nut kan geven , Al bleef het schoon bedeckt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.2	beraet u in 't gemeen , Waer spanden oit om strijt de leden tegens leên .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.3	Godts diepe wijsheit schiep , tot onderlinge hoeders , De nutste leên aen 't lijf , als tweelingen en broeders .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.4	Men zet alleen , uit noodt geperst , een lit van 't lijf .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.5	Verschoont men dit , bedenckt , wat last wat ongerijf Ghy hier door kunt ontgaen : 't zal eerst uw ' geest vernoegen , En vryen het gemoedt van 't eeuwigh knaegend wroegen .	Emotion_BodyPart_BodilyProcess_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.6	't Zy verre dat ick u of my by Kain zet , Die zich met Abels bloet zoo gruwelijck besmet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.7	Hoe dootsch zagh hy ' er uit : hoe wert zijn hart gegeten Van binnen : och , zijn hair ( zoo pijnight het geweten Den broederslachtigen ) hing altijt nat van zweet .	Fear_BodyPart_BodilyProcess_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.8	Hy vloodt , en waer hy vloodt , hem doch dat Abel kreet ; En Godts gerechte wraeck den moort zat op de hielen : Dan zagh hy geesten , dan een nest vol slangen krielen : De dampen stegen dan van angst in 't beckeneel .	Fear_Emotion_EmotionalAction
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.9	Zijn zaet draeght noch dien vloeck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.10	nu oordeel het verscheel Van broedermoorden , of van spaeren en verkoopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.11	De misdaet en de straf moet altijdt t'zaemen loopen , En blyven in besteck van billickheit .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.12	de haet Op zynen hals gelaên hou dan in 't straffen maet , En loope eer wat te laegh .	Emotion_Hatred
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.13	ghy doet die deught uw ' broeder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.14	Een wees verdient gena : die jongen heeft geen moeder , En Rachel was ons moey en moeder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.15	treckt uw hant Dit snoer te stijf ; hoe 't zy , ghy breeckt een dubblen bant ; En breeckt dit uit , hoe 't ga , uw onschult wort gevonden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2160.s.16	Een redelijcke straf stopt alle lastermonden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2164.s.1	Waerachtigh mannen , dat's niet qualijck overleit .	None
vond001jose05_01.TEI.2.text.body.div.sp.2169.s.1	Het schijnt dat Godt ons raet op dees gelegentheit Te letten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2169.s.2	zoo ghy 't stemt , ick heb ' er gantsch niet tegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2174.s.1	Ick merck ghy zijt ' er al eendraghtigh toe genegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2174.s.2	Wie neemt den last op zich ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2178.s.1	vertrouwt ghy my dien last ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2182.s.1	Wel Judas , ga voort heen , want zy genaecken vast .	None
vond001jose05_01.TEI.2.text.body.div.sp.2186.s.1	Zo zet hem eerst op prijs .	None
vond001jose05_01.TEI.2.text.body.div.sp.2190.s.1	dat volck valt scharp in 't dingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2194.s.1	Het eerste bodt is't best .	None
vond001jose05_01.TEI.2.text.body.div.sp.2198.s.1	Ja laet den droomer springen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.1	OCh , Ruben , gaet uw aenschijn voor my schuil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.2	Magh mijn gekerm tot Godt en u niet baten ?	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.3	En worde ick dus , in dezen naeren kuil , Van Godt en u en ieder een verlaeten ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.4	Ick stick in slijm , en hijgh vast naer de lucht , En zie van veer den heldren hemel blincken , Die speelt moy weêr , en hoort naer geen gezucht .	Fear_EmotionalAction_BodyPart_BodilyProcess_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.5	Hy drijft om hoogh , maer Joseph magh verzincken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.6	De putgalm volght op rijm mijn lesten tarm , En schijnt beweeght mijn klaghten naer te smeecken : Dat 's al mijn troost en tijtverdrijf , ocharm .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.7	Mijn keel wort heesch , en naulix kan ick spreecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.8	'k Bedanck den galm , de galm my wederom .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.9	Ick klaegh ' mijn ' noot : hy antwoort vol medoogen .	Emotion_EmotionalAction_Compassion_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.10	Maer Ruben zwijght , als spraeckeloos en stom , Hy blijft vast uit , ick klaegh mijn ' rouw mijne oogen .	EmotionalAction_BodyPart_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.11	Och , Ruben , koom , en zalf mijn diepe smart .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.12	Ick kaeuw een vrucht vol doodelijcke korlen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2222.s.13	Och , Ruben koom , verlicht mijn angstigh hart , Ick hoor gerucht : wat of hier op komt borlen ?	Fear_Emotion_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.speaker.2224.s.1	Vrachtmeester .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.1	HIer rust ick uit het stof , van zon en hitte vry , In deze hegh , tot dat de voortoght raeck voorby .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.2	Gaet knaepen , zeght dat zy een weinigh harder dryven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.3	Men zal een mijl van hier te middagh leggen blijven , Tot dat de dagh verkoele , en dan tot middernacht Weêr spoeden onze reis , met d'aengenome vracht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.4	Dees wilde woeste hey kent dieren nochte menschen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.5	Men zou , om schaduw , zelf 't gewenschte licht verwenschen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.6	Maer wie genaeckt dien put ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.7	dit schijnt een ander man : 't Gelijckt een ' vreemdeling , en geen ' uit Kanaän .	None
vond001jose05_01.TEI.2.text.body.div.sp.2237.s.8	Indien hy water put , om zich of 't vee te drencken , My lust een versche dronck : ick wil den harder wencken .	None
vond001jose05_01.TEI.2.text.body.div.sp.speaker.2239.s.1	Iudas .	None
vond001jose05_01.TEI.2.text.body.div.sp.2241.s.1	GEluck mijn heer , geluck , op uwen verren toght .	None
vond001jose05_01.TEI.2.text.body.div.sp.speaker.2243.s.1	Vra .	None
vond001jose05_01.TEI.2.text.body.div.sp.2246.s.1	Wy jaegen 't vast , gaf Godt of 't ons gebeuren moght .	None
vond001jose05_01.TEI.2.text.body.div.sp.2246.s.2	Maer 't beurde meer dan eens , dat my die haes ontglipte .	None
vond001jose05_01.TEI.2.text.body.div.sp.2250.s.1	Waer leit de reis , mijn heer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.1	wy trecken naer Egypte Van Galaad recht door , met ezel en kameel , Gelaên met balssem myrrhe en kruiden en kanneel .	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.2	Wat zoeckt ghy by dien put ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.3	wy zijn wat moe geronnen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2258.s.4	My luste wel een dronck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2263.s.1	aen geen zy springen bronnen , Indien de dorst u quelt : dees groene put is droogh .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.1	Ick rust een poos , en heb van hier mijn volck in 't oogh .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.2	Mijn dorst lijdt noch geen last .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.3	men zal den last haest breecken , Eer noch de middaghzon op 't hooft begint te steecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2270.s.4	Maer luister naer dien put : wat wil dat droef gezucht ?	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2276.s.1	Daer leit een jonge slaef , die huilt , en maeckt gerucht .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2276.s.2	Hy heeft het wat verkerft , en zich wat wulpsch verloopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2280.s.1	Is hy u veil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2284.s.1	O ja .	None
vond001jose05_01.TEI.2.text.body.div.sp.2288.s.1	Laet zien , ick wil hem koopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.1	Ick zal hem by dit touw doen stijgen uit den put .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.2	Een ander heerschap waer den jongen wel zoo nut .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.3	Daer hangt de koort : nu stijgh , nu jongen , stijgh naer boven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2296.s.4	Hy klimt , hy klimt : men magh hem passelijck gelooven : De pols is niet als 't hart , zijn gront wort niet getast .	None
vond001jose05_01.TEI.2.text.body.div.sp.2300.s.1	Aen veinzen is zomwijl gewin en voordeel vast .	None
vond001jose05_01.TEI.2.text.body.div.sp.2305.s.1	Daer komt de knaep : spring af .	None
vond001jose05_01.TEI.2.text.body.div.sp.2305.s.2	hy dient wat onderwezen : Ick zal hem eerst alleen een luttel gaen belezen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2311.s.1	OCh Judas , zijt ghy daer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2311.s.2	erbarm u over my .	None
vond001jose05_01.TEI.2.text.body.div.sp.2320.s.1	Koom herwaert , ga met my een luttel aen d'een zy .	None
vond001jose05_01.TEI.2.text.body.div.sp.2320.s.2	Wat billijcke oirzaeck ghy uw ' broed'ren hebt gegeven , Valt nu te lang : in 't kort , danck my , die u het leven Verbiddende , dat schencke en aenbie tot een gaef , Mits datmen u terstont verkoope en veil voor slaef , Aen dezen Arabier ; dies draegh uw straf geduldigh	None
vond001jose05_01.TEI.2.text.body.div.sp.2325.s.1	Mijn broeder , ick ben u naest Godt , mijn leven schuldigh ; Maer dienstbaerheit valt hardt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2325.s.2	wat gaet my leider aen !	None
vond001jose05_01.TEI.2.text.body.div.sp.2332.s.1	Noch harder valt de doot , die kunt ghy dus ontgaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2332.s.2	Dit 's 't eenigh middel .	None
vond001jose05_01.TEI.2.text.body.div.sp.2332.s.3	zie de broeders ons bespieden : Van dezen heuveltop : ghy kunt het niet ontvlieden ; Dies hou u stil en vroom , noch melt de broeders niet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2336.s.1	Och Ruben , Ruben , och .	None
vond001jose05_01.TEI.2.text.body.div.sp.2336.s.2	ô Godt , die alles ziet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2341.s.1	Ick veil u dezen slaef , maer wil dit eerst bespreecken ; Ick stoot hem met den voet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2345.s.1	Zoo dient hy naeu doorkeken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2349.s.1	Koom herwaert .	None
vond001jose05_01.TEI.2.text.body.div.sp.2353.s.1	Wilt ghy wel veranderen van heer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2357.s.1	Mijn heer , ick heb geen wil .	None
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.1	Bedaer wat : schrey niet meer .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.2	Steeck uit dien rechten arm : nu buigh dien aen de schouder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.3	Nu met den slincken arm .	None
vond001jose05_01.TEI.2.text.body.div.sp.2363.s.4	hoe out zijt ghy ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2368.s.1	Niet ouder Dan zestien jaer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2375.s.1	Nu gaep ick zie noch jongk gebit .	None
vond001jose05_01.TEI.2.text.body.div.sp.2375.s.2	De tanden staen zeer net , en melck is niet zoo wit .	None
vond001jose05_01.TEI.2.text.body.div.sp.2375.s.3	Ga loop eens heen en weêr .	None
vond001jose05_01.TEI.2.text.body.div.sp.2379.s.1	Nu wacker zonder weigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2384.s.1	Nu spring eens in de lucht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2384.s.2	hy kan noch luchtigh steigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2384.s.3	Al spels genoegh : koom hier , lang my uw rechte hant .	None
vond001jose05_01.TEI.2.text.body.div.sp.2389.s.1	Ghy Arabiers hebt meest van hantbezien verstant , En ziet als 's menschen heil en ramp van verre komen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2393.s.1	Wat kunsten kan hy toch ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2397.s.1	Die knaep kan geestig droomen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2401.s.1	Dat kan niet ieder een : dit komt al meê te sta .	None
vond001jose05_01.TEI.2.text.body.div.sp.2405.s.1	De vrachtheer zie te deegh , dat doet den koop geen scha .	None
vond001jose05_01.TEI.2.text.body.div.sp.2409.s.1	Nu zet den knaep op prijs , my lust niet lang te dingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2413.s.1	Waer voor gevalt hy u ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2417.s.1	Voor tien paer zilverlingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2421.s.1	't Is koop .	None
vond001jose05_01.TEI.2.text.body.div.sp.2425.s.1	Zoo dra ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2425.s.2	ghy vreest of ick my weêr bedocht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2429.s.1	Hy dient u meer dan ons .	None
vond001jose05_01.TEI.2.text.body.div.sp.2433.s.1	Helaes !	None
vond001jose05_01.TEI.2.text.body.div.sp.2433.s.2	ick ben verkocht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2437.s.1	Loop ginder aen een zy .	None
vond001jose05_01.TEI.2.text.body.div.sp.2437.s.2	wat dunckt u van dien jongen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.1	Recht uit , hy staet my aen : hadt ghy wat hardt gedrongen , En hem vry dier gelooft , die knaep waer echter mijn .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.2	Indien ick spreecken zou , naer uiterlijcken schijn ; Dat zweemsel melt niet slaefs , maer eer een welgeboren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.3	Zoo ick de hant geloof , hem schijnt wat groots beschoren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.4	Die winckbraeu voeght geen slaef , maer eer een ' man van staet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.5	'k Verzwijgh al 't overigh : 't is mislijck hoe 't beslaet .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.6	De Godtheit ziet het hart , de mensch den schijn van buiten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2449.s.7	Men kan uit gissingen niet vast noch zeker sluiten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.1	Ick zal 't bekennen , nu het zoo te passe koomt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.2	't Is al van heerschappy dat deze jongen droomt : Dit baert afkeerigheit : hy magh noch beter leeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.3	En beter onder vreemde , als binnelantse heeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2457.s.4	Al had ick schoon berouw , ick wensch u veel geluck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2466.s.1	Nu gedult , en buigh u onder 't juck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2466.s.2	Gehoorzaem dezen heer , en luister vry wat sneller .	None
vond001jose05_01.TEI.2.text.body.div.sp.2470.s.1	Ja reken dat ghy dient een ' rechten Ismaëller .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.1	Och Ismaëller , nu mijn lot My onder 't lastigh juck leert zuchten Om troost en hulp tot Abrams Godt ; Gedenck hoe Ismaël most vlughten Met Agar , dwars door 't gloeiend zant , Zoo wijdt uit aller menschen oogen , Daer kint en moeder waer door brant Versmacht , indien het mededoogen Des Engels , in die zwoele zon Haer bey niet had te recht gewezen , En met een koele en versche bron Het moeders hart en 't kint genezen Van dorst , veel feller dan de doot : Weest zoo een Engel en behoeder Van my , die , op mijn moeders schoot , En aen de borst der lieve moeder , Verstreckte een lieve waerde vrucht , Niet min als Ismaël de zijne ; Toen zy , vermoeit en afgezucht , In dorre dorstige woestijne , Hem leide in schaduw van de blaên , En riep , een booghscheut afgeweken , Godt zelf al heesch om bystant aen , En kreet : wie kan dat hart zien breecken ?	Emotion_BodyPart_BodilyProcess_Compassion_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.2	Waer op een trooster neergedaelt Beloofde hare spruit te zegenen , Die nu zoo breet den adem haelt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.3	Zoo moet u heil op wegh bejegenen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.4	Zoo zegen Godt uw ' langen toght , Als ghy voortaen een ' vrygeboren , Onschuldighlijck voor slaef verkocht Zult handlen , zonder wraeck of toren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2508.s.5	Och Ismaëller , druck my zacht , Gelijck een telgh van uw gheslacht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2519.s.1	Naer uw geboorte staet my wijders niet te vragen , Ghy zijt dan vry of slaef : voortaen moet ghy u dragen , Gelijck een eigen slaef en een ' verkochten past .	None
vond001jose05_01.TEI.2.text.body.div.sp.2519.s.2	Komt knaepen , vleugelt hem , en bint zijn armen vast .	None
vond001jose05_01.TEI.2.text.body.div.sp.2519.s.3	Ghy kunt uw lyden veel vermindren of vermeeren : Waer goede slaeven zijn , daer vint men goede heeren : Zoo knecht zoo meester , dies stel u gewilligh in .	None
vond001jose05_01.TEI.2.text.body.div.sp.2523.s.1	Leef lang , en hou u vroom .	None
vond001jose05_01.TEI.2.text.body.div.sp.2528.s.1	Och Vader , Benjamin .	None
vond001jose05_01.TEI.2.text.body.div.sp.2528.s.2	Och , Ruben , Ruben och .	None
vond001jose05_01.TEI.2.text.body.div.sp.2533.s.1	Nu leer u wat bedwingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2533.s.2	Geluck met dezen knaep .	None
vond001jose05_01.TEI.2.text.body.div.sp.2537.s.1	Ghy met dees zilverlingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2541.s.1	Geluck op uwen toght .	None
