noms001mich01_01.TEI.2.text.body.div.head.282.s.1	Michiel Adriaansz de Ruiter , treurspel .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.3	Hy wierd , aan 't hoofd zyns volks naauw ' boschwaarts ingedrongen , Aan alle kanten fel door overmagt besprongen ; En 't ongelykst gevecht dat iemant immer zag Voorspelde al 't volk , als hem , den laatsten levensdag .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.4	Zyn vuist , die wondren deed , voelt zich de kracht begevent Hem was alreê geen hoop in 't stryden bygebleven , Dan zyn vergrysde kruin , en zyner benden bloed , Op 't duurst te levren aan 't Fantynsche moordgebroed ; Wanneer La Borde , ( dus is haar gemaal geheeten , ) Zich hebbende in den drom van 't zwart gespuis gesmeten , Den vyand zo veel werks verschafte met de kling , Dat zich myn vader redde , en niet één wonde ontfing .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.5	Na zulk een stoute daad , die ieder held moet roemen , Heeft hem myn ' vaders gunst tot hoofdman doen benoemen ; Maar naauwlyks in dien rang gevestigd , heeft zyn hand Een ' onzer burgery dolzinnig aangerand , En met de kling , ten dienst van Neêrland hem gegeven , Door meer dan ééne wond ' , verwoed gebragt om 't leven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.6	Waarom 's lands eedle raad , naar eisch van Neêrlands wet , Den moorder daadlyk heeft in hechtenis gezet ; En , om hier in 't vervolg den tweestryd min te vreezen , Nadat hy wierd verhoord , hem tot den strop verwezen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.7	Dit vonnis , dat op wet , op schuldbekendtenis , En welzyn van 't gemeen volmaakt gegrondvest is , Wierd daadlyk uitgevoerd ; en burgers en soldaten , 't Waande alles hem ontzield .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.8	Maar naauwlyks afgelaten Van 't dwarshout , opgericht tot zyn verdiende straf , Vernam men dat hy noch bewys van leven gaf ; En door behulp der kunst , verloster van ons leven Gedreigd in zynen loop , wierd hem de kracht hergeven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.9	Dus wierd de man , wiens val 's lands hooge raad besloot , Herboren op 't schavot uit zyn gewaande dood .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.10	'k Behoef uwe edelheid nu verder niets te ontdekken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.11	's Lands eedle raad zag niets dan 't vonnis half voltrekken : Dat vonnis eischt met recht des bloedvergieters bloed ; 't Eischt dat de dood de straf onfeilbaar volgen moet .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1579.s.12	Daar nu de moorder leeft , eischt wet , belang en reden , Dat hy ten tweedemaal ten ladder op zal treden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.1	Is 't waarheid ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.2	Durfde uw man zyn ' medemensch verslaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.3	Heeft hy door moordery zyn ' roem te niet gedaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.4	En durft gy , vol van hoop , zyn voorspraak u vermeten ?	Emotion_Hope
noms001mich01_01.TEI.2.text.body.div.div.sp.1586.s.5	Ja hem , ten trots des raads , genade waardig heeten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1590.s.1	Hy heeft als man van eer zyn ' vyand neêrgelegd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.1	Betaamt een ' man van eer een Godloos tweegevecht ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.2	Zyn 't niet de Goddelyke en menschelyke wetten Die tegen 't tweegevecht met nadruk zich verzetten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.3	Wie tegen één van twee zichzelv ' baldadig kant Is een vermeetle schelm , of hy heeft geen verstand ; Wat staat de maatschappy dan niet van hem te wachten , Die , door zyn drift beheerscht , haar beiden durft verächten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.4	Doch 't is de reden zelf die 't tweegevecht verbied , Al hoonde 't ook de wet , den steun der volken , niet : Kan ooit op de aard ' wel iets meer onrechtvaardig wezen , Dan dat in een geschil , ( uit welk een ' grond gerezen , ) De magt gelaten word aan hem die onrecht deed , Ter moording van den man die schuldloos onrecht leed ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.5	En dit geschied , zodra men 't recht door 't staal verdedigt : Want wie verzekert ons dat hy die is beleedigd , Zal overwinnaar zyn op 't einde van 't gevecht ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.6	Gelyk en ongelyk verkrygen dus één recht .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.7	Ik denk niet dat één mensch op de aarde ooit zal beweeren , Dat hy , wiens overmoed een ' ander durft ontëeren , Gelyk heeft in zyn zaak wanneer hy slechts verwint ; Want wie dit staande houd is inderdaad ontzind .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.8	Zo die Godlooze stryd wierd ongestraft gelaten , 't Waar ' met den welstand uit des volks , in alle staten : Waar toch zou eenig volk met veiligheid bestaan , Zo elk zichzelv ' ter wraak de hand aan 't staal mogt slaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.9	De losse jongeling , of deugniet , best bedreven In 't voeren van de kling , waar ' meester van elks leven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.10	De minst geöefende in 't bestieren van de kling Stond dan ter prooije aan guit , of woesten jongeling .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.11	Het leven , 't hoogste goed dat wy op de aarde ontfangen , Behoort niet van de kling van dwazen af te hangen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.12	Is , alles wél beschouwd , het haatlyk tweegevecht Geen schaamtlooze inbreuk op het Goddelyke recht ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.13	Het leven is den mensch door 's Hemels gunst gegeven ; Hy is het dus alleen die recht heeft op ons leven ; Dus is het tweegevecht , schoon 't schelm en dwaas bekoort , Een inbreuk op dat recht , een weg tot wreeden moord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.14	't Waar ' billyk hen die zich op 't recht der kling vertrouwen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.15	Tot veiligheid des volks , de handen af te houwen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.16	De reden , geen geweld , besliss ' der menschen zaak ; De Godsdienst en de wet verbieden alle wraak .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1638.s.17	's Lands overheid alleen zy in elks zaak meestresse : Haar voegt alleen het zwaard , als 's Hemels dienaresse .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.1	Uw taal , mynheer , is sterk , zy is vol edelheid .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.2	Verbeeld u niet dat ik voor 't recht des tweestryds pleit ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.3	De burger kan volmaakt zich naar uw ' wil gedragen ; Maar wie moet inderdaad den krygsman niet beklagen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.4	Indien hy door 't geweer zichzelven recht verschaft , Word hy , als moordenaar , door de overheid gestraft ; En zo hy wrakeloos zich hoonen laat , of kwellen , Is hy zyne achting kwyt by med - en rotgezellen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.5	Hy heeft dus , als zyne eer verwoed word aangerand , Geen keur dan strafschavot , of leven vol van schand ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1653.s.6	Verschoon my , myn gemaal was nevens my beleedigd , En heeft , als oorlogsman , zichzelv ' en my verdedigd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.1	Hy was een oorlogsman ten dienste van den staat , Geenszins ten dienst van u , of zyn ' ontzinden haat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.2	Hy droeg zyn kling om 't land , op hoog bevel , te wreken , Niet om zichzelv ' ter wraak zyn ' vyand neêr te steken , Niet om in zyn geval , ter straffe eens vyands woên , Zo die te ontvlieden waar ' , zichzelven recht te doen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.3	Ik zal , wat zyde ik ook in 't rechtsgeding moog ' kiezen , Uw beider ongelyk niet uit het oog verliezen ; Maar wraak en moorden staan zo min den krygsman vry , Als 't armste medelid van deze burgery .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.4	Word eenig oorlogsman door woord of daad beleedigd , Hy wend ' zich tot het recht ; hy zy door 't recht verdedigd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.5	Niets maakt hem magtig tot het oefnen zyner wraak ; Niets maakt hem , 't recht ter spyt , tot rechter in zyn zaak .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.6	De wet die moord verbied raakt alle stervelingen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.7	Niets geeft den krygsman recht naar iemants hals te dingen , Dan kryg , waarin de magt die over ons gebied Verantwoord voor al 't bloed dat's krygsmans staal vergiet .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.8	Toen de Opperhemelheer Zyn wet ons heeft gegeven , Heeft Hy den krygsman nooit deez ' regel voorgeschreven : ‘ Wanneer uw medemensch u hoont door daar of woord , Beproef op gy uzelv ' kunt wreken door een ' moord ; Of waag uw hoogste goed aan uwen hooners woede ; Hy wasch ' , na 't hoonen , noch zyn hand in uwen bloede ’ .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.9	Zyn wet was algemeen : ‘ Wie iemants bloed vergoot , Zy door der menschen hand geleverd aan de dood ’ .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1684.s.10	Geen wet by eenig volk heeft ooit die wet weêrsproken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1689.s.1	Myn echtgenoot , helaas !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1689.s.2	heeft zich uit nood gewroken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1689.s.3	't Waar ' met zyne eer gedaan , zo 't geen hy onderging ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.1	't Is een erbarmlyke eer die steunt op 't recht der kling !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.2	Wat zonderling begrip !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.4	moet de kling bewyzen Dat wy hoogst waardig zyn dat ons de menschen pryzen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.5	Word iemant eerloos door een ' schelders schendend woord ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.6	Wie is meer achting waard ' die honden blaffen hoort , En hen niet waardig acht door slag of schop te straffen , Of hy die tegenblaft , en dus hen meer doet blaffen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.7	Een mensch geneigd tot slaan of schelden dient gevreesd , Gelyk een dolle hond , of ander razend beest : Wie wederscheld of smyt maakt zich tot zyns gelyken ; De ware man van eer zal zwygend ' hem ontwyken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1705.s.8	Zyne eer rust op zyn deugd ; en dees houd eeuwig stand , Hoe vinnig ook door woord of daden aangerand .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1709.s.1	Uwe edelheid verschoon de menschelyke driften .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.1	De mensch heeft redenkracht om 't goed van 't kwaad te schiften .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.2	Hy weet , de reden en de Godsdienst leert hem dit , Dat hy , schoon hy een hart dat zondig is bezit , Onëindig veel kan doen om in dat hart te smooren All ' wat zich tegen 't geen dat loflyk is doet hooren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.3	Had niet het schepsel kracht tot zelfverbetering , Dan waar ' hy nooit strafwaard ' , wat gruwel hy beging .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1724.s.4	De Hemel heeft den mensch , in alle levensstaten , Begunstigd met de kracht om 't kwaad te kunnen laten ; En wie een gunst versmaad , die hem de Hemel gaf , Verdient , by ons beklag , met allen recht zyn straf .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1730.s.2	laat beklag , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1730.s.3	in uwen boezem spreken ; En laat La Bordes trouw voor hem genade smeeken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.1733.s.1	de ruiter , haar opheffende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.1	'k Beklaag hem inderdaad , gelyk ik elk beklaag Die waard ' is dat zyn ziel den last van 't misdryf draag ' , En voel , om zyne trouw , tot zyn behoud my sporen ; Maar 't recht heeft ook zyn stem , die ik niet min moet hooren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.2	Ik acht menschlievendheid , ik acht en moed en trouw , Maar 't achtbaar , 't heilig recht acht ik niet min , mevrouw !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.3	Zo , zonder de achtbaarheid van 't heilig recht te krenken , 't My doenlyk zy genade aan uw ' gemaal te schenken , Vertrouw vry dat dit hart , vol zucht voor de eer van 't recht , De kreet van 't menschenbloed geenszins genade ontzegt .	Emotion_BodyPart_Desire
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.4	All ' wat ons by den last eens staatsampts troost moet geven , Is magt tot sparing van der medemenschen leven ; En als een staatsampt meest ondraaglyk wezen moet , 't Is als de pligt ons dwingt tot storting van hun bloed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.6	mogt ik in 't gedrag uws echtgenoots niets vinden , Dat tot den wreedsten pligt ons billyk moet verbinden !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.7	Hoe 't hiermeê wezen moge , ikzelf , ik wil terstond 't Geen hem bezwaart of dient vernemen uit zyn ' mond .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1756.s.8	't Betaamt my niet uw hoop op zyn behoud te voeden , Of uw benepen hart door siddring te doen bloeden : Vertrouw nochtans , schoon ge u door hoop niet ziet gevleid , Myn deernis met uw lot , en zucht tot billykheid .	Fear_HeavyHeartedness_Emotion_Hope_BodyPart_BodilyProcess_Desire
noms001mich01_01.TEI.2.text.body.div.div.stage.1763.s.2	Eén soldaat , in het verschiet .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.1766.s.1	mevrouw la borde , tegen den opperbevelbebber .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.1	Mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.2	zie my , beschreid , voor u ter neêrgebogen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.3	Thans verg ik in den nood niets van uw mededoogen Waardoor gy met 's lands raad in twist geraken kunt , Neen ! 't smeeken om één gunst zy my alleen vergund .	Emotion_Compassion
noms001mich01_01.TEI.2.text.body.div.div.sp.1777.s.4	Gy hoort hoe de admiraal , wiens strengheid my doet beven , Als rechter , myn ' gemaal terstond gehoor zal geven : 't Gaat vast dat hy van u , als kundig van 't geval Dat my elendig maakt , getuignis vergen zal ; Laat my , dit is myn beê , van u geen strengheid vreezen : Verschoon La Bordes drift , zo veel 't zal mooglyk wezen .	Fear_Emotion_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.1	Denk niet dat ik u hoor met een verhard gemoed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.2	La Borders weldaad spreekt : ik hoor de stem van 't bloed , Ik hoor zyn groote trouw bewezen aan myn ' vader , Den dienst aan 't land betoond , en uw verdriet te gader ; Maar verg ' my , hoe dit all ' op my ook werk ' , mevrouw , Geen daad die 't hoofd der vloot op 't hoogst mishagen zou .	Emotion_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.3	Hy acht de waarheid hoog .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.4	Zyn strengheid doet u vreezen ; Moet zy , in mynen rang , my niet ontzaglyk wezen ?	Fear_Emotion
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.5	'k Zal doen 't geen my betaamt .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1790.s.6	De toestand van den staat Eischt heden andre zorg , en dat ik u verlaat ' .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1797.s.1	valkenrurg , mevrouw la borde , een soldaat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.1	Ziedaar de maat gevuld van 't geen ik had te schroomen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.2	Ziedaar den grond van hoop voor eeuwig my benomen !	Emotion_Hope
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.3	Thans zie ik klaar , hoe sterk beneveld door myn pyn , Wat burgers in den nood , en wat de grooten zyn .	Emotion_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.4	Myn vader !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.5	kan uw hart in dezen staat noch hopen ?	Emotion_Hope_BodyPart
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.6	Uw zoon ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1806.s.8	hoe koel is hy mynoog ontloopen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.1	Ik ken den admiraal , ik ken myn ' zoon ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.2	Hoe 't zy , Zwyg van myn ' zoon , en hoop op 't hoofd der vloot en my .	Emotion_Hope
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.3	De Ruiters taal was streng , dit lyd geen tegenspreken ; Maar uw ' gemaals geval is slechts hem half gebleken : Het wierd hem inderdaad ongunstig voorgesteld .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.4	Ik heb het aangehoord , en deed myzelv ' geweld Ter breidling van een drift die my niet zou betamen ; Men moet geen hoofd des lands voor 't hoofd der vloot beschamen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.5	Ik duchtte dat uw hart , vervoerd door bittren rouw , Ten nadeel van myn ' zoon zich niet bedwingen zou .	Emotion_BodyPart_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.6	De Ruiter , die zich licht aan zulk een drift zou stooren , Zal tyds genoeg van my 't geen hy moet weten hooren : 'k Stel vast dat de admiraal , in zulk een zwaar geval Myn ' zoon verhoorend ' , zich met my beraden zal .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.7	Alsdan zal ik , doch verr ' van mynen zoon te hoonen , Den admiraal 't geval in 't ware licht vertoonen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.8	Intusschen , mogt elk mensch , op 't hooren van uw ' nood , 't Afgryslyk tweegevecht meer schuwen dan de dood !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.9	Hy dien daarin het staal word in de borst gedreven , Is min beklagenswaard ' dan hy die blyft in 't leven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.10	Mogt elk , zodra hy voelt dat hem zyn drift verheert , Begrypen , 't zy hy valt of 't zy hy triomfeert , Dat hy , ( hoe spoorlooze eer zich moog ' hier tegen kanten , ) De rampbewerker word van al zyn bloedverwanten !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.11	Wat u betreft , myn kind !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.12	ach !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.13	sta my gunstig toe , Dat ik aan 't sterk verzoek van uw ' gemaal voldoe ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.14	Keer in dit zyvertrek !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.15	Met uw verdriet bewogen , Tracht ik me één oogenblik te onttrekken aan uwe oogen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.16	Dit zuchtend ' hart , een wyl door eenzaamheid ontlast , Beraamt te beter 't geen tot uw behoud my past .	Emotion_BodyPart_BodilyProcess_Unhappiness_Other
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.17	Verzel mevrouw alom .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1843.s.18	Men laat ' haar niets ontbreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.1841.s.1	Tegen den soldaat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.1849.s.2	Eén soldaat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1857.s.1	Men tracht myn ' echtgenoot verwoed naar 't hart te steken , Men kerkert me op zyn beê , hy snyd den weg my af Dien ik heb in te slaan tot zyner beulen straf , 'k Moet siddren als ik denk aan 't hoofd der watermagten , Van 't opperhoofd des lands staat my geen ' troost te wachten ; Noch word in zo veel wee myn ziel met hoop gevleid ...	Fear_Emotion_Hope_BodyPart_BodilyProcess_Sadness
noms001mich01_01.TEI.2.text.body.div.div.sp.1857.s.2	Wat foltring is zo wreed als deze onzekerheid !	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1859.s.1	Einde van het derde bedryf .	None
noms001mich01_01.TEI.2.text.body.div.head.1863.s.1	Vierde bedryf .	None
noms001mich01_01.TEI.2.text.body.div.stage.1865.s.1	Het Tooneel verbeeld het zelfde vertrek waarin het eerste bedryf is afgespeeld .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1870.s.1	de ruiter , aan een tafel gezeten , met het vonnis des gevangen en schrystuig voor zich .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1870.s.2	Eén hoofdman , en soldaten , aan den ingang , tegen wie de admiraal zich wend , en , hen wenkende te vertrekken , zegt :	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1870.s.1	Leid uw ' gevangen hier .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1873.s.1	De deur van het vertrek word gesloten ; waarna de Admiraal , op eene treurige wyze , het vonnis inziende , na een weinig peinzens , vervolgt :	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.1	Zyn dienst zou dan niets baten !...	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.2	Ziedaar dan 't smaaklyk zoet van hoog verheven staten , Naar wier bezit het hart zo onöphoudlyk haakt !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.3	Hoe spoorloos is de mensch met hoog gezag vermaakt !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.4	De mensch is , inderdaad !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.5	hoe ook als wys gepvezen , Veel min een redelyk , dan redenerend wezen .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.6	Steeds haakt hy naar geluk , en zoekt het in een goed Dat zyn ' bezitter kwelt , daar 't duizend zorgen voed .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.7	Ten minste is 't wigtig ampt waartoe ik ben verheven , Die rang die , ongezocht , door 't lot my is gegeven , In 't oog van hem die niet door schyngoed word verrukt , Een wezentlyke last , die 't hart gevoelig drukt .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.8	'k Had waarlyk meer geluk toen ik , van elk vergeten , By myn gelieft geslacht gerust myn brood mogt eeten , Ja toen , ( hoe dikwyls was 't dat ik dien tyd herriep ! ) Ik , in den laagsten staat , in Lampsins lynbaan liep , Dan nu my 't wigtig ampt van vlootvoogd is beschoren .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.9	Behaagt het 's Hemels guust myn ' hoogsten wensch te hooren , Dan zal geen zoon van my ooit , tot zyn droefenis , Bevinden wat myn post , of eenig staatsampt is .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.10	't Is niet genoeg zyn ' rang met luister te onderschragen , Voor 't welzyn van den staat angstvallig zorg te dragen , Den roem van 't vaderland manmoedig voor te staan , Een ' vyands magt en list met kunst te keer te gaan , Zich wreed genoopt te zien tot bloedvergietend stryden , Te peinzen om den slag te zoeken , of te myden , Te leven in de vrees , als 't lot ons ééns bedriegt , Dat onze roem éénsslags met ons geluk vervliegt , Dat slechts één enkle stap , hoe yvrig wy ook waken , Ons niet alleen veracht , maar zal elendig maken , En dat , schoon 't los geluk ons al bestendig vleit , Ons loon zal afgunst zyn , of koele ondankbaatheid , Ja dat men , inderdaad , wanneer we één ampt begeven Aan hen die 't lot verpligt in onzen dienst te leven , ( Hoe de amptbegevingsmagt ons dwalend hart bevall ' , ) Tien hateren , en één ' ondankbren maken zal ; Dit 's alles niet genoeg ; dit 's alles niets te noemen By dien geduchten pligt om tot de dood te doemen ...	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.11	Te doemen tot de dood !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.12	Dat woord , dat woord alleen , Ontroert myn ingewand !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.13	Het scheurt myn hart vanéén !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.15	hoe uw wil en schikking dient geprezen , Waarom de Ruiters hart tot zulk een ' pligt verwezen !	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.16	Is 't hem geen smart genoeg dat hy in menschenbloed De veiligheid zyn lands bestendig vesten moet ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.17	Dat hy by 't naar gekerm verwekt by bloed te plengen , Ja in de elend ' des krygs , zyn ' leeftyd door moet brengen ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.18	Moet hy noch buiten kryg , ten dienste van zyn land , Het leven van den mensch gesteld zien in zyn hand ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.19	Is dit uw wil ?	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.21	uw gunst verlicht my de oogen .	None
noms001mich01_01.TEI.2.text.body.div.div.lg.1873.s.22	Bestier myn zucht voor 't recht , bestier myn mededoogen ; Verlicht den last myns ampst , tot mindring myns verdriets ; Want zonder uwe hulp is 's menschen wysheid niets .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.1935.s.1	de ruiter , la borde , Eén hoofdman , en soldaten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.1	Elendige !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.2	tree toe .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.3	Gy doet dan op uw wezen Den toestand van een hart bevryd van wroeging lezen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.4	Hoort gy de stem van 't bloed dat uwe vuist vergoot , Niet tevens met de smart der schuldlooste echtgenoot ' ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.5	Voegtu , daar moord uw ziel met droefheid moest bezwaren , De wroegingloosheid aan gevoelloosheid te paren ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.6	Is 't mooglyk dat een man die zo veel heeft bestaan , Eerst moordde , en daarna niet door smart is aangedaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.1	Nooit stoorde zich myn hart aan argwaan of betichting .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.2	Men gaf-uwe edelheid voorzeker onderrichting , Ik zie 't niet dan te klaar , van 't geen ik me onderwond ; Maar heeft men u gemeld waaruit de twist ontstond ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.3	Zo 't u behaagt , mynheer !	None
