hoof001gran01_01.TEI.2.text.body.div.head.885.s.1	P.C. Hooft GranidaSpel	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3816.s.6	Indien ghij u cundt lijden Met mijn in sulcken staet , soo vliên we ' eer dat het daecht .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3846.s.1	Ick kus d'aerde , mijn Vrouw , die uwe voeten draecht .	EmotionalAction_Love_Other
hoof001gran01_01.TEI.2.text.body.div.div.sp.3846.s.2	Een hartseer doodt mij , groot , maer lieflijck boven maeten , Dat ick soo grooten jonst moet onvergolden laeten , Door dien mij macht gebreeckt .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3846.s.3	Maer overlegt , mijn vrouw , ( Want liever als uw druck had ick mijn eighen rouw ) Van welcken hoocheit ghij soudt climmen gansch beneden : Een Coninginne , niet geëert , maer aengebeden , Haer geven tot een staet , Daer niemandt acht op slaet ?	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3846.s.4	Het braef , opsichtich , groots , en hemel-hooch verheven , Van duisenden gewenscht voor salich-maekend leven , Soudij verlaten , om een leven soet , en sacht , Maer ongesien , en laech , slecht , nedrich , ongeacht , Het welck u mocht bedroeven , Wanneer ghij 't quaemt te proeven .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3846.s.5	Men raeckt ' er lichtlijck in , maer swaerelijcker uit .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.1	Daifilo ' , en houdt het mijn voor geen verijlt besluit .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.2	Eer ick met dese saeck dus ver ben voortgetoghen , Heb ick in juiste schael de dingen overwoghen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.3	De Prinsselijcke staet veel nutheits innebrengt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.4	Maer ( Goon ! ) wat tegenwicht is met dat nut gemengt !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.5	Ach eenvoudige rust der harders laech-geseten , Die luttel van 't geswindt ramps overromplen weten !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.6	Ick sie nau , dat ick yet , o Daifilo , verloor , Indien dat ick die staet slechts om haer selven koor ; Nu kies ' icks ' niet alleen om 't schuwen der verdrieten , Die mij naekende sijn , maer meer , om te genieten En te vergelden dier uw liefd ' , die mij verwan ; De waerdste vreuchde , die den hemel deelen can : Om welcke ' in midden 't vyer ick sou te leven dóógen .	Fear_Joy_Emotion_EmotionalAction_Love_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.7	Maer wat , ick doe't alree , ghij siet de proef voor óógen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.8	Wat last ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.9	Wat smarte ?	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.10	Wat quellage soud ' op mijn Hart heften connen als ick een met u mocht sijn ?	Emotion_BodyPart_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.11	Daifilo , hoe dus verbaest ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3879.s.12	Heeft u dees maer verslaeghen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.1	Verslagen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.2	Jae , mijn Vrouw , noyt droefheit in mijn daeghen Vermeesterde mijn hart met sulcken overlast , Gelijck de blijschap nu dat heftich annetast .	HeavyHeartedness_Joy_Emotion_Other_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.3	Wat eer ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.4	Wat lof ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.5	Wat danck can u de werelt geven ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.6	Mijn gedacht is te cleyn .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.7	Ach lief , en salich leven Mijns ootmoedighe siels !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.8	Ach mocht mijn siel , van nu Eeuwelijck metter woon vaeren uit mijn in u !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3893.s.9	En , in dees wooning schoon uws siels , altijt nae desen Onscheidelijck , haar trouw-nechtige dienstboo wesen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3899.s.1	Daifilo ' , ons corte tijdt moet sijn genoomen waer .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3899.s.2	Vindij mijn voorslach goedt ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3910.s.1	Mijn vrouwe , dat wij daer Niet langer op beraên .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3910.s.2	Uw voorsicht heeft veel verder , Prinsses , en bet gesien , als uwen slechten harder .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3910.s.3	Wat u belief ' geschie .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3921.s.1	Nu Daifilo , dat wij Mijn voedster dan terstondt gaen winnen op ons sij , En onderrechten haer de saeke te bestellen , Dat mijn verlies op 't minst mach mijn heer vader quellen .	None
hoof001gran01_01.TEI.2.text.body.div.div.head.3925.s.1	Vierde deel	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.1	Onder soo veel , soo veel cieraden eel en braef Vant vrouwelijck geslacht , en ist de minste gaef Des hemels niet , dat sij schielijck een raedt versinnen , Die nae veel overlegs , een man nau soude vinnen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.2	Soo ras de voedster had haer tegen-reên geseit , Waerense van mijn vrouw wel crachtich wederleyt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.3	Soo ras de voedster sach dat van verandring spreken In haer voornemen , was voor steene rootsen preken , En ons haer dienste bood , soo hadden sij , om 't stick Lichst uit te voeren , in min als een oogenblick , Listigen raedt bedacht , om soo seer te verblenden Coning , en heele hof , dat sij niet eens haer wenden Souden , om ondersoeck nae de Prinsses te doen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.4	De saken sijn bestelt , en niemant sal vermoên Hebben op mij .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.5	Neen , want int west noch niet gedaen , , sijn , De bruine grijnsen van des hemels vrolijck aenschijn ; Scharp 's Uchtens gouden cruin in 't oosten schittert , mit Haer verschgevlochten crans van roosen roodt , en wit .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.6	Niemandt van 't hofgesin is , weet ick , noch geresen , En acht mijn heer sal mee noch bij sijn bedde wesen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.7	Maer , later diende 't niet !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3964.s.8	Siet waer hij mij ontmoet , De blijschap steurt den slaep meer dan de droefheit doet .	Joy_Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.3997.s.1	Spoeydt u , eerwaerdich licht , om op mij uit te spreyden 'T beginsel , en 't vervul van mijn geluckicheiden ; O Blosende ' Uchtent , boet mijn onrustich gewach , Voorloopster van de Son , vroemoeder van den dach .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.3997.s.2	En ghij , glinstrende star , deckt uw verliefde stralen Wat eer als uw gewoont , en om weer te verhalen Uw tijtverlies soo wilt u t'avondt liever spoên Wat vroegher , als uw licht mij beter dienst sal doen : Stelt uw brageeren uit , soete Godin , tot t'avondt , En neemt soo veel ghij nu te cort comt aen den avondt ; Indien ick willich volch der minnen hete brandt , Noch Godtheit boven d'uw verhef in mijn verstandt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4001.s.1	Ich wensch mijn heer van daech 't hoochste geluck te proeven .	Emotion_Desire
hoof001gran01_01.TEI.2.text.body.div.div.sp.4008.s.1	Daifilo , sijdij daer ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4008.s.2	Gaen wij ten hoof vertoeven , Tot dat de Coning rijs ' , om dan van stonden aen , Gelijck besloten is voort nae mijn vrouw te gaen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4008.s.3	Maer siet : haer voedster .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4008.s.4	Wat of haer dus vroech mach quellen ?	Emotion_Other_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4017.s.1	Misschien , mijn heer , ist om de staessy te bestellen , Die tegen uw coomst moet heerlijck sijn bereêt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4021.s.1	Roept haer , op dat ick yet vande Prinssesse weet .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4024.s.1	daifilo , voedster , tisiphernes	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4028.s.1	Mijn vrouw !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4032.s.1	O groote Goôn !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4038.s.1	Mijn heer soud ' u yet vragen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4042.s.1	Waer is de Coning ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4047.s.1	Wel ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4047.s.2	Voedster , hoe dus verslagen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4047.s.3	Wats van Granida ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4047.s.4	He ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4052.s.1	O Goden wonderbaer !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4057.s.1	Hoe , en ist niet wel met haer ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4057.s.2	De saeck betreft mij mee , segt wat'er mach gebreken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4061.s.1	Datmen den Coning weck , ick moest den Coning spreken !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4068.s.1	Datmen den Coning weck .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4068.s.2	Maer geeft ons wat bescheits , Ist qualijck of ist wel ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4072.s.1	Qualijck , en wel , van beydts .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4076.s.1	Qualijck en wel ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4076.s.2	Hoe soudmen hier bescheyt uit merken ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4081.s.1	O eeuwichlijcke macht !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4081.s.2	O wonderlijcke werken Die d'aertsche sinnen , en vernuft te boven gaen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4086.s.1	O Goôn , wat sal dit sijn ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4093.s.1	Terstondt suldij 't verstaen , Mijn heer , de Coning is geweckt , en voort geresen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4097.s.1	Siet of hij comt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4101.s.1	Mijn heer , hij sal terstondt hier wesen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4105.s.1	Daer is de Coning , nu uw bootschap , voedster , doet .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4107.s.1	coning , voedster , tisiphernes	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4113.s.1	Voedster , wat brengdij ons dus schichtich ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4113.s.2	Quaedt of goedt ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4121.s.1	'T believe ' u , heer , uit mij te hooren de geschiedenis , En selfs te oord'len oft voor quaet of goedt te dieden , , is .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4121.s.2	De Coning met gedult aenhoore mijn vertreck .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4125.s.1	Spreeckt claerlijck , niemandt en sal steuren uw gespreek .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.1	Hoewel een eedel hart van uitgenomen sinnen Alle ' eedel harten vroom , en deuchtsaem moet beminnen , Soo heeft Natuir nochtans gehecht aen ons gemoedt Een treek , die verre , d'een voor d'ander kiesen doet , Om door vereende liefd daer mee te sijn verbonden .	Emotion_EmotionalAction_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.2	Als sulcken wederpaer getreft wort , of gevonden , Wast liefd ' heftich en ras , soo datse , naer mijn vijndt , Geen nieuwe vrientschap , maer vrientschaps vernieuwing schijnt : Recht oft die sielen met elckander onderlingen Gepaert hadden geweest , al eer sij lijf ontfingen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.3	Des Tisiphernes sich niet belge , dat mijn vrouw , Als sij gistr ' avondt haer tot slapen geven souw , Om 't aenstaend ' huwelijck was droevich en t'onvrede , Alsoo 't aen haer gemoedt niet ganschlijck en voldede .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.4	De treurighe Prinsses seer veel , en ijvrich badt De groote Goden , haer te jonnen 't geene dat Die beter dan sij selfs voor 't best en schoonste kenden , En conden , was het haer Godlijck believen senden . 'T woelend gedacht had nau van 't bidden eindt gemaeckt , Als sij , en corts daerop , ick ben in slaep geraeckt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.5	Ick lach in diepe rust , mijn leden overgoten Met sachten slaep , en al mijn sinnen toegesloten , Mijn siel gedompelt in een grondeloos vergeet , Soo dat de droomen oock , die buitens tijts met leedt En daechschen arrebeyt des lichaems , comen quellen , Met haer vernieuwing niet vermochten die t'ontstellen ; Wanneer een groot geluit schielijck mijn ooren sloech , En overclaere glans mijn vaeck uit d'oogen joech .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.6	Ick hoorde soo , en sach , ( O Goden , leert mij seggen ) Dat d'opgetoogen siel 't lijf onbeweecht liet leggen .	Joy_Emotion_BodyPart
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.7	Siet daer , de camer leeft , en tsiddert op de clanck , En lieffelijcke maet van hemelsch spel en sanck Der Godinnen , gecroont met groene laurentelgen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.8	D'ontsprongen vensters op en cunnen niet verswelgen Het helle licht waer van de volle kamer blaeckt , Vloer , want , tapisserij , het welfsel vlammen braeckt En alles sonder brandt , niet om vernielen móórdich , Maer tot erkentenis des Godtheits tegenwóórdich .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.9	De sangsters schicken haer int ronde ' , en midden in Den fraeygevoechden ring , verheft haer een Godin ; Granid ' in als gelijck ; van welgeschickte leden , Van eerwaerdich gelaet , van trony net besneden , Van oly-cleurt gesicht , van dichte vlechten blondt , Van bleeckheit des gedaents , en roo coralen mondt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.10	Het hooft , tot teecken van haer mannelijcke luimen , Dat deckt een blancken helm , en blickert door de pluimen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.11	Haer voorsichtighen arm gewapent schijnt te sijn Met eenen schilt van claer doorsichtich cristallijn ; Maer dat sij 's wijslijck bruickt , en niet en soeckt door desen Als soete vrede , blijckt aen haer besaedicht wesen , En den olijventack , een tegenteecken van 't Crijchsduyend gras , die sij reyckt met haer rechter handt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.12	Sij wendt haer tot Granid ' en goddelijcke zeden Ontsluiten haeren mondt , met dus-danige reden ; Welck goddelijcke cracht Diep druckt ' in mijn gedacht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.13	Granida ' , ontwaeckt , dat rust u buiten slaepe vinde , Siet hier Minerva , die noch inde wiech u minde En haer genaede sandt .	Emotion_Love_Compassion
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.14	Geen mensch valt u te lót , Maer in des hemels throon , de Liefd , een eeuwich Gódt .	Emotion_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.15	Uw liefde tot de Liefd , doet Liefd in liefde blaken , Die kiest u tot sijn Lief ; ick sal het huwlijck maken , Ghij sult de weerliefd sijn , sijn bruidt , en sijn Godin , Een vrouw van staeghe liefd , niet van de wulpsche Min. Uw vrijer wacht om hooch , wij sijn u coomen haelen .	Emotion_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.16	Godinnen , voert haer mee , de doorschijnighe saelen vs. 1325 -1333 Des hemels sullen haer niet schaemen dit cieraet .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.17	Nieuwe godin , uw hart van aertsche last ontslaet .	Worry_Emotion_BodyPart_Other
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.18	Uit hadse .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.19	Mit ontsteeckt het wellustige speelen Der negen sangsters , daer sij lieflijck onder quelen : Nu ontslaet u d'Aertsche last , Beter past U de Godtheit aen te trecken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.20	Salige Godinne , wij Voeren dij Nae des hemels hoochste plecken , Plecken altijt hel en claer , Plecken , daer Nemmer last can lust bevlecken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.21	Soo ras sij desen sanck met spelen heffen óp , Ontlast sich het palais tot boven in den tóp , Het gulde welfsel splijt , en de gemetste dacken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.22	Granida voerens ' op olijf en laurentacken , Dus singend ' hemelwaerts , al hooch , en hoger heen , Vervolcht van mijn gesicht , tot dat s'er uit verdween .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.23	Doe voechden sich 't gebouw en alles in sijn stede , Bedaerend ' als ick mee ten langen lesten deede .	Aquiescence_Emotion
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.24	Suffe verbaestheit van mijn leên allensjens streeck , Ick rees ' en 't geen ick wel besien had overkeeck .	Emotion_BodyPart_Wonder
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.25	Granida's lege coets tuicht dat der oude vrouwen Gesichten niet altijt voor droomen sijn te houwen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4320.s.26	Hier is mijn geest af vol , dit coom ick dienen aen , De coning oordeel nu nae dat hij 't sal verstaen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4326.s.1	Mijn dienaers , gaet terstondt wat'er af is bespooren .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4332.s.1	Mijn heer , de vrouwe raest .	EmotionalAction
hoof001gran01_01.TEI.2.text.body.div.div.sp.4336.s.1	Soo deed sij noyt te vooren .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4341.s.1	Voor seker raestse nu , al raesd'se noyt misschien .	Other_Anger
hoof001gran01_01.TEI.2.text.body.div.div.sp.4345.s.1	Noch oyt , noch nu .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4349.s.1	'K en weet .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4354.s.1	Men salt haest cunnen sien .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4354.s.2	Ick spoey mij derwaerts heen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.1	Doet daerin uw behagen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.2	En laet op 't rascht aen ons de tijding herwaerts dragen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.3	O Goden groot , soudt ghy mij wel hebben gespaert Tot 't alderlaetste van den ouderdoom bejaert , Op dat ick troosteloos daerin soude versmachten , Berooft van 't geene dat alleen haer leedt kon sachten ?	Emotion_BodilyProcess_Other_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.4	Maer hoe ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.5	Indien alsoo de saken sijn gestelt , Als ons de voedster voor de waerheit heeft vertelt , Soo loov ' ick danckbaerlijck uw goedtheit hooch van waerden , Hoewel ick eensaem blijv ' en mis mijn lust op aerden .	Joy_Emotion
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.6	Want als ghij mij onttrockt dit eenich pandt soo soet Door ongeval of doot , gelijck misschien ghij doet , Soo soud ' ick tegens u en mij misdoende dwalen , Indien ick op uw wil , en wetenschap ging smalen , Mij steurende dat ghij quaemt wedereisschen 't geen Dat ick soo lang van u genoten had te leen : Recht of ick bet als ghij wat oorbaer was verstonde , Recht of ick mij en haer meer goets , als ghij ons , jonde .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.7	Men soeckt ; en soomen haer noch doodt noch levend vindt , Soo neem ick 't blijcklijxt aen , en houd dat sij besint Van een verheven Godt ten hemel is gevaeren : Want de bescheiden reên , en 't deftige verclaren Des voedsters brengen 't mee , wiens trou-bevonden mondt Noyt spreken was gewoon versuft of ongegrondt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4397.s.8	Maer siet de vrouwen daer , die brengen nieuwicheden .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4399.s.1	rey van jofferen , coning	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4410.s.1	Grootachtbaer heer , het slot , van boven tot beneden , Hebben wij heel doorsocht , en omgekeert ter vlucht , Granida ' is nieuwers , maer een lieffelijcke lucht , Met goddelijcke reuck vervult haer gansche camer .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4426.s.1	O gróóte Pallas , noyt was mensch u aengenaemer Als Perseus door uw jonst gesegend wonderlijck ; En noch ter tijdt op sijn naesaeten in het rijck 'T welck van hem naeme voert .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4426.s.2	Godinne wijs van raede , Ghij duiren laet uw jonst , en anhoudt uw genaede .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4426.s.3	Lof , seechbare Godin !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4426.s.4	Lof , hoochverheven Gódt !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4426.s.5	Eewige Liefde , die van aertsche bruiloft , tót Een hemels huwelijck Granida comt verheffen , Geen danckbaerheit , geen lof uw prijs can overtreffen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4475.s.1	Lof , eewige Liefde , wij Geven dij , Die uw hooge goetheits straelen , Door de dicke wolcken heen , Al beneên , Laet tot opter aerden daelen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4475.s.2	vs. 1390 -1395 Die op uwe crachten let , Ende set Boven al op u het óóghe , Treckt uw goetheit overschoon Inden throon Des besonden hemels hóóghe .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4475.s.3	Heilich , goedertieren , eel Sijdij heel .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4475.s.4	Die in uwe vlammen blaken , Cundij oock op aerden hier , Door uw vyer , Met een hemel salich maken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4475.s.5	Soo , wie dat u lieven sal , Suldij al , Niet alleen Granida schaeken .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4478.s.1	tisiphernes , daifilo , coning , rey van jofferen	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4502.s.1	Daer leyt mijn throon in d'asch , en de beloften mildt Van 't schoonpratich Geluck , en te vergeefs gespilt Soo veel moylijcke last ter nauwer noot deurkropen , Soo veel gevaers , soo veel te leurgestelde hoopen , Soo veel ' anxstige vrees en arbeyt uitgestaen , Soo veel treffende sorch en soo veel weers gedaen , Soo veel gesochte ramps , soo veel verdriet geleden , Soo veel verbeten smarts , soo veel vertwijfeltheden .	Fear_Joy_Emotion_Happiness_Hope_Other_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4502.s.2	Ay dul geluck , ick ken uw onbescheyden cracht !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4510.s.1	Maer op een vroom gemoet , mijn heer , heeft sij geen macht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4519.s.1	Niet langer dan het selfs haer overlast wil lijen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4519.s.2	Dit sal mij 't laeste sijn .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4519.s.3	Mijn handt sal mij bevrijen , 'T is lang genoech geleeft .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4519.s.4	Gaen we .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4519.s.5	Mijn hart , verstout U tot een cort verdrach .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4525.s.1	Mijn heer , besindt u , houdt !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4529.s.1	Houdt , Tisiphernes !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4533.s.1	Ach !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4539.s.1	Heer , geeft de reden plaetse .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4543.s.1	'T Geluck en geeft haer geen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4547.s.1	Jae 't .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4557.s.1	Bedaert , en vaetse .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4564.s.1	Hoe nu toe , brave Prins ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4568.s.1	Gelijck mijn ramp mij jaecht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4572.s.1	Is dit de liefde die ghy tot Granida draecht ?	Emotion_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4578.s.1	Ick liefde ' haer niet , 't en waer ick mij 't verlies liet rouwen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4582.s.1	Niet haer verlies , maar 't uw , want sij is hooch-behouwen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4586.s.1	Soo spuwt het wreedt Geluck op mij haer crachten uit .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4592.s.1	'T Geluck en steurt u niet , maer dat ghij 't qualijck duidt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4596.s.1	Misjondij aen uw lief Granid ' een hemels houwelijck ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4600.s.1	Neen , maer ick vlie de smert van mijn misvallen grouwelijck .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4605.s.1	Liefde ghij haer , mijn heer , 't geen dat u is geschiedt , Soud u om haer geluck , lief sijn , en rouwen niet .	EmotionalAction_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4611.s.1	Haer ben ick quijt , en sie voort al mijn toeleg slechten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4617.s.1	De Goden vinden 't goet , wie sal haer onderrechten ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4622.s.1	Sij vinden 't goet ; maer dat ick door het sterven mij Bevrij , dat sullen ook geensins beletten sij .	EmotionalAction_Dissapointment_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4626.s.1	Ghij cunt leven dat u 't geluck soo seer niet hinder .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4631.s.1	Het is te wanckelbaer , en licht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4635.s.1	Vertrouwt het minder .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.1	Vertrouwen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.2	Ick vertrouwt nae desen nemmermeer .	None
