meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	De verloofde koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5201.s.1	'k Zegh waarheidt , en ik wil , dat ghy die meê belijdt , Of 'k zal aanstondts uw ' zoon doen om het leeven brengen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5204.s.1	En kreunt ghy niet bet , onschuldigh bloedt te plengen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5208.s.1	Onschuldigh bloedt , óft niet , het zal terstondt gheschiên .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5208.s.2	Dies spreek , óft wel mijn ' wacht doorsteekt hem fluks .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5213.s.1	Indien De Vórst beschooren heeft , zijn ' zoon van straf te vryen , Dat staat an hem ; de mijn ' hoeft daarom niet te lyen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5219.s.1	De mijne is vry van straf , onschuldigh aan de daadt ; En d'uwe lijdt met recht , handtdaadigh aan het quaadt ; Beken dies schuldt , óft 'k zal hem , voor uwe ooghen straffen ; Daar uw ' belydenis hem moght ghenâ beschaffen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5222.s.1	De Vórst vergheef 't mijn ' tong , zo zy niet lieghen kan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5226.s.1	Trouwanten trekt van leêr , en past op 't wenken van Mijne ooghen ....	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5227.s.1	Ghrimoald spreekt wyder iets zaft met zijne Lijfwacht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5228.s.1	Velleede ter zyden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5232.s.1	De Tiran pooght , door zijn ' dreighementen , Mijn onverschrokken hart wat vrees slechts in te prenten : Maar 'k merk , 't is veinzery .	Fear_Emotion
meij001verl01_01.TEI.2.text.body.div.div.sp.5232.s.2	Dies blyve ik by mijn woordt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5237.s.1	Wel nu , belijdtghe uw ' zoon , handtdaadigh aan de moordt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5243.s.1	Mijn ' tong is niet ghewoon , dan waarheidt , te belyden : Dies vergh haar niets , Heer , dat daarteeghen moghte stryden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5243.s.2	Ik hebze ontvouwen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5243.s.3	Gheef nu mynen zoon de schuldt , Oft spreek den uwen vry : ik draagh het met gheduldt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5247.s.1	Welaan , ik zal hem zijn ' verdiende straf dan langen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5247.s.2	Trouwanten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5251.s.1	Houdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5251.s.3	hy heeft den steek ontfangen ; Ik kom te laat .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5251.s.4	Daar zijght hy neer .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5251.s.5	Mijn zoon , ach !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5256.s.1	Ik vólgh mijn lief vernoeghdt : dies staak dit weegheklagh , En weest kloekhartigh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5256.s.2	't Quaadt ontvliedt nooit zijn ' belooning .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5267.s.1	Vervloekte menschenbeul , vermoorder van uw Koning , Verdelgher mijns gheslachts , verweldigher der kroon , Verdrukker der ghemeente , en roover van mijn ' troon , Moest nóch het lijk mijns zoons uw ' troon ten rughsteun strekken , En , met zijn bloedt , de schand ' van uwen zoon bedekken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5267.s.2	't Is zijn verschoon alleen , en 't vesten van uw staf .....	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5280.s.1	Zwijgh , onbeschaamde , uw zoon heeft zijn ' verdiende straf , En ghy verdiende loon voor uw ' bedrieghlijkheeden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5280.s.2	Dies hou u stille , en stóp de vloedt dier lasterreeden , Ofte ik weet raadt met u , en dien vermeet'len aart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5280.s.3	Hófknaapen , neemt het lijk , en draaght het kamerwaart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5280.s.4	Mijn ' zoon bekleê mijn ' zy .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5280.s.5	Hófmeester , wil ons vólghen , Om t'overlegghen , hoe ik best , na zo verbólghen Een onweêr , huldighe ten nazaat mynen zoon , En helpe wyders aan Mathildes trouw en troon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5283.s.1	Velleede .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.1	Balstuurigh lót , hoe looptghe ons teeghen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.2	Hoe onbesuisdt slaatghe ons voor 't hoofdt , Met batsen weederspoedt , daar voorspoedt scheen beloofdt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.3	Mijn toelegh niet alleen is tweemaals neêrghezeeghen In 't voetzandt , zonder vrucht ; maar ( onverdraaghb're smart ! ) Verwoedt my neêrgheploft op 't hart .	Emotion_BodyPart_BodilyProcess_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.4	't Mislukken van de Tweelingbroeders Te moorden , slaapende op hun bedt , Wierdt , toen men schadeloos daar af quam , licht verzet : Maar dus mijn ' zoon zijn ' doodt , zelfs door 't beleidt zijns moeders , 't Welk pooghde een anderen op t'óff'ren aan zijn schuldt , Te vórderen , breekt mijn gheduldt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.5	Vergheef my , waerde kindt , mijn zwyghen ; Het pleite voor uw lijf en staf : Daar 't nu , voor staf en lijf , u heeft ghestort in 't ghraf .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.6	Maar zijt ghetroost , mijn ' wraak , an 't wakkeren en styghen , Zal met des moorders bloedt verheerlijken uw ghraf , En lanks dien trap treên na mijn ' staf .	Emotion_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.7	Maar wie zal best , ghedoemdt ter wraake , Opruimen 't spoor ter zeeteltroon ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.8	De Dwinglandt streef voor uit , wiens voetstap vólgh zijn zoon , De jongste sluite 't hek , en wil een drytal maaken , Tót een zoenóffer , mijn vermoordt gheslacht ghewijdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.9	Mijn ' wraak zich met gheen slechter lijdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.10	Dóch zal 't my wel van 't harte mooghen , Dat eenigh telghjen mijner stam , Onze Eduward , die uit mijn leeven 't leeven nam , Die voedsel , uit mijn bloedt , heeft , door mijn ' borst , ghezooghen , Te scheuren van zijn ' steel , te moorden met mijn ' handt , En óff'ren mijner wraak dat pandt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.11	O ja , zy heeft de zucht van moeder Gheheel ghedempt , en hy 's niet waerdt , Dat hy , in 't leeven , van zijn ' moeder , werd ' ghespaart ; Die , in het leeven , niet ghespaart heeft zynen broeder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.12	Ja , van mijn koninksbloedt is lang in hem de ghlants Verdoofdt , door 't bloedt des Dwingelandts .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.13	Heeft Prógne , om op 't verwoedst te wreeken Haars zusters Philomeles schand ' , Door Thereus , haar ghemaal , gheknót van tong , en handt , Haars Ytis strót doorboordt , zijn vleesch aan 't spit ghesteeken , In keetelen ghezoôn , en , opghedischt , daar aan Den Vader doen zijn ' ghraaght ' verzaân ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.14	Heeft Atreus , om Mycenens kroone Te draaghen , en zijn huwlijksbedt , Met bloedtschand ' van Thyest baldaadighlijk besmet , Den vader opgheschaft zijn dry onnooz'le zoonen , Gheschonken 't bloedt voor wijn , en zoo de wreede lust Van zijn ' wraakghierigheidt ghebluscht ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.15	De wraak mijns zoons , en myner maaghen , 't Herwinnen van mijn ' Scepterstaf Verght mynen overmoedt gheen slapper ondaadt af .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.16	Zy plengden schuld'loos bloedt ; ik kan 't met schuldigh waaghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5358.s.17	Welaan mijn ' ziel , neem zo doorluchtigh een besluit , En voer 't niet min doorluchtigh uit .	None
meij001verl01_01.TEI.2.text.body.div.head.5364.s.1	Vyfde bedryf .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5366.s.1	Ghrimoald , Velleede , Mathilde , Trasimond , Atelstan , Ottomar , Leeuwenbald , Hófmeester , Rey van Eedelen , Staatjoffers , Hófknaapen , en Dienaars .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5373.s.1	Daar komt de Koningin .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5373.s.2	Mijn zoon , treedt fluks haar teeghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5373.s.3	Weest wellekoom Mêvrouw .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5373.s.4	De Heemel stort ' zijn ' zeeghen , En op mijn ' koninkstroon , en op uw bruilóftsbedt , Dat eeuw , nócht landt den stroom uw 's luks ooit paalen zett ' , En uwe nazaat u te boven ghaa in deughden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5376.s.1	Ik dank zijn ' Majesteit .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5384.s.1	Mijn hart sprong op van vreughden , Op d'overblyde mied ' van dat ghy woudt mijn ' zoon Bezalighen , met d'eer van uwe trouw en troon .	Joy_Emotion_BodyPart_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.5384.s.2	Zijn liefde vólght mijn hart , wiens ghroote u is ghebleeken .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5395.s.1	Indien 't voorleedene nóch gheen ghenoeghzaam teeken , Mêvrouw , verschaft , hoe ik u minne , ontzie , en eer '; Ik kniel deemoedighlijk voor uwe voeten neêr , En wacht uit uwen mondt , dien my niets staat te weigheren , Wat my , om uw gheloof zo verre te doen steigheren , Nóch ov'righ blijft ; óft zo 't zo hoogh ghesteigherdt is , Wat dat ' er wordt vereischt tót zijn ' vermeerdernis , En tót verzeekring , dat niet eerder zal begheeven Dit minnevlammend hart mijn ' liefde , dan mijn leeven .	Emotion_BodyPart_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5400.s.1	Rijs Prins , en denk , dat ik daar aan gheen twyffel slaa , En met mijn ' weedermin uw ' min beloonen ghaa , Tót koeling haarer vlam , en 's Konings verghenoeghen .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.5403.s.1	Hófmeester , is men reede , om zich ter troon ' te voeghen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5406.s.1	Men wacht slechts uw ghebódt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5409.s.1	Waar is mijn ' ghemaalin ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5412.s.1	Hier is zy , Heer .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5418.s.1	Kom zet u hier .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5418.s.2	De Koningin Neem daar haar ' plaats .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5418.s.3	Mijn zoon zich op den rijkstroon vlyde .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5418.s.4	Heer , het ghelieve u te bekleên de laegher zyde Van uwe Koninginne ; ik voegh my by de mijn ' .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5421.s.1	Schoon ikze onwaerdigh ben , wil 'k u ghehoorzaam zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5422.s.1	Onder dit zegghen , ghaat Trasimond op den troon , Velleede an zyne hoogher , en Mathilde an zijn laegher , en an des zelfs laegher handt Atelstan zitten .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5422.s.2	Ghrimoald an de hoogher handt van Velleede zich ghevoeght hebbende , spreekt de Heeren , en andere Omstanders , die zich ter weederzyden van den troon ghevlijt hebben , aan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5435.s.1	Manhafte Ridderschap , en ghy mijne onderzaaten , Onwik'bre zuilen van mijn ' heerschapye , en staaten , Ziet hier , verheerlijkt op mijn ' ghouden zeeteltroon , Den rechten erfghenaam der rijkskroon , mijnen zoon , Wien , als mijn ' nazaat , ik den scepterstaf opdraaghe , En mijnen stoel inruime .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5435.s.2	Ontfangt hem , met behaaghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5435.s.3	'k Gheef , met deez ' staf , en kroon , hem 't Britsche koningdom , En Kaledoniens Vórstin ten bruideghom .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5435.s.4	Zy beide zullen , in mijn ' plaats , voortaan regheeren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5435.s.5	Wilt haar , als Koninginne , en hem , als Koning , eeren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5436.s.1	Reyen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5439.s.1	Lang leef de Koning , met zijn ' schoone Koningin .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5439.s.2	Zijn ' trótse stamboom ghroeye , en bloeye , eeuw uit , eeuw in .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5445.s.1	Heer vader , schoon 'k anvaerde uw ' scepter , en uw ' kroone , Mijn ' plicht u echter steedts ghehoorzaamheidt zal toonen ; En , alzo lang mijn ' voet betreên zal dezen troon , Zal daar van daveren de stem van uw ' gheboôn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5454.s.1	Uw ' vaak beproefde deughdt belooft my deez ' belooninge .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5454.s.2	Maar , om staatplechtigh te besluiten uwe krooninge .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5454.s.3	Wil 't oudt ghebruik , dat zy ghesterkt werd ' , door een dronk Van rooden wijn , waar meê ons 't jongste jaar beschonk , En die ons Priesterdom , met bidden , en met ófferen , Tót deeze inhulding heeft ghewijdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5454.s.4	Welaan , Staatjofferen , Waar is de Rijkskelk ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5455.s.1	Rey van Staatjoffers	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5457.s.1	Hier mijn Vórst .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5461.s.1	Gheluk , mijn zoon , Gheen ramp ghemoete u ooit , op uwe ontfangen ' troon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5467.s.1	Heb dank , Heer Vader .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5467.s.2	En nooit drukk ' myne onderzaaten , Met onbenoeghinge , wat wy bestaan , óft laaten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.1	De ghoede Heemel sterke uw ' wensch , met zyne handt ; En hechte , op mórghen , uw ' beschooren huwlijksbandt Onscheidelijk aan een , tót heil der beide kroonen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.2	Men voeghe zich , om uwe inhuldinge ter troone , Door 't plechtigh kroonbanket , te sluiten , voort ter disch .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.3	Maar , ach !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.5	ay my !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.6	wat vreemde ontsteltenis , En ghrilling , rijdt door all ' mijn ' leeden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.7	Wat krioelt ' er ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.8	Wat kriewelt ' er dus in mijn inghewandt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.9	Wat woelt ' er Dus door mijne aderen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.10	Ach ! 't klampt an boordt mijn hart , En fóltert het , met een onlydelijke smart .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.11	Wat bomt daar in mijn ' borst , met droevighe gheruchten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.12	Zy zucht , en steent somtijdts ; maar niet door eighen zuchten , En steenen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.14	een diep gheluidt ghalmt heesch , en hól .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.15	Mijn hoofdt wordt wervelziek , en draait , ghelijk een ból Op d'assen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.16	't Zwindelt , en wordt donker voor mijne ooghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.17	De naare nacht schijnt met een nieuwe nacht betooghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.18	Wat onweer stort daar neêr op 't Koninklyke huis , En hólt van zaale in zaal ' , met zulk een brusk ghedruis , En schud de pylers , en de muuren , dat zy trillen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.19	Wat wil dat moordtgheschreeuw ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.20	wat ysselijker ghillen Treft daar mijne ooren ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.21	waar is dat benaauwdt ghesteen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.22	Wat akeligher spook snort daar voorby my heen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.23	Wie roept daar wee , en wraak , an broeder , en an vader ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.24	Ach ! 't is mijn zoon , gheen stem en zweemt der zyne nader .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.25	Hy schijnt in noodt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5498.s.26	Kom hier mijn kindt , en uw ghezicht Schuif van mijn hart den steen , die daar zo zwaar op light .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5502.s.1	Hier ben ik , Vader , zegh , wat staat my aan te vangen , Tót stilling van de weên , die uwen boezem prangen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5513.s.1	Ghy zijt mijn zoon , helaas !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5513.s.2	maar die niet , die my quelt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5513.s.3	Mijn Eduward , de lust mijns ouderdoms , ontstelt Dus mijn ghemoedt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5513.s.4	Ghewis , men wil het kindt vermoorden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5513.s.5	Zijn gheest was 't , die ik zagh ; zijn ' stem was 't , die ik hoorde .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5513.s.6	Ach ! 't is gheen deegh met hem !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5513.s.7	Dit voorspook spelt niet ghoedts !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5519.s.1	't Zijn yd'le inbeeldingen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5519.s.2	De vader zy ghoedts moedts .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5519.s.3	Gheen dagh zal hem , zo lang hy leeft , zijn zoon ontvreemen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5519.s.4	Neef Ottomar , ghelief de moeiten aan te neemen , En breng hem herwaarts .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5519.s.5	Zijn verblijf is u bewust .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5522.s.1	Uw ' dienaar staat bereidt op 't wenken uwer lust .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.5525.s.1	Ghrimoald , Velleede , Mathilde , Trasimond , Atelstan , Leeuwenbald , Hófmeester , Rey van Eedelen , Staatjoffers , Hófknaapen , en Dienaars .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.1	Hoe nu toe ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.2	deel ik in d'onsteltenis van Vader ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.3	Ik voel mijn bloedt , aan brandt , vast ziên van aâr tót ader ; En spartelen , door 't hart , met overdwaalschen loop ; En dryven opwaarts aan , na 't hoofdt , een byst'ren hoop Van woede dampen , die het schudden , ghins en weeder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.4	Ik suizeból , ik zwijm , en stort byna ter needer .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.5	Mijn beenen beeven , en zijn 't lijf te zwak een schraagh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.6	De zaalvloer rijst om hoogh , 't ghewelfsel daalt om laegh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.7	De wanden wentelen zich om , het bovenste onder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.8	Hoe schriklijk bliksemt het ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.9	hoe yss'lijk rólt de donder , En dubbelt slagh op slagh , dat alles schud , en scheurt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.10	De balken buighen neêr , en kraaken beurt om beurt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.11	Hoe ghonst , en ghiert de windt , en rinkelt op de ghlazen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.12	Wat yz're keetens hoor ik rammelen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.13	wat raazen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.14	Wat roepen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.15	wie smeekt daar om hulp ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.16	wie schreeuwt daar moordt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.17	Ach 't is mijns broeders stem ; ik heb mijn naam ghehoordt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.18	Waar zijtghe broeder ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.19	spreek mijn lam , wie wil u dooden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.20	Spreek broeder , spreek .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.21	Mijn ' hulp wordt u terstondt ghebóden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.22	Wat 's dit ? 'k hoor antwoordt ; maar ik twijffel , waar van daan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.23	Een hól gheluidt schijnt , uit mijn ' boezem , opwaarts aan Te wellen , langs mijn ' strót , tót teeghen het verheemelt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.24	Wat vreemder pijn ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.25	't Is óf ' er in mijn buik iets weemelt , En kriewelt , en ter keel weêr uit te kruipen tracht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.26	Mijn ' maagh onduldigh , en verleeghen met zijn ' vracht , En walght , en arbeidt , om dat pak zich quijt te maaken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.27	Ontmenschte Stiefmoêr , zegh , wat spógh van slange , en draaken , Wat helsch verghift ghy , in de Rijkskelk , hebt ghemengdt , Welk zo het bloedt besmet , en 't brein an 't hóllen brengt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5564.s.28	Laat hooren , fluks , wat hebt ghy ons voor nat doen nutten , Opdat men magh intijdts zijn ' razernyen schutten : Of 'k zweer , ghy zult , eêr dat zijn ' schennis my vermant , De straf uw 's euveldaadts ghevoelen van mijn handt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5568.s.1	Dat 's recht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5568.s.2	Ontdek 't beleidt van deeze uw ' schelmeryen , Ofte eêr wy lyen , zult ghy zelve daar voor lyen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5574.s.1	Bedaart , ghy Vórsten , en betoomt uw ongheduldt , Tótdat neef Ottomar zy weêrghekeerdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5574.s.2	Dan zult Ghy , wat voor wijn ghy hebt ghedronken , zien en hooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5574.s.3	Daar komt hy .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5578.s.1	Ottomar , brengende het doode lichaam van Eduward , in een zijden kleedt ghewonden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5580.s.1	Hier 's uw zoon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5583.s.1	Wat ramp staat ons beschooren ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.5584.s.1	Velleede het kleedt openslaande .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5588.s.1	Kom Vader , kus uw ' zoon , en bergh hem in uw ' schoot .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5588.s.2	En ghy , omhels uw ' broêr , en redt hem uit zijn ' noodt : Ghy kont , op uw ghemak , hier beide uw ' lusten boeten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5593.s.1	O schrikkelijk vertoogh , wie zou niet yzen moeten !	Fear_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.5596.s.1	O teeder aanschijn , vuil met bloedt alsins bekladt !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5601.s.1	En kentghe uw ' zoon niet ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5601.s.2	is hy u ontmunt zo radt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5613.s.1	U ken ik , heilloos wijf , tót mijn verderf ghebooren , En tót mijn ' ghemaalin , ter quader uur , ghekooren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5613.s.2	Wat razerny heeft u verrukt ?	Emotion_BodilyProcess_Anger_Vindictiveness
meij001verl01_01.TEI.2.text.body.div.div.sp.5613.s.3	wat helsch ghedrócht Uw ' borst bezeeten , en ghedempt de zoete tóght , Welke over zoon zo teer eens moeders hart doet hangen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5613.s.4	Hoe dórstghe zo verdoemdt een ghruwelstuk aanvangen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5613.s.5	Hoe kostghe de natuur verlooch'nen , zo ontzindt , En schenden , zo ontaardt , uw ' handen aan uw kindt , Het eenighst ' van ons bedt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5613.s.6	Waar zagh men ooit verwoeder , Onmeededooghender , onmenschelyker moeder ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5617.s.1	Wat klaagtghe , en scheldt op my ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5617.s.2	't Waar best uw ' zoon ghekust , Ghestreeldt , ghestrookt , en zo gheboet uw vaderlust .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.5628.s.1	Vermeetele , houdt op .	None
