focq001mini02_01.TEI.2.text.body.div.head.227.s.1	De min in 't Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.2	ô Neen , integendeel , uit dees geveinsde schyn , Geloof ik dies te meer uw huw'lyk waar te zyn : Maar hoe meêr eeden , hoe oogschynelyker teken Van dat die geen die zweert , gewis vol schuld moet steken , Indien , gelyk gy zegt , dit alles was uit boerd , 't Is zeker dat gy nooit zoo dierbaare eeden zwoerd , Die my in tegendeel daarom voor vast doen peinzen , Dat alles waar moet zyn , 't geen gy ontkend met veinzen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.4	wat raakt gy my ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.5	wat raak ik u in 't end ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.6	Wat is het , dat ik u en gy my schuldig bend ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.7	Voor my , ik vind geen reên , my machtig te bepraten Van , zoo 'k u gist'ren vond , op heden niet te laten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.8	Want wat is toch de dienst die gy my immer deed , Waar door ik aan u zou verplicht zyn dat ik weet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.9	En wat is toch de zaak waar in wy zyn verdragen ; En daar ik reên in zie om over u te klagen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.10	En waarom moei ik my zoo zeer toch met uw staat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3939.s.11	Dat my uw huwelyk zoo zeer ter herten gaat ; Gawis , nu zie ik wel dat men niet zonder reden , ( Zot zynde als ik ben ) my in dees zotskap kleedden : Maar nu ( God dank ) weerom geraakt tot myn verstand , Zeg ik u weer adieu , en schuif u van de hand .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.1	Schuift gy my van de hand , en gaat gy my begeven , Zoo moet ik sterven , mits myn ziel door u moet leven ; 't Is waar , ô Isabel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.2	dat ik u nooit voor dees , Dan met myn hart alleen , de minste dienst bewees , Maar wat voor diensten zyn toch machtig u te winnen , Zoo men uw gunst verliest , door u te zeer te minnen , 't Is waar 't en is niet lang dat onze minnevlam In onze boezemen zyn eerste oorsprong nam , Maar hoe vaak ziet m'er twee veel jaren saam verkeeren , Terwyl de Minne-God geen macht had haar te deeren , Daar hy in tegendeel vaak in een ogenblik , Twee zielen samen bind met een onbreekb're strik : Daar zyn veel schoonheên , die , in zich te doen beminnen , Alleenig door de tyd vermeesteren de zinnen .	Emotion_BodyPart_BodilyProcess_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3967.s.3	Maar daar zyn wederom ook schoonheên , welkers licht Zoodanig schitt'ren , dat op het aldereerst gezicht , Een ziel verrast word , die vervoerd , en opgetogen , Terstont zyn vryheid geeft aan twee verwinnend ' oogen ; Zoodanig is aan my uw schoonheit meê geweest ; Indien dat dan de min in een verliefde geest , Een dag van smart en pyn tot duizend jaar kan maken , Zoo is 't reeds duizend jaar dat my uw oog doet blaken : Zoo is 't reeds duizend jaar dat ik als afgodin , In 't binnenst van myn ziel , u aanbid en bemin .	Emotion_EmotionalAction_BodyPart_Love_Sadness_Wonder
focq001mini02_01.TEI.2.text.body.div.div.sp.3976.s.1	Schoon gy den listigen in woorden tracht te maken , Zoo is 't onmogelyk , dat zulx myn hert kan raken , Mits gy uw wetenschap vergeefs hier in verspilt , Maar wint my door de min , zoo gy my winnen wilt , Nadien onnozelheid , veel meêr , na myn gedachten , Als de welsprekendheid is in de min te achten .	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.1	Indien dat dit zoo is , zoo zweer ik dat de myn , My tot getuigenis kan van myn liefde zyn : ô Min !	Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.2	wilt toch uw kracht doen in haar boezem werken , Ontdoit haar killig ys , dat zy myn brand mag merken Myn schoone !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.3	waarom is 't dat dus uw gramschap blaakt ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.4	En dat gy dooden wilt , het geen gy levend maakt ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.5	Is het uw schoonheid niet , die my het hart doet leven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.6	En wilt gy , door uw haat , dit dus de dootsteek geven ?	Emotion_Hatred
focq001mini02_01.TEI.2.text.body.div.div.sp.3992.s.7	Neen , neen , myn waarde lief : keert eindelyk weêrom , En neemt weêr in uw gunst uw trouwste Bruidegom ; Reik my uw schoone handt , op dat met duizend kussen , Ik deze felle brand uw's gramschap mag uitblussen .	Emotion_EmotionalAction_Love_Anger
focq001mini02_01.TEI.2.text.body.div.div.sp.3997.s.2	ik aan u myn hand , ô neen , gewis , gy ziet , Noch kent tot noch de drift van myne gramschap niet .	Emotion_BodilyProcess_Anger
focq001mini02_01.TEI.2.text.body.div.div.sp.4001.s.1	Myn ziel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4001.s.2	ik bid ...	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4005.s.1	Staat af .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4009.s.1	Myn leven !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4013.s.1	Ik uw leven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4017.s.1	Helaas ! 't schynt my de ziel uit droefheid wil begeven .	Emotion_BodyPart_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.4021.s.1	Ga heen , en zoekt de hand van Anna .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4027.s.1	Gy alleen , Gy zyt de Godheid , die van my word aangebeên : Myn lief bemerkt gy reets geen tranen in myn oogen ?	BodyPart_BodilyProcess_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.4031.s.2	ik ben een steen , en blyf gantsch onbewogen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4035.s.1	Wel dan , ik gaa my doôn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4039.s.1	'k Zal 't aanzien , koel van moed .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4043.s.2	denkt gy 't geen zy zegt ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4047.s.1	En doet gy 't geen gy doet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4052.s.1	Indien ik met myn doot , u kan vernoeging geven , Zoo ben ik vaardig straks te eindigen myn leven .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4058.s.1	Ga sterft indien 't u lust , op dat die tong niet leeft , Die 't schelmsche ja - woort uit uw hals gewrongen heeft .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4064.s.1	Dat ja-woort , 't geen die tong voor u heeft uitgesproken , Dat is , noch kan , noch zal , ooit van my zyn verbroken : Daarom myn Isabel , ik bid dat gy voortaan ....	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4068.s.1	Zwyg ; daar komt volk .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4072.s.1	Daar komt myn grootste vyand aan .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4076.s.1	Valerius , Ferdinand , Isabella .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4082.s.1	Ik heb hier voor de deur een sleetje laten komen , Waar dat zy heimelyk kan werden ingenomen , Zonder gezien te zyn van d'alderminste mensch .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4086.s.1	Gewis , hy komt om u .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4090.s.1	Dat is het geen ik wensch .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4094.s.1	En zult gy gaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4098.s.1	Gelyk gy zien zult .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4102.s.1	Droevig scheiden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4107.s.1	Ik quam u zoeken , om u na myn huis te leiden , Mejuffer !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4107.s.2	daar gy hbet dan hier gedient zult zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4111.s.1	Zyt gy d'Ambassadeur van Koning Harlekyn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4117.s.1	Ik ben hier tot uw dienst : maar gy , hoe gaan uw zaaken , Vriend Karel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4117.s.2	kunt gy hier u zelven wat vermaaken ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4121.s.1	Maar paslyk , wyl gy weet hoe dat myn dingen staan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4126.s.1	Weet gy wel dat ik strax hier heb verlof ontfaân , Van Aagje uit dit huis te voeren na het mynen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4130.s.1	Terwyl uw dag begint , zoo gaat myn nacht verdwynen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4134.s.1	'k Wil haar tot mynent doen genezen van haar quaat .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4138.s.1	Zoo is 't dan zeker dat gy haar vervoeren gaat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4145.s.1	Wat wild gy , waarde Vrind ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4145.s.2	myn zot-verliefde zinnen , Zyn my aars t ' enemaal onmooglyk te verwinnen ; Dies heb ik om die drift te volgen , dit bestaan , En kom , gelyk myn nicht , haar halen hier van daan .	BodilyProcess
focq001mini02_01.TEI.2.text.body.div.div.sp.4152.s.1	Hoe danst myn hart van vreugt , kom laat ons dan vertrekken .	Joy_Emotion_BodyPart_BodilyProcess
focq001mini02_01.TEI.2.text.body.div.div.sp.4152.s.2	Vermits dat ik geenzints getuige wil verstrekken Van 't huw'lyk , dat van daag hier zal in huis geschiên ; Maar laat ons in der yl na d'andre waereld vliên .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4156.s.1	Wild gy , ô Aagje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4156.s.2	dan met my niet t'huis waard keeren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4167.s.1	Hoe zou 't my moog'lyk zyn u zulks te refusceren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4167.s.2	Gy zyt zoo mooi , zoo net , zoo proper , en galant , Zoo cierelyk bestrikt , bepoeyert , en bekant , Dat ' er geen Juffer is , al was 't slechts om je kleeren , Die niet gedwongen is u gratie t'estimeeren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4167.s.3	Dies geef ik my aan u zoodanig als ik ben : Vermits ik uit uw zwier , en tronie , merken ken , Dat gy wel machtig zyt myn droefheit te verdryven .	Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.4178.s.1	Wie kan de haat van een vergramde vrouw beschryven ?	Emotion_Hatred_Anger
focq001mini02_01.TEI.2.text.body.div.div.sp.4178.s.2	Maar zacht , 't zal best zyn , dat ik die verdraag en zwyg , Op dat ik door myn tong geen meerder onheil kryg : Ik ben verzekert dat zy naauwlyks weg zal wezen , Of dat zy door berouw haar gramschap zal genezen , En weder keeren zal : wel nu , gy gaat dan heen , En gy verlaat my dus ?	Emotion_Anger_Remorse
focq001mini02_01.TEI.2.text.body.div.div.sp.4182.s.1	Vernoegt , en wel te vreên .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4189.s.1	En ik , helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4189.s.2	ik blyf veel droever dan te vooren , Maar echter wyl dit dus van 't Noodlot is beschooren , Zoo laat ik gaan , die gaat , en zoo ik sterven moet , Zoo heb ik noch voor 't minst wel veertig jaar te goet .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4194.s.1	'k Zeg u vaar wel myn vriendt : ik ga met Aagje henen , Den Hemel wil u vreugt op 't huw'lyksfeest verleenen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4199.s.1	Adieu Canalje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4199.s.2	gaat , zegt aan uw schoone bruidt , Eer dat zy gaat te bedt , dat zy haar neus eerst snuit .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4204.s.1	'k Zal haar de boodschap doen , maar weet vry van gelyken , Dat zoo 't u beuren mocht , gy niet zo bang zoud kyken .	Fear_Emotion_BodilyProcess
focq001mini02_01.TEI.2.text.body.div.div.sp.4208.s.1	Adieu vyf-kante boer !	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4210.s.1	Al gaande , en weer uitkomende .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4214.s.1	Adieu boerin in 't rond .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4218.s.1	Gaat heen jou blykers dog !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4222.s.1	Gaat kleine Lier-mans hond !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4226.s.1	Gaat kust de handen aan uw kat van mynent wegen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4231.s.1	Gaat gy , om aan uw Aap zyn achterpoort te vegen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4249.s.1	Uit vrees voor onheil , dacht my 't veinzen alderbest , En om te zien wat eind dat nemen zal op 't lest , 't Aanstaande naberouw van haar versteurde zinnen ; Want ik ben zeker , dat de drift van my te minnen , Alleen haar heeft vervoert tot deze jalouzy , Die in haar heeft gestookt dit vuur van razerny , 't Geen , als zy zich bedenkt , haar voetsel zal ontbeeren , En haar in korten stont voor vast doen wederkeeren ; Nadien , daar eens de min een vaste grontslag leid , Geen twist , noch jalouzy die eerste driften scheid : Derhalven heb ik voor , my zelfs noch stil te houwen , Tot dat ik zie waar op dat ik my mag vertrouwen .	Fear_Emotion_Envy_BodilyProcess_Love_Anger_Remorse
focq001mini02_01.TEI.2.text.body.div.div.stage.4253.s.1	Philibert , Docter , Joris-vaar .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.4255.s.1	Philibert .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4264.s.1	Met groote droef heit quam ik hier in Amsterdam ; Maar het was weêr met vreugd , dat ik terstont vernam , Dat door de wyzen raad , myn Heer , van u gegeven , Ik onze ziekens quaal haast hoop te zien verdreven , Want nauwlyks sprak ik haar zoo daadelyk van de trouw , En dat ik haar van daag aan Karel geeven zouw , Of daadlyk , door dees vreugt , was al haar smart vergeten , En zy heel spraakzaam , en begeerig om te eeten .	Joy_Emotion_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.4266.s.1	Docter .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4276.s.1	De vreugt van 't huwelyk , daar al haar hoop na strekt , Die heeft haar van de dood tot 't leven weêr verwekt , Want ( als Ovidius lang heeft voorzeit voor dezen ) Met kruiden is de min onmooglyk te genezen , Des acht ik 't van Galeen een byster zotte gril , Als hy met dranken zelfs de ziel purgeeren wil , Daarom is 't best geweest dees raad te appliceeren , Die , als gy ziet , de geest straks in zyn staat doet keeren .	Joy_Emotion_Hope_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4281.s.1	Met Anna gaat het wel , maar nu myn meid Catryn , Hoe zal het daar meê gaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4281.s.2	wat raat zal daar toe zyn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4287.s.1	Daar zal ik daadelyk , zoo dra uw dochter Anne Geholpen is , myn vlyt , en kunst op samen spannen ; Wel aan dan , dat men haar strax brenge voor den dag .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4291.s.1	Ik zal haar halen gaan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4299.s.1	Gaat doet dit broer !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4299.s.2	dees slag Zou wisselyk voor my te zwaar zyn om te dragen , Want dus myn eenig kint , het steunsel van myn dagen , Puur zot , ja dol te zien , was wis voor my een straf , Die met haar wysheid ook myn leven trok in 't graf .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4303.s.1	Zie daar , daar komt zy zelfs .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4307.s.1	Joris-vaar , Anna , Philibert , Docter .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4314.s.1	Kom fraay , kom in , nicht Anne !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4314.s.2	En wil nu door de vreugt vry al uw vrees verbannen , Maar toont u boven al verheugt , en wel gezint , Op dat uw Bruigom ziet , hoe dat gy hem bemint .	Fear_Joy_Emotion_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.4318.s.1	Waar is myn Karel dan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4323.s.1	Gy zult hem strax aanschouwen , Zyt slechts gerust myn kint .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4328.s.1	Zal men ons hier dan trouwen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4332.s.1	Wy staan alleenig maar en wachten den Pastoor .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.4335.s.1	Joris-vaar , stil tegen Philibert .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4342.s.1	Een zeker vremdeling , die by geval , hier door Is komen reizen , en dit huis flus quam bekyken , Heb ik belooft , wyl hy zyn mildheit heeft doen blyken , Dat ik hem het vermaak zou van dees feest doen zien , Indien het Broeder mach met uw verlof geschiên , Zal ik hem halen gaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4342.s.2	of hebt gy ' er iets tegen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4346.s.1	Neen , neen , gaat haalt hem vry daar is niet aan gelegen .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4350.s.1	Anna , Philibert , Docter .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4355.s.1	Indien dat gy van daag kunt sluiten dees party , Zoo geef ik u uit vreugt , een zoen tot maakklaardy .	Joy_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4359.s.1	Denk dochter wie gy zyt , en wilt zo mal niet praten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4363.s.1	Hoe kan ik wys zyn , daar myn zot my heeft verlaten ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4368.s.1	Maar als gy zyt getrouwt zult gy dan strax daar na Weêr komen by u zelfs ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4376.s.1	'k Zeg ja , ja , ja , ja , ja , Want al myn quaad is wind : terwyl myn schip gedreven Door zek're soort van storm , 't behoud is van myn leven , Want wyl ik reets al zie de haven in 't verschiet Die my verlossen zal , zoo gaat die wind te niet .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4380.s.1	Ziet , dochter , wie daar komt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4386.s.2	wat 's dit , gy Ouwen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4386.s.3	'k Dacht dat gy Karel my , myn lief , zoud aan doen schouwen ?	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4390.s.1	Reynoud , Leonard , Joris-vaar , Philibert , Docter , Anna .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.4392.s.1	Reynoud .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4394.s.1	Met uw verlof messieurs , dat ik dit feest kom zien .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4398.s.1	Gy zyt ons welkom , heer , en doet ons eer geschiên .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4402.s.1	Wat is dit voor een haan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4409.s.1	Sa , laat hier stoelen komen , En zet de poort vry op , op dat hier zonder schromen , Elk een mag komen zien : en haal ons hier Catryn , Want daar het Bruiloft is daar moeten menschen zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4420.s.1	Gy hebt byloo gelyk , sa laat met duizend monden , Terstont myn bruiloftsdag van 't Oost , tot 't west verkonden , Als zynde nu op hand het grootste huwelyk Dat ooit gezien is in het gantsche Christenryk : Vermits myn Bruigom Vorst Pepyn heeft tot zyn broeder , En dat Angelica wel eertyds was zyn moeder , Die hem by Lancelot in eer en deugde won , Toen hy uit Engeland , te voet ging na Japon .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4422.s.1	Men brengt stoelen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4426.s.1	Hier hebt gy stoelen , komt , gy Heeren , zet u neder .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4430.s.1	Myn heer , wy volgen u .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4436.s.1	Dees stoel is u gereeder .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4436.s.2	Ik bid u zetje slechts ; Heer Docter , kom zit neer .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4440.s.1	En ik zal moeten staan , wel dat 's een groote eer .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4444.s.1	Nu Joris-vaar gaat heen de Bruigom herwaarts halen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4448.s.1	Zeer wel , ik ga zo heen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4453.s.1	Jupyn wilt u betaalen , Dat gy noch eindelyk myn wenschen eens vervult .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4457.s.1	Belooft gy my dan , dat gy weêr bedaren zult ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4464.s.1	Zoo dra ik ben getrouwt , zal al myn quaal vervliegen , Maar 'k vrees , dat door dees Feest gy my slechts wilt bedriegen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4464.s.2	Doch wacht u dat gy my niet voor de zot en houd , Mits , voor 't genezen , gy my wis bederven zoud .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4468.s.1	Gy ziet hier alles klaar , waar voor hebt gy te vrezen ?	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4472.s.1	Wel aan , ik ben te vreên , maar wie zal speelnood wezen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4476.s.1	Myn heer , met uw verlof , dat het uw dienaar word .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4481.s.1	Myn heer , gy deed de Bruid en Bruigom veel te kort .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4481.s.2	Ik zal veel liever zelfs de speelnoods plaats bekleden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4485.s.1	Het zal genoeg zyn dat g ' hem in uw plaats doet treden .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4489.s.1	Zeg Leonard !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4493.s.1	Myn Heer !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4497.s.1	Gy zult hier speelnood zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4508.s.1	Ik vrees voor ongeluk in deze speelnoots schyn .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.4508.s.2	Mits ik de zotheid zoo besmet'lyk weet te wezen , Dat my dit speelnoodsschap reets doet voor zotheid vrezen , Hoewel de zotheid van dees aangename Bruid , My reets zoo wel bevalt , dat , of ik ben een guit , Ik van die bruidegom , 't geluk schier zou benyen , En liever voor zyn staat , het speelnoodschap liet glyen .	Fear_Emotion_Envy
focq001mini02_01.TEI.2.text.body.div.div.sp.4512.s.1	Wie zyt gy Fynman !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4512.s.2	die hier zult myn speelnood zyn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4516.s.1	Ik ben een Edelman .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4520.s.1	Zyt gy gezont van bryn ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4525.s.1	Ik weet niet beter , maar , door veel op u te letten , Zou 't licht'lyk kunnen zyn , dat gy my zoud besmetten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4529.s.1	Geef my uw hand , ik zie jy bend een eerlyk man .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4533.s.1	Gints , dunkt my in 't verschiet daar komt de Bruigom an .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4537.s.1	Wel , treên wy hem te moed om hem te gaan ontfangen .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.4551.s.1	Marten , en Klaasje , met Ferdinand , tusschen haar beiden , aardig op zyn Bruigoms gekleedt , Joris-vaar , met Catrynaan de handt , Philibert , Docter , Reinoud , Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4557.s.1	Wy wachten , Bruidegom , u vast met groot verlangen : Daar , neem uw Bruid , en zet u samen nevens myn , En gy , Catryn , kom hier gy zult Speel-Juffer zyn .	Emotion_Desire
focq001mini02_01.TEI.2.text.body.div.div.sp.4566.s.1	Speel-Juffer , ik met haar ? 'k was liever doot geslagen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4566.s.3	is 't noch niet genoeg my hoorens te doen dragen , En niet myn razerny , met dit Speel-Jufferschap , Op nieuws te voeren op den alderhoogsten trap ?	Emotion_Anger
focq001mini02_01.TEI.2.text.body.div.div.sp.4566.s.4	Neen , neen , ik ga veel eer , en kan dit niet gedoogen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4570.s.1	Blyf staan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4574.s.1	ô Neen , ik ga : ik ben wat teer van oogen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4578.s.1	Blyf hier , Catryn , men zal dan na een ander zien .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4582.s.1	Ziet hier dees hipocryt , wat zal my noch geschiên ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4589.s.1	Zwyg gy Westfaals gediert ! 'k wil uw geknor niet horen , En schoon dat uw geluk van daag schynt als geboren , Zo acht ik dees uw trouw met Karel niemendal , Mits ik u morgen vroeg hem weêr ontsteelen zal .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4594.s.1	Ik zal , dat zweer ik u , gy Hartogin van Bremen , U met een Capaçon dat kaak'len haast benemen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4598.s.1	Zwyg stil , zottin !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4598.s.2	en draag wat eerbied aan uw man .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4602.s.1	Mag ik niet spreeken ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4608.s.1	Neen : houd gy uw bek hier van , Of ik zal u terstont , indien gy niet wilt zwygen , Met dubbelt koperdraat de kaaken samen rygen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4612.s.1	Zyn dit Caressen dan die my myn Bruigom doet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4617.s.1	My dunkt zy zyn voor u noch meêr als al te goet : Of wilt gy in de plaats veel liever kneppelslagen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4621.s.2	slagen aan uw Bruidt ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4627.s.1	Dat 's 't eerste van myn dagen Dat ik dat heb gehoort : hoe !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4627.s.2	zyt gy dan myn Bruidt ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4631.s.1	Is dit dan maar bedrog ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.4636.s.1	Eer men dit huw'lyk sluit , Zo zal men noch malkaar eens zitten in de hairen .	None
